"chrom" "begin" "end" "markers" "rec_rate" "chr_length" "rec_sd" "GC" "chr_type" "rel_pos" "count_rpt" "count_SINE" "count_DNA" "count_TcM" "count_LINE" "count_LTR" "count_nonLTR" "count_genes" "count_CDS" "length_rpt" "length_SINE" "length_DNA" "length_TcM" "length_LINE" "length_LTR" "length_nonLTR" "length_genes" "length_CDS" "density_rpt" "density_SINE" "density_DNA" "density_TcM" "density_LINE" "density_LTR" "density_nonLTR" "density_genes" "density_CDS" "prop_rpt" "prop_SINE" "prop_DNA" "prop_TcM" "prop_LINE" "prop_LTR" "prop_nonLTR" "prop_genes" "prop_CDS"
"136" "LR999940.1" 6000001 8000000 0 0 13819298 0 0.364058 "W" 0.50653806727375 3005 66 278 46 362 395 716 25 25 1135531 12456 87327 8494 195794 206181 503450 93096 18601 1.5025 0.033 0.139 0.023 0.181 0.1975 0.358 0.0125 0.0125 0.5677655 0.006228 0.0436635 0.004247 0.097897 0.1030905 0.251725 0.046548 0.0093005
"137" "LR999940.1" 8000001 10000000 0 0 13819298 0 0.369714 "W" 0.651263219014454 3410 64 201 34 466 366 990 26 26 1328476 15498 54059 7717 238779 203352 682868 113605 16691 1.705 0.032 0.1005 0.017 0.233 0.183 0.495 0.013 0.013 0.664238 0.007749 0.0270295 0.0038585 0.1193895 0.101676 0.341434 0.0568025 0.0083455
"138" "LR999940.1" 10000001 12000000 0 0 13819298 0 0.365091 "W" 0.795988370755157 3844 84 261 34 489 307 1003 35 35 1364438 18773 70659 9494 258727 172275 656501 146653 26763 1.922 0.042 0.1305 0.017 0.2445 0.1535 0.5015 0.0175 0.0175 0.682219 0.0093865 0.0353295 0.004747 0.1293635 0.0861375 0.3282505 0.0733265 0.0133815
"139" "LR999940.1" 12000001 13819298 0 0 13819298 0 0.373158 "W" 0.934175491403398 3392 48 187 37 406 376 832 37 37 1271744 10848 39002 6688 244928 207355 593837 184814 25522 1.8644554108233 0.0263838029833485 0.102786899122629 0.0203375147996645 0.223163000234156 0.206673123369563 0.457319251711374 0.0203375147996645 0.0203375147996645 0.699030065442825 0.00596273947423677 0.021437939249095 0.00367614321567989 0.134627752023033 0.113975280575255 0.326409966921307 0.101585336761762 0.0140284879112713
"140" "LR999941.1" 1 2000000 13 9.013846154 13774036 1.40978449 0.334347 "Autosome" 0.0726003983146262 3126 563 187 18 143 28 360 47 47 366118 101303 19452 2812 33811 7924 61414 195553 39625 1.563 0.2815 0.0935 0.009 0.0715 0.014 0.18 0.0235 0.0235 0.183059 0.0506515 0.009726 0.001406 0.0169055 0.003962 0.030707 0.0977765 0.0198125
"141" "LR999941.1" 2000001 4000000 12 4.800833333 13774036 1.129066053 0.328401 "Autosome" 0.217801122343516 3564 636 254 14 202 59 380 51 51 476063 111260 47584 3907 47321 18195 87503 262025 58130 1.782 0.318 0.127 0.007 0.101 0.0295 0.19 0.0255 0.0255 0.2380315 0.05563 0.023792 0.0019535 0.0236605 0.0090975 0.0437515 0.1310125 0.029065
"142" "LR999941.1" 4000001 6000000 9 3.232222222 13774036 2.831178102 0.324996 "Autosome" 0.363001846372407 2969 513 169 8 163 35 277 37 37 387629 89418 26412 1939 42230 13089 66868 171703 43725 1.4845 0.2565 0.0845 0.004 0.0815 0.0175 0.1385 0.0185 0.0185 0.1938145 0.044709 0.013206 0.0009695 0.021115 0.0065445 0.033434 0.0858515 0.0218625
"143" "LR999941.1" 6000001 8000000 5 3.052 13774036 1.351321575 0.325381 "Autosome" 0.508202570401297 2866 379 228 12 139 58 262 123 123 394619 70218 35445 2538 41627 20646 80664 402316 117444 1.433 0.1895 0.114 0.006 0.0695 0.029 0.131 0.0615 0.0615 0.1973095 0.035109 0.0177225 0.001269 0.0208135 0.010323 0.040332 0.201158 0.058722
"144" "LR999941.1" 8000001 10000000 10 1.76 13774036 0.425754233 0.322799 "Autosome" 0.653403294430187 2448 356 187 13 132 20 205 89 89 292763 63240 27462 3610 41348 2957 42246 336085 86513 1.224 0.178 0.0935 0.0065 0.066 0.01 0.1025 0.0445 0.0445 0.1463815 0.03162 0.013731 0.001805 0.020674 0.0014785 0.021123 0.1680425 0.0432565
"145" "LR999941.1" 10000001 12000000 4 2.9125 13774036 0.709712383 0.325976 "Autosome" 0.798604018459078 3279 554 199 6 164 52 339 51 51 418510 98330 35497 1679 30741 15016 89177 257826 51619 1.6395 0.277 0.0995 0.003 0.082 0.026 0.1695 0.0255 0.0255 0.209255 0.049165 0.0177485 0.0008395 0.0153705 0.007508 0.0445885 0.128913 0.0258095
"146" "LR999941.1" 12000001 13774036 6 1.37 13774036 0.996373424 0.341165 "Autosome" 0.935602208386852 3033 556 214 12 148 38 373 43 43 405148 101390 32627 1726 33328 11453 87161 238037 43673 1.70966090879779 0.313409648958646 0.120628893663939 0.00676423702788444 0.0834255900105748 0.0214200839216341 0.210255034283408 0.0242385160165859 0.0242385160165859 0.22837642528111 0.0571521660214336 0.0183913967923988 0.000972922759177379 0.0187865409721111 0.00645590055669671 0.0491314719656196 0.134178224117211 0.0246178769765664
"147" "LR999942.1" 1 2000000 8 3.63875 13550656 3.378750562 0.337422 "Autosome" 0.0737972021428335 3668 649 236 12 201 95 436 27 27 523372 117962 35310 3748 58966 30057 106082 425185 29437 1.834 0.3245 0.118 0.006 0.1005 0.0475 0.218 0.0135 0.0135 0.261686 0.058981 0.017655 0.001874 0.029483 0.0150285 0.053041 0.2125925 0.0147185
"148" "LR999942.1" 2000001 4000000 6 3.745 13550656 0.89103872 0.331106 "Autosome" 0.221391532631335 3624 628 258 9 172 32 371 76 76 464403 116553 35860 1234 38377 6111 90492 408127 74984 1.812 0.314 0.129 0.0045 0.086 0.016 0.1855 0.038 0.038 0.2322015 0.0582765 0.01793 0.000617 0.0191885 0.0030555 0.045246 0.2040635 0.037492
"149" "LR999942.1" 4000001 6000000 13 4.073076923 13550656 1.456968226 0.325684 "Autosome" 0.368985863119837 2254 300 155 9 115 26 211 90 90 281429 54367 23803 2729 28663 9169 56012 281565 85868 1.127 0.15 0.0775 0.0045 0.0575 0.013 0.1055 0.045 0.045 0.1407145 0.0271835 0.0119015 0.0013645 0.0143315 0.0045845 0.028006 0.1407825 0.042934
"150" "LR999942.1" 6000001 8000000 12 0.610833333 13550656 0.816015356 0.31927 "Autosome" 0.516580193608339 2632 432 195 8 142 53 220 64 64 359197 78227 28176 1503 45619 30113 55507 236610 63165 1.316 0.216 0.0975 0.004 0.071 0.0265 0.11 0.032 0.032 0.1795985 0.0391135 0.014088 0.0007515 0.0228095 0.0150565 0.0277535 0.118305 0.0315825
"151" "LR999942.1" 8000001 10000000 5 5.562 13550656 0.77370537 0.327381 "Autosome" 0.664174524096841 3549 633 248 18 178 60 370 55 55 466002 115305 31821 4204 38897 22876 90783 240376 52105 1.7745 0.3165 0.124 0.009 0.089 0.03 0.185 0.0275 0.0275 0.233001 0.0576525 0.0159105 0.002102 0.0194485 0.011438 0.0453915 0.120188 0.0260525
"152" "LR999942.1" 10000001 12000000 8 4.72625 13550656 0.16715583 0.33404 "Autosome" 0.811768854585343 3724 655 284 10 149 31 413 83 83 466220 118768 42837 3042 26395 5619 84070 485414 67646 1.862 0.3275 0.142 0.005 0.0745 0.0155 0.2065 0.0415 0.0415 0.23311 0.059384 0.0214185 0.001521 0.0131975 0.0028095 0.042035 0.242707 0.033823
"153" "LR999942.1" 12000001 13550656 8 3.0675 13550656 2.153726007 0.343497 "Autosome" 0.942783028364088 2627 444 180 11 151 45 329 42 42 344722 76383 26588 4030 39258 13559 71938 196507 39840 1.69412171364893 0.286330430475876 0.116079904246977 0.00709377192620414 0.097378141896075 0.0290199760617442 0.212168269429196 0.0270853109909612 0.0270853109909612 0.222307204176813 0.0492585073672046 0.0171462916339923 0.00259890007841842 0.0253170271162656 0.00874404123158199 0.0463919786206612 0.126725076354781 0.0256923521399975
"154" "LR999943.1" 1 2000000 9 2.692222222 13236624 1.136659335 0.344968 "Autosome" 0.0755480022700652 3916 743 246 12 191 78 512 55 55 553415 131858 33574 1787 54856 29076 120018 447461 54450 1.958 0.3715 0.123 0.006 0.0955 0.039 0.256 0.0275 0.0275 0.2767075 0.065929 0.016787 0.0008935 0.027428 0.014538 0.060009 0.2237305 0.027225
"155" "LR999943.1" 2000001 4000000 4 3.115 13236624 0.152424845 0.328371 "Autosome" 0.226643931262231 3674 632 276 16 156 41 355 79 79 438875 115189 34122 1852 32788 4604 70453 459886 77368 1.837 0.316 0.138 0.008 0.078 0.0205 0.1775 0.0395 0.0395 0.2194375 0.0575945 0.017061 0.000926 0.016394 0.002302 0.0352265 0.229943 0.038684
"156" "LR999943.1" 4000001 6000000 9 2.602222222 13236624 0.788999014 0.325788 "Autosome" 0.377739860254397 2936 478 205 6 128 41 279 73 73 385136 86964 28129 4020 26583 22986 75123 370750 78154 1.468 0.239 0.1025 0.003 0.064 0.0205 0.1395 0.0365 0.0365 0.192568 0.043482 0.0140645 0.00201 0.0132915 0.011493 0.0375615 0.185375 0.039077
"157" "LR999943.1" 6000001 8000000 10 5.358 13236624 0.635256729 0.320642 "Autosome" 0.528835789246563 3228 514 231 13 165 41 306 81 81 445091 92376 37096 2446 40139 17193 91017 307271 71698 1.614 0.257 0.1155 0.0065 0.0825 0.0205 0.153 0.0405 0.0405 0.2225455 0.046188 0.018548 0.001223 0.0200695 0.0085965 0.0455085 0.1536355 0.035849
"158" "LR999943.1" 8000001 10000000 11 3.914545455 13236624 0.619328082 0.326297 "Autosome" 0.679931718238729 3019 466 268 27 129 37 266 84 84 367558 89295 39490 6492 25145 14498 49307 394109 78666 1.5095 0.233 0.134 0.0135 0.0645 0.0185 0.133 0.042 0.042 0.183779 0.0446475 0.019745 0.003246 0.0125725 0.007249 0.0246535 0.1970545 0.039333
"159" "LR999943.1" 10000001 12000000 3 1.9 13236624 0.370270172 0.329942 "Autosome" 0.831027647230895 3778 720 243 19 169 55 398 50 50 481614 132386 29882 4096 34511 17045 83389 326517 43956 1.889 0.36 0.1215 0.0095 0.0845 0.0275 0.199 0.025 0.025 0.240807 0.066193 0.014941 0.002048 0.0172555 0.0085225 0.0416945 0.1632585 0.021978
"160" "LR999943.1" 12000001 13236624 3 13.13 13236624 4.13960143 0.3394 "Autosome" 0.95328782475048 2097 396 120 10 133 32 236 24 24 292002 71091 13847 4156 33820 10291 61157 96336 22299 1.69574583705314 0.320226681675271 0.0970383883864457 0.00808653236553714 0.107550880461644 0.0258769035697188 0.190842163826676 0.0194076776772891 0.0194076776772891 0.236128362380158 0.0574879672398401 0.0111974213665593 0.00336076285111724 0.0273486524602466 0.00832185045737427 0.0494548059879155 0.0779024181966386 0.0180321585219113
"161" "LR999944.1" 1 2000000 4 0 12933853 0 0.349288 "Autosome" 0.077316519679016 4316 805 241 21 253 87 654 40 40 651869 141921 32452 7018 81113 35744 152732 194895 44030 2.158 0.4025 0.1205 0.0105 0.1265 0.0435 0.327 0.02 0.02 0.3259345 0.0709605 0.016226 0.003509 0.0405565 0.017872 0.076366 0.0974475 0.022015
"162" "LR999944.1" 2000001 4000000 5 5.154 12933853 0.756723199 0.335411 "Autosome" 0.231949481720567 4003 728 433 47 158 93 477 42 42 582090 128967 101521 11459 29720 43547 92587 307792 41854 2.0015 0.364 0.2165 0.0235 0.079 0.0465 0.2385 0.021 0.021 0.291045 0.0644835 0.0507605 0.0057295 0.01486 0.0217735 0.0462935 0.153896 0.020927
"163" "LR999944.1" 4000001 6000000 5 4.918 12933853 1.5920804 0.327038 "Autosome" 0.386582443762118 3720 623 292 12 148 47 344 43 43 442967 117344 44407 6007 26588 11932 56594 265900 39190 1.86 0.3115 0.146 0.006 0.074 0.0235 0.172 0.0215 0.0215 0.2214835 0.058672 0.0222035 0.0030035 0.013294 0.005966 0.028297 0.13295 0.019595
"164" "LR999944.1" 6000001 8000000 10 3.03 12933853 0.975625156 0.335956 "Autosome" 0.541215405803669 3339 505 283 29 198 151 367 54 54 575323 95503 63728 7060 52886 86355 115484 280829 52116 1.6695 0.2525 0.1415 0.0145 0.099 0.0755 0.1835 0.027 0.027 0.2876615 0.0477515 0.031864 0.00353 0.026443 0.0431775 0.057742 0.1404145 0.026058
"165" "LR999944.1" 8000001 10000000 11 6.79 12933853 0.709492777 0.330133 "Autosome" 0.69584836784522 3615 671 246 12 188 49 330 26 26 470116 123018 37477 2947 48774 8043 74705 301769 24969 1.8075 0.3355 0.123 0.006 0.094 0.0245 0.165 0.013 0.013 0.235058 0.061509 0.0187385 0.0014735 0.024387 0.0040215 0.0373525 0.1508845 0.0124845
"166" "LR999944.1" 10000001 12000000 5 4.728 12933853 0.440249929 0.340062 "Autosome" 0.850481329886771 3676 545 396 21 198 129 376 39 39 589664 98782 98937 5516 48888 58141 100779 199943 43052 1.838 0.2725 0.198 0.0105 0.099 0.0645 0.188 0.0195 0.0195 0.294832 0.049391 0.0494685 0.002758 0.024444 0.0290705 0.0503895 0.0999715 0.021526
"167" "LR999944.1" 12000001 12933853 3 4.076666667 12933853 0.518684233 0.344186 "Autosome" 0.963898924782893 1193 131 83 7 42 13 100 32 32 150910 23467 11703 2286 8192 3251 31218 139206 32657 1.27750299029933 0.140279037493053 0.0888790848238427 0.00749582643092649 0.044974958585559 0.0139208205145778 0.107083234727521 0.0342666351128068 0.0342666351128068 0.161599309527302 0.0251292226935074 0.0125319509601618 0.00244792274587114 0.00877225858887855 0.00348127596099172 0.0334292442172376 0.149066287734793 0.0349701719649666
"168" "LR999945.1" 1 2000000 9 5.312222222 12861081 1.782300324 0.349962 "Autosome" 0.0777540006162779 3161 520 209 14 149 44 365 76 76 389903 95121 27256 3695 31930 7727 81614 571475 80630 1.5805 0.26 0.1045 0.007 0.0745 0.022 0.1825 0.038 0.038 0.1949515 0.0475605 0.013628 0.0018475 0.015965 0.0038635 0.040807 0.2857375 0.040315
"169" "LR999945.1" 2000001 4000000 12 7.8825 12861081 0.867306436 0.337695 "Autosome" 0.233261924094872 4095 786 265 13 222 70 446 47 47 545553 141703 32207 2119 50382 26312 94356 446267 48184 2.0475 0.393 0.1325 0.0065 0.111 0.035 0.223 0.0235 0.0235 0.2727765 0.0708515 0.0161035 0.0010595 0.025191 0.013156 0.047178 0.2231335 0.024092
"170" "LR999945.1" 4000001 6000000 16 5.634375 12861081 2.480386983 0.324908 "Autosome" 0.388769847573466 2867 444 246 10 130 41 273 121 121 351287 79188 37268 3378 33022 5976 53642 486593 124891 1.4335 0.222 0.123 0.005 0.065 0.0205 0.1365 0.0605 0.0605 0.1756435 0.039594 0.018634 0.001689 0.016511 0.002988 0.026821 0.2432965 0.0624455
"171" "LR999945.1" 6000001 8000000 5 3.58 12861081 1.286604057 0.32947 "Autosome" 0.54427777105206 3230 548 248 17 151 41 299 81 81 431153 100026 39519 4493 31987 22519 73677 364095 81929 1.615 0.274 0.124 0.0085 0.0755 0.0205 0.1495 0.0405 0.0405 0.2155765 0.050013 0.0197595 0.0022465 0.0159935 0.0112595 0.0368385 0.1820475 0.0409645
"172" "LR999945.1" 8000001 10000000 5 4.194 12861081 1.096827243 0.333136 "Autosome" 0.699785694530654 3056 503 216 17 153 53 333 56 56 433166 96545 35517 7225 47455 15432 100105 332947 54973 1.528 0.2515 0.108 0.0085 0.0765 0.0265 0.1665 0.028 0.028 0.216583 0.0482725 0.0177585 0.0036125 0.0237275 0.007716 0.0500525 0.1664735 0.0274865
"173" "LR999945.1" 10000001 12000000 9 5.054444444 12861081 0.629982363 0.327318 "Autosome" 0.855293618009248 3634 671 264 14 226 40 394 32 32 476328 121071 32820 4101 51346 15514 81734 203853 33958 1.817 0.3355 0.132 0.007 0.113 0.02 0.197 0.016 0.016 0.238164 0.0605355 0.01641 0.0020505 0.025673 0.007757 0.040867 0.1019265 0.016979
"174" "LR999945.1" 12000001 12861081 4 1.885 12861081 0.43 0.342283 "Autosome" 0.966523809312763 1448 268 75 6 96 19 194 12 12 189082 49864 10728 1393 17670 5572 38762 67382 14728 1.681607189103 0.311236689695859 0.0870998198775725 0.0069679855902058 0.111487769443293 0.0220652877023184 0.225298200749988 0.0139359711804116 0.0139359711804116 0.219586775227882 0.057908605578337 0.012458758235288 0.00161773398785945 0.0205207175631561 0.00647093595143779 0.0450155095745929 0.0782528008398745 0.0171040819620918
"175" "LR999946.1" 1 2000000 9 4.757777778 12594674 0.234881767 0.369426 "Autosome" 0.0793986807439399 3581 563 340 58 208 107 514 60 60 649987 110169 73698 14199 56487 43038 209867 265792 56908 1.7905 0.2815 0.17 0.029 0.104 0.0535 0.257 0.03 0.03 0.3249935 0.0550845 0.036849 0.0070995 0.0282435 0.021519 0.1049335 0.132896 0.028454
"176" "LR999946.1" 2000001 4000000 4 4.56 12594674 0.554256258 0.333687 "Autosome" 0.238195962833179 4515 866 312 9 219 75 553 37 37 591745 151331 39892 3247 47510 23323 117143 330647 40068 2.2575 0.433 0.156 0.0045 0.1095 0.0375 0.2765 0.0185 0.0185 0.2958725 0.0756655 0.019946 0.0016235 0.023755 0.0116615 0.0585715 0.1653235 0.020034
"177" "LR999946.1" 4000001 6000000 9 5.333333333 12594674 1.160032327 0.328809 "Autosome" 0.396993244922417 3341 606 251 13 149 43 315 52 52 414634 107695 37252 4300 25768 8358 73321 296955 59432 1.6705 0.303 0.1255 0.0065 0.0745 0.0215 0.1575 0.026 0.026 0.207317 0.0538475 0.018626 0.00215 0.012884 0.004179 0.0366605 0.1484775 0.029716
"178" "LR999946.1" 6000001 8000000 9 2.056666667 12594674 1.803378773 0.322374 "Autosome" 0.555790527011656 2855 491 194 9 155 55 274 99 99 384569 91311 34238 2321 37405 22091 62545 389251 100247 1.4275 0.2455 0.097 0.0045 0.0775 0.0275 0.137 0.0495 0.0495 0.1922845 0.0456555 0.017119 0.0011605 0.0187025 0.0110455 0.0312725 0.1946255 0.0501235
"179" "LR999946.1" 8000001 10000000 17 2.898235294 12594674 0.288968755 0.323865 "Autosome" 0.714587809100895 3113 607 194 8 136 46 357 36 36 408122 105226 29198 3530 33161 13707 91928 246285 36044 1.5565 0.3035 0.097 0.004 0.068 0.023 0.1785 0.018 0.018 0.204061 0.052613 0.014599 0.001765 0.0165805 0.0068535 0.045964 0.1231425 0.018022
"180" "LR999946.1" 10000001 12000000 2 0 12594674 0 0.32677 "Autosome" 0.873385091190133 3680 716 226 8 181 53 500 32 32 482392 126980 27454 1374 47087 17037 101304 345168 30230 1.84 0.358 0.113 0.004 0.0905 0.0265 0.25 0.016 0.016 0.241196 0.06349 0.013727 0.000687 0.0235435 0.0085185 0.050652 0.172584 0.015115
"181" "LR999946.1" 12000001 12594674 2 0 12594674 0 0.344424 "Autosome" 0.976391885967037 738 114 39 0 58 11 118 26 26 120791 21153 5928 0 12752 2484 34525 164856 22135 1.2410160861245 0.19170167184037 0.0655821508927581 0 0.0975324295328197 0.018497529738983 0.198428046290909 0.0437214339285054 0.0437214339285054 0.203121374063773 0.0355707496880644 0.00996848693569922 0 0.0214436817483192 0.0041770785337849 0.0580570194762172 0.277220796604526 0.0372220746156718
"182" "LR999947.1" 1 2000000 4 3.77 11704087 0.9 0.341985 "Autosome" 0.0854402825269498 4162 840 309 29 204 77 552 55 55 603067 152550 50163 6231 50754 26497 137186 389854 53873 2.081 0.42 0.1545 0.0145 0.102 0.0385 0.276 0.0275 0.0275 0.3015335 0.076275 0.0250815 0.0031155 0.025377 0.0132485 0.068593 0.194927 0.0269365
"183" "LR999947.1" 2000001 4000000 11 5.204545455 11704087 1.503970503 0.334886 "Autosome" 0.25632076214061 4435 948 278 17 216 48 494 31 31 602909 171628 38064 4990 49169 9481 112205 495304 33038 2.2175 0.474 0.139 0.0085 0.108 0.024 0.247 0.0155 0.0155 0.3014545 0.085814 0.019032 0.002495 0.0245845 0.0047405 0.0561025 0.247652 0.016519
"184" "LR999947.1" 4000001 6000000 6 4.753333333 11704087 2.589591988 0.327668 "Autosome" 0.427201241754269 4094 704 300 23 224 57 426 64 64 598129 129451 45448 5548 56056 18131 117218 330663 56681 2.047 0.352 0.15 0.0115 0.112 0.0285 0.213 0.032 0.032 0.2990645 0.0647255 0.022724 0.002774 0.028028 0.0090655 0.058609 0.1653315 0.0283405
"185" "LR999947.1" 6000001 8000000 12 3.8725 11704087 2.91191947 0.332507 "Autosome" 0.598081721367929 4200 866 279 18 243 59 446 40 40 625846 164012 38783 3963 71604 17429 125913 256194 35315 2.1 0.433 0.1395 0.009 0.1215 0.0295 0.223 0.02 0.02 0.312923 0.082006 0.0193915 0.0019815 0.035802 0.0087145 0.0629565 0.128097 0.0176575
"186" "LR999947.1" 8000001 10000000 3 2.09 11704087 0.502294734 0.331353 "Autosome" 0.768962200981589 4283 811 335 19 214 36 481 61 61 580724 153972 49237 5882 51374 12997 109877 409407 59889 2.1415 0.4055 0.1675 0.0095 0.107 0.018 0.2405 0.0305 0.0305 0.290362 0.076986 0.0246185 0.002941 0.025687 0.0064985 0.0549385 0.2047035 0.0299445
"187" "LR999947.1" 10000001 11704087 4 0 11704087 0 0.339444 "Autosome" 0.927201241754269 3288 662 192 5 153 41 447 38 38 461209 121855 23440 2108 35365 21797 105312 441694 37512 1.92947895265911 0.388477818327351 0.112670303804911 0.00293412249491957 0.0897841483445388 0.0240598044583404 0.262310551045809 0.0222993309613887 0.0222993309613887 0.270648740351872 0.0715074993236848 0.0137551662561829 0.00123702604385809 0.0207530484065661 0.0127910136043524 0.0617996616369939 0.259196860254201 0.0220129606058846
"188" "LR999948.1" 1 2000000 6 5.871666667 11326783 0.72763773 0.356239 "Autosome" 0.0882863651576975 4312 846 222 34 278 65 648 26 26 675668 154996 35592 5121 61599 26952 205598 172099 28053 2.156 0.423 0.111 0.017 0.139 0.0325 0.324 0.013 0.013 0.337834 0.077498 0.017796 0.0025605 0.0307995 0.013476 0.102799 0.0860495 0.0140265
"189" "LR999948.1" 2000001 4000000 5 4.55 11326783 1.30510536 0.336686 "Autosome" 0.264859007186771 4306 806 313 25 235 61 543 50 50 626012 146861 53152 6287 63403 25420 131966 404844 46631 2.153 0.403 0.1565 0.0125 0.1175 0.0305 0.2715 0.025 0.025 0.313006 0.0734305 0.026576 0.0031435 0.0317015 0.01271 0.065983 0.202422 0.0233155
"190" "LR999948.1" 4000001 6000000 7 3.661428571 11326783 0.985857133 0.327785 "Autosome" 0.441431649215845 4104 736 303 16 209 68 438 52 52 562121 139433 42946 4113 60331 27565 88783 252146 46676 2.052 0.368 0.1515 0.008 0.1045 0.034 0.219 0.026 0.026 0.2810605 0.0697165 0.021473 0.0020565 0.0301655 0.0137825 0.0443915 0.126073 0.023338
"191" "LR999948.1" 6000001 8000000 8 4.27125 11326783 0.623089938 0.325328 "Autosome" 0.618004291244919 3469 545 278 12 188 41 362 55 55 452514 103164 42717 3317 43586 9745 83607 312953 47578 1.7345 0.2725 0.139 0.006 0.094 0.0205 0.181 0.0275 0.0275 0.226257 0.051582 0.0213585 0.0016585 0.021793 0.0048725 0.0418035 0.1564765 0.023789
"192" "LR999948.1" 8000001 10000000 4 0.7275 11326783 0.548718203 0.336587 "Autosome" 0.794576933273993 4573 963 312 24 196 53 587 49 49 584655 171477 39895 4219 42290 11954 116135 299457 46121 2.2865 0.4815 0.156 0.012 0.098 0.0265 0.2935 0.0245 0.0245 0.2923275 0.0857385 0.0199475 0.0021095 0.021145 0.005977 0.0580675 0.1497285 0.0230605
"193" "LR999948.1" 10000001 11326783 2 1.225 11326783 0.16263456 0.34841 "Autosome" 0.941431649215845 2604 525 163 9 148 39 359 24 24 371398 96030 19179 2737 25825 14549 103259 248983 25743 1.96264196933485 0.395693945430413 0.122853548771728 0.00678332477880708 0.111548007473717 0.0293944073748307 0.270579288399083 0.0180888660768189 0.0180888660768189 0.279923695133266 0.0723780753898716 0.0144552651036379 0.00206288443551055 0.0194643736014103 0.0109656213563183 0.0778265925927601 0.187659172600192 0.0194025699756479
"194" "LR999949.1" 1 2000000 5 1.938 11199261 0.908223541 0.364682 "Autosome" 0.0892916505830161 3849 634 255 40 235 50 593 52 52 630456 113178 36420 4489 56198 17423 231812 446888 61039 1.9245 0.317 0.1275 0.02 0.1175 0.025 0.2965 0.026 0.026 0.315228 0.056589 0.01821 0.0022445 0.028099 0.0087115 0.115906 0.223444 0.0305195
"195" "LR999949.1" 2000001 4000000 7 2.864285714 11199261 1.800730011 0.333807 "Autosome" 0.267874862457443 3777 704 247 14 189 70 440 44 44 521950 130825 35722 3006 42305 19737 115206 288803 37090 1.8885 0.352 0.1235 0.007 0.0945 0.035 0.22 0.022 0.022 0.260975 0.0654125 0.017861 0.001503 0.0211525 0.0098685 0.057603 0.1444015 0.018545
"196" "LR999949.1" 4000001 6000000 8 4.46 11199261 0.546443044 0.331168 "Autosome" 0.446458074331869 3999 683 351 21 152 64 430 66 66 513831 122909 51006 4119 33189 15661 99410 375988 56969 1.9995 0.3415 0.1755 0.0105 0.076 0.032 0.215 0.033 0.033 0.2569155 0.0614545 0.025503 0.0020595 0.0165945 0.0078305 0.049705 0.187994 0.0284845
"197" "LR999949.1" 6000001 8000000 5 3.556 11199261 0.403150096 0.34672 "Autosome" 0.625041286206295 4155 628 467 28 175 76 457 79 79 605720 117093 84299 5474 46666 37195 115976 397709 72583 2.0775 0.314 0.2335 0.014 0.0875 0.038 0.2285 0.0395 0.0395 0.30286 0.0585465 0.0421495 0.002737 0.023333 0.0185975 0.057988 0.1988545 0.0362915
"198" "LR999949.1" 8000001 10000000 4 9.75 11199261 4.020049751 0.344896 "Autosome" 0.803624498080722 5231 1119 382 32 276 94 620 41 41 716145 209710 47437 6121 68775 26474 121228 496932 46178 2.6155 0.5595 0.191 0.016 0.138 0.047 0.31 0.0205 0.0205 0.3580725 0.104855 0.0237185 0.0030605 0.0343875 0.013237 0.060614 0.248466 0.023089
"199" "LR999949.1" 10000001 11199261 1 NA 11199261 NA 0.35407 "Autosome" 0.946458074331869 2681 502 151 7 134 33 393 38 38 346357 90114 17619 1206 26839 7599 84303 324044 39009 2.2355433888036 0.418591115695416 0.125910873446231 0.00583692790810341 0.111735477097979 0.0275169458524875 0.327701809697806 0.0316861800725614 0.0316861800725614 0.288808691352425 0.0751412745015472 0.0146915475446963 0.00100561929388182 0.0223796154465125 0.00633640216766826 0.0702957904909774 0.270203066721923 0.0325275315381723
"200" "LR999950.1" 1 2000000 6 2.831666667 9960137 1.260006614 0.345187 "Autosome" 0.100400275618699 3846 721 262 16 193 65 531 49 49 555575 129529 35799 4530 47597 16981 147813 453629 63014 1.923 0.3605 0.131 0.008 0.0965 0.0325 0.2655 0.0245 0.0245 0.2777875 0.0647645 0.0178995 0.002265 0.0237985 0.0084905 0.0739065 0.2268145 0.031507
"201" "LR999950.1" 2000001 4000000 15 6.82 9960137 1.6634946 0.334746 "Autosome" 0.301200726455871 3621 694 264 7 145 58 394 30 30 482868 127378 38422 2500 29627 28814 95448 226434 36802 1.8105 0.347 0.132 0.0035 0.0725 0.029 0.197 0.015 0.015 0.241434 0.063689 0.019211 0.00125 0.0148135 0.014407 0.047724 0.113217 0.018401
"202" "LR999950.1" 4000001 6000000 11 5.115454545 9960137 2.571246249 0.331243 "Autosome" 0.502001177293043 3432 714 273 14 148 38 334 31 31 445272 128658 36985 4508 40173 12805 74304 134825 28673 1.716 0.357 0.1365 0.007 0.074 0.019 0.167 0.0155 0.0155 0.222636 0.064329 0.0184925 0.002254 0.0200865 0.0064025 0.037152 0.0674125 0.0143365
"203" "LR999950.1" 6000001 8000000 8 8.44375 9960137 1.8714848 0.327026 "Autosome" 0.702801628130216 3542 636 227 8 177 57 398 40 40 422300 114502 27642 1367 31750 16867 75123 215481 33899 1.771 0.318 0.1135 0.004 0.0885 0.0285 0.199 0.02 0.02 0.21115 0.057251 0.013821 0.0006835 0.015875 0.0084335 0.0375615 0.1077405 0.0169495
