"chrom" "begin" "end" "markers" "rec_rate" "chr_length" "rec_sd" "GC" "chr_type" "gene_ex_bin" "gen_feat" "count_var" "length_var" "density_var" "prop_var" "rel_pos" "pos_group"
"1136" "LR999924.1" 1 2000000 11 1.3 17040296 0.339882333 0.357385 "Z" "1" "LTR" 36 7092 0.018 0.003546 0.0586844559507652 "5"
"1137" "LR999924.1" 2000001 4000000 15 4.864666667 17040296 1.966831631 0.323664 "Z" "0" "LTR" 35 10532 0.0175 0.005266 0.176053309167869 "4"
"1138" "LR999924.1" 4000001 6000000 13 5.563076923 17040296 2.52030218 0.320664 "Z" "1" "LTR" 45 9985 0.0225 0.0049925 0.293422162384973 "3"
"1139" "LR999924.1" 6000001 8000000 18 2.039444444 17040296 0.245847208 0.320596 "Z" "1" "LTR" 27 7555 0.0135 0.0037775 0.410791015602076 "1"
"1140" "LR999924.1" 8000001 10000000 18 2.612777778 17040296 0.277738886 0.31786 "Z" "1" "LTR" 22 7388 0.011 0.003694 0.52815986881918 "1"
"1141" "LR999924.1" 10000001 12000000 9 1.642222222 17040296 0.225043206 0.318933 "Z" "0" "LTR" 34 11924 0.017 0.005962 0.645528722036284 "2"
"1142" "LR999924.1" 12000001 14000000 18 2.061111111 17040296 0.159775169 0.318563 "Z" "1" "LTR" 27 12159 0.0135 0.0060795 0.762897575253388 "3"
"1143" "LR999924.1" 14000001 16000000 3 3.646666667 17040296 0.38682468 0.325422 "Z" "1" "LTR" 35 9340 0.0175 0.00467 0.880266428470491 "4"
"1144" "LR999924.1" 16000001 17040296 9 0.54 17040296 0 0.346551 "Z" "0" "LTR" 15 1513 0.0144189730615133 0.0014543937494713 0.969475442210628 "5"
"1145" "LR999925.1" 1 2000000 4 3.3575 16607008 0.475 0.335227 "Autosome" "1" "LTR" 56 21611 0.028 0.0108055 0.0602155728473184 "5"
"1146" "LR999925.1" 2000001 4000000 12 5.881666667 16607008 0.465790303 0.326583 "Autosome" "1" "LTR" 43 20339 0.0215 0.0101695 0.180646658326413 "4"
"1147" "LR999925.1" 4000001 6000000 16 4.909375 16607008 1.50785264 0.323858 "Autosome" "1" "LTR" 25 4413 0.0125 0.0022065 0.301077743805507 "2"
"1148" "LR999925.1" 6000001 8000000 12 2.006666667 16607008 0.154645244 0.324281 "Autosome" "0" "LTR" 29 11741 0.0145 0.0058705 0.421508829284601 "1"
"1149" "LR999925.1" 8000001 10000000 12 1.670833333 16607008 0.724298511 0.317807 "Autosome" "0" "LTR" 39 13944 0.0195 0.006972 0.541939914763695 "1"
"1150" "LR999925.1" 10000001 12000000 6 2.383333333 16607008 1.427524664 0.325742 "Autosome" "1" "LTR" 57 26294 0.0285 0.013147 0.662371000242789 "2"
"1151" "LR999925.1" 12000001 14000000 17 3.302352941 16607008 1.077308738 0.323169 "Autosome" "1" "LTR" 40 8922 0.02 0.004461 0.782802085721883 "3"
"1152" "LR999925.1" 14000001 16000000 12 0.820833333 16607008 0.241000126 0.330759 "Autosome" "1" "LTR" 72 26748 0.036 0.013374 0.903233171200977 "5"
"1153" "LR999925.1" 16000001 16607008 2 1.09 16607008 0.212132034 0.354608 "Autosome" "0" "LTR" 5 340 0.0082371237281881 0.000560124413516791 0.981724372024148 "5"
"1154" "LR999926.1" 1 2000000 7 1.834285714 16362069 1.861243824 0.343466 "Autosome" "1" "LTR" 50 18102 0.025 0.009051 0.0611169956562339 "5"
"1155" "LR999926.1" 2000001 4000000 11 2.250909091 16362069 1.61022641 0.330335 "Autosome" "1" "LTR" 67 27973 0.0335 0.0139865 0.183350925851737 "4"
"1156" "LR999926.1" 4000001 6000000 14 0.963571429 16362069 1.427157515 0.322006 "Autosome" "1" "LTR" 38 14622 0.019 0.007311 0.30558485604724 "2"
"1157" "LR999926.1" 6000001 8000000 14 1.767142857 16362069 1.447004484 0.327111 "Autosome" "1" "LTR" 70 38644 0.035 0.019322 0.427818786242742 "1"
"1158" "LR999926.1" 8000001 10000000 8 4.695 16362069 0.958540557 0.328157 "Autosome" "1" "LTR" 32 5411 0.016 0.0027055 0.550052716438245 "1"
"1159" "LR999926.1" 10000001 12000000 10 2.482 16362069 0.19395303 0.33031 "Autosome" "1" "LTR" 50 24402 0.025 0.012201 0.672286646633748 "2"
"1160" "LR999926.1" 12000001 14000000 5 2.84 16362069 0.293428015 0.335146 "Autosome" "0" "LTR" 84 30447 0.042 0.0152235 0.794520576829251 "3"
"1161" "LR999926.1" 14000001 16000000 7 1.225714286 16362069 1.235244337 0.33011 "Autosome" "0" "LTR" 49 25703 0.0245 0.0128515 0.916754507024753 "5"
"1162" "LR999926.1" 16000001 16362069 3 0 16362069 0 0.361437 "Autosome" "0" "LTR" 5 328 0.0138095224943312 0.000905904675628126 0.988935751340494 "5"
"1163" "LR999927.1" 1 2000000 3 1.966666667 16090551 0.548482756 0.373176 "Autosome" "1" "LTR" 64 23552 0.032 0.011776 0.06214830679198 "5"
"1164" "LR999927.1" 2000001 4000000 2 1.47 16090551 2.078893937 0.332586 "Autosome" "1" "LTR" 88 40972 0.044 0.020486 0.186444858227664 "4"
"1165" "LR999927.1" 4000001 6000000 4 1.58 16090551 0.215870331 0.322847 "Autosome" "1" "LTR" 70 29923 0.035 0.0149615 0.310741409663348 "2"
"1166" "LR999927.1" 6000001 8000000 10 2.04 16090551 0.114406682 0.312304 "Autosome" "1" "LTR" 44 30619 0.022 0.0153095 0.435037961099033 "1"
"1167" "LR999927.1" 8000001 10000000 24 1.898333333 16090551 0.537738151 0.320019 "Autosome" "1" "LTR" 49 18091 0.0245 0.0090455 0.559334512534717 "1"
"1168" "LR999927.1" 10000001 12000000 18 3.549444444 16090551 2.003110734 0.320206 "Autosome" "0" "LTR" 56 13617 0.028 0.0068085 0.683631063970401 "2"
"1169" "LR999927.1" 12000001 14000000 13 7.354615385 16090551 1.748154338 0.323384 "Autosome" "1" "LTR" 43 6855 0.0215 0.0034275 0.807927615406085 "4"
"1170" "LR999927.1" 14000001 16000000 12 3.843333333 16090551 1.755046404 0.33842 "Autosome" "1" "LTR" 49 21502 0.0245 0.010751 0.932224166841769 "5"
"1171" "LR999927.1" 16000001 16090551 0 NA 16090551 NA 0.410233 "Autosome" "0" "LTR" 16 3697 0.176696005565924 0.0408278207860764 0.997186236816875 "5"
"1172" "LR999928.1" 1 2000000 10 1.584 16000791 1.019239368 0.337216 "Autosome" "1" "LTR" 104 38747 0.052 0.0193735 0.0624969415574518 "5"
"1173" "LR999928.1" 2000001 4000000 11 2.951818182 16000791 0.732267959 0.325036 "Autosome" "1" "LTR" 32 5716 0.016 0.002858 0.187490762175445 "4"
"1174" "LR999928.1" 4000001 6000000 6 4.695 16000791 0.824663568 0.323987 "Autosome" "1" "LTR" 54 15118 0.027 0.007559 0.312484582793438 "2"
"1175" "LR999928.1" 6000001 8000000 11 1.297272727 16000791 0.490858247 0.324204 "Autosome" "0" "LTR" 24 6625 0.012 0.0033125 0.437478403411431 "1"
"1176" "LR999928.1" 8000001 10000000 9 1.873333333 16000791 1.017877694 0.322981 "Autosome" "1" "LTR" 46 21878 0.023 0.010939 0.562472224029425 "1"
"1177" "LR999928.1" 10000001 12000000 12 5.4325 16000791 2.521893679 0.322307 "Autosome" "1" "LTR" 53 11891 0.0265 0.0059455 0.687466044647418 "2"
"1178" "LR999928.1" 12000001 14000000 8 6.73 16000791 3.416435068 0.325651 "Autosome" "0" "LTR" 36 11983 0.018 0.0059915 0.812459865265411 "4"
"1179" "LR999928.1" 14000001 16000000 10 2.88 16000791 0.69988888 0.33514 "Autosome" "1" "LTR" 49 16793 0.0245 0.0083965 0.937453685883404 "5"
"1180" "LR999928.1" 16000001 16000791 0 NA 16000791 NA 0.379267 "Autosome" "0" "LTR" 0 0 0 0 0.999975313720428 "5"
"1181" "LR999929.1" 1 2000000 3 0.88 15952094 0.22627417 0.337126 "Autosome" "1" "LTR" 55 22404 0.0275 0.011202 0.062687726138023 "5"
"1182" "LR999929.1" 2000001 4000000 6 4.31 15952094 2.577339714 0.33066 "Autosome" "1" "LTR" 65 21667 0.0325 0.0108335 0.188063115726374 "4"
"1183" "LR999929.1" 4000001 6000000 10 1.997 15952094 0.869866529 0.322365 "Autosome" "1" "LTR" 52 22351 0.026 0.0111755 0.313438505314725 "2"
"1184" "LR999929.1" 6000001 8000000 11 5.637272727 15952094 1.474090166 0.321537 "Autosome" "1" "LTR" 38 8581 0.019 0.0042905 0.438813894903077 "1"
"1185" "LR999929.1" 8000001 10000000 9 0.575555556 15952094 0.518823455 0.321394 "Autosome" "1" "LTR" 40 21198 0.02 0.010599 0.564189284491428 "1"
"1186" "LR999929.1" 10000001 12000000 5 2.516 15952094 1.052154932 0.330909 "Autosome" "1" "LTR" 72 24750 0.036 0.012375 0.689564674079779 "2"
"1187" "LR999929.1" 12000001 14000000 7 1.7 15952094 1.296546695 0.327603 "Autosome" "1" "LTR" 52 20653 0.026 0.0103265 0.81494006366813 "4"
"1188" "LR999929.1" 14000001 15952094 7 4.558571429 15952094 0.530359267 0.343727 "Autosome" "0" "LTR" 60 22178 0.0307362247924536 0.0113611332241173 0.938813894903077 "5"
"1189" "LR999930.1" 1 2000000 9 0.62 15715213 0.605784615 0.332994 "Autosome" "1" "LTR" 51 17848 0.0255 0.008924 0.0636326405502744 "5"
"1190" "LR999930.1" 2000001 4000000 7 1.742857143 15715213 0.553314687 0.31773 "Autosome" "1" "LTR" 18 5152 0.009 0.002576 0.190897858018215 "4"
"1191" "LR999930.1" 4000001 6000000 3 0.55 15715213 0.507444578 0.321131 "Autosome" "1" "LTR" 49 13721 0.0245 0.0068605 0.318163075486155 "2"
"1192" "LR999930.1" 6000001 8000000 7 2.99 15715213 1.720959035 0.313787 "Autosome" "1" "LTR" 43 14105 0.0215 0.0070525 0.445428292954095 "1"
"1193" "LR999930.1" 8000001 10000000 6 3.146666667 15715213 1.722018196 0.318904 "Autosome" "1" "LTR" 51 24718 0.0255 0.012359 0.572693510422035 "1"
"1194" "LR999930.1" 10000001 12000000 7 4.088571429 15715213 2.172214144 0.324445 "Autosome" "1" "LTR" 59 21700 0.0295 0.01085 0.699958727889975 "2"
"1195" "LR999930.1" 12000001 14000000 11 6.585454545 15715213 1.932068134 0.334594 "Autosome" "1" "LTR" 53 22154 0.0265 0.011077 0.827223945357915 "4"
"1196" "LR999930.1" 14000001 15715213 6 1.085 15715213 1.230280456 0.339553 "Autosome" "0" "LTR" 61 29706 0.0355640961210065 0.017319131792961 0.945428292954095 "5"
"1197" "LR999931.1" 1 2000000 7 1.631428571 15572524 1.114800858 0.344759 "Autosome" "1" "LTR" 50 23681 0.025 0.0118405 0.0642156981103384 "5"
"1198" "LR999931.1" 2000001 4000000 9 6.885555556 15572524 1.810629111 0.330118 "Autosome" "0" "LTR" 35 17035 0.0175 0.0085175 0.192647030115349 "4"
"1199" "LR999931.1" 4000001 6000000 7 5.412857143 15572524 3.053040639 0.328829 "Autosome" "0" "LTR" 33 8574 0.0165 0.004287 0.32107836212036 "2"
"1200" "LR999931.1" 6000001 8000000 6 3.881666667 15572524 1.924218456 0.323777 "Autosome" "0" "LTR" 46 17268 0.023 0.008634 0.449509694125371 "1"
"1201" "LR999931.1" 8000001 10000000 14 1.886428571 15572524 0.620342426 0.323491 "Autosome" "0" "LTR" 23 5936 0.0115 0.002968 0.577941026130382 "1"
"1202" "LR999931.1" 10000001 12000000 7 1.76 15572524 1.307465742 0.328862 "Autosome" "1" "LTR" 30 11700 0.015 0.00585 0.706372358135393 "3"
"1203" "LR999931.1" 12000001 14000000 17 0.461176471 15572524 0.250671158 0.325357 "Autosome" "1" "LTR" 43 9211 0.0215 0.0046055 0.834803690140404 "4"
"1204" "LR999931.1" 14000001 15572524 6 1.85 15572524 0 0.338565 "Autosome" "1" "LTR" 45 14831 0.0286164153933422 0.0094313345933035 0.949509694125371 "5"
"1205" "LR999932.1" 1 2000000 7 11.71142857 15426761 1.490004794 0.336339 "Autosome" "1" "LTR" 68 27118 0.034 0.013559 0.0648224536569925 "5"
"1206" "LR999932.1" 2000001 4000000 6 4.566666667 15426761 1.561661508 0.339295 "Autosome" "0" "LTR" 58 23017 0.029 0.0115085 0.194467296148556 "4"
"1207" "LR999932.1" 4000001 6000000 4 2.2625 15426761 2.615509829 0.328986 "Autosome" "0" "LTR" 58 8333 0.029 0.0041665 0.32411213864012 "2"
"1208" "LR999932.1" 6000001 8000000 8 1.5225 15426761 0.480825184 0.321742 "Autosome" "1" "LTR" 53 10106 0.0265 0.005053 0.453756981131684 "1"
"1209" "LR999932.1" 8000001 10000000 8 1.08 15426761 0.70652065 0.310988 "Autosome" "1" "LTR" 48 20592 0.024 0.010296 0.583401823623248 "1"
"1210" "LR999932.1" 10000001 12000000 6 0 15426761 0 0.321043 "Autosome" "0" "LTR" 35 10416 0.0175 0.005208 0.713046666114812 "3"
"1211" "LR999932.1" 12000001 14000000 3 10.93 15426761 1.541525219 0.327094 "Autosome" "1" "LTR" 75 27256 0.0375 0.013628 0.842691508606376 "4"
"1212" "LR999932.1" 14000001 15426761 6 4.751666667 15426761 2.977169237 0.351394 "Autosome" "1" "LTR" 29 7839 0.0203257588341705 0.005494262879347 0.953756981131684 "5"
"1213" "LR999933.1" 1 2000000 6 3.393333333 15296561 1.269719129 0.338157 "Autosome" "0" "LTR" 80 32517 0.04 0.0162585 0.0653742040449484 "5"
"1214" "LR999933.1" 2000001 4000000 5 6.796 15296561 2.022740715 0.326144 "Autosome" "1" "LTR" 38 14183 0.019 0.0070915 0.196122546760674 "4"
"1215" "LR999933.1" 4000001 6000000 11 2.125454545 15296561 0.045025245 0.320224 "Autosome" "1" "LTR" 30 7802 0.015 0.003901 0.326870889476399 "2"
"1216" "LR999933.1" 6000001 8000000 7 1.434285714 15296561 2.159937168 0.315228 "Autosome" "1" "LTR" 44 20979 0.022 0.0104895 0.457619232192125 "1"
"1217" "LR999933.1" 8000001 10000000 13 1.035384615 15296561 0.196325214 0.317506 "Autosome" "1" "LTR" 40 13026 0.02 0.006513 0.58836757490785 "1"
"1218" "LR999933.1" 10000001 12000000 9 2.204444444 15296561 0.962939654 0.328555 "Autosome" "1" "LTR" 57 25704 0.0285 0.012852 0.719115917623576 "3"
"1219" "LR999933.1" 12000001 14000000 12 4.063333333 15296561 2.008764131 0.328822 "Autosome" "1" "LTR" 60 21304 0.03 0.010652 0.849864260339301 "4"
"1220" "LR999933.1" 14000001 15296561 7 1.86 15296561 1.309350984 0.340802 "Autosome" "1" "LTR" 31 7812 0.0239094034141086 0.00602516966035536 0.957619232192125 "5"
"1221" "LR999934.1" 1 2000000 3 0 14945938 0 0.334681 "Autosome" "1" "LTR" 44 11246 0.022 0.005623 0.0669078447936824 "5"
"1222" "LR999934.1" 2000001 4000000 3 0 14945938 0 0.34593 "Autosome" "1" "LTR" 74 42492 0.037 0.021246 0.200723467473236 "3"
"1223" "LR999934.1" 4000001 6000000 2 12.01 14945938 0 0.3371 "Autosome" "1" "LTR" 92 33260 0.046 0.01663 0.334539090152789 "2"
"1224" "LR999934.1" 6000001 8000000 7 4.85 14945938 3.64248084 0.330473 "Autosome" "1" "LTR" 86 31097 0.043 0.0155485 0.468354712832343 "1"
"1225" "LR999934.1" 8000001 10000000 5 4.736 14945938 0.498628118 0.327718 "Autosome" "1" "LTR" 54 17097 0.027 0.0085485 0.602170335511896 "2"
"1226" "LR999934.1" 10000001 12000000 11 3.816363636 14945938 1.781725415 0.337467 "Autosome" "1" "LTR" 56 11054 0.028 0.005527 0.73598595819145 "3"
"1227" "LR999934.1" 12000001 14000000 7 2.151428571 14945938 1.179483341 0.340871 "Autosome" "1" "LTR" 52 16703 0.026 0.0083515 0.869801580871003 "4"
"1228" "LR999934.1" 14000001 14945938 1 3.08 14945938 NA 0.348981 "Autosome" "0" "LTR" 45 13100 0.0475718281747852 0.0138486877575486 0.968354712832343 "5"
"1229" "LR999935.1" 1 2000000 6 2.91 14868897 0 0.345508 "Autosome" "1" "LTR" 52 17405 0.026 0.0087025 0.0672545179376789 "5"
"1230" "LR999935.1" 2000001 4000000 4 2.62 14868897 0 0.326293 "Autosome" "0" "LTR" 48 12592 0.024 0.006296 0.201763486558552 "3"
"1231" "LR999935.1" 4000001 6000000 12 3.628333333 14868897 1.772598674 0.325335 "Autosome" "1" "LTR" 27 4217 0.0135 0.0021085 0.336272455179426 "2"
"1232" "LR999935.1" 6000001 8000000 6 3.21 14868897 1.035895748 0.326796 "Autosome" "1" "LTR" 27 7092 0.0135 0.003546 0.470781423800299 "1"
"1233" "LR999935.1" 8000001 10000000 10 3.682 14868897 0.601309682 0.322991 "Autosome" "1" "LTR" 42 10990 0.021 0.005495 0.605290392421173 "2"
"1234" "LR999935.1" 10000001 12000000 15 3.51 14868897 0.772389613 0.327179 "Autosome" "1" "LTR" 51 19494 0.0255 0.009747 0.739799361042046 "3"
"1235" "LR999935.1" 12000001 14000000 6 5.875 14868897 1.149986956 0.333681 "Autosome" "0" "LTR" 40 15280 0.02 0.00764 0.87430832966292 "4"
"1236" "LR999935.1" 14000001 14868897 7 3.277142857 14868897 0.585540044 0.338626 "Autosome" "0" "LTR" 15 4042 0.0172632659567244 0.00465187473313868 0.970781423800299 "5"
"1237" "LR999936.1" 1 2000000 11 0.859090909 14774369 0.537223502 0.339898 "Autosome" "1" "LTR" 31 7425 0.0155 0.0037125 0.0676848195682672 "5"
"1238" "LR999936.1" 2000001 4000000 12 1.4225 14774369 0.378684925 0.332372 "Autosome" "1" "LTR" 49 11854 0.0245 0.005927 0.203054391020016 "3"
"1239" "LR999936.1" 4000001 6000000 4 4.11 14774369 0.635085296 0.323536 "Autosome" "1" "LTR" 48 14655 0.024 0.0073275 0.338423962471764 "2"
"1240" "LR999936.1" 6000001 8000000 12 4.32 14774369 0.830892182 0.326384 "Autosome" "1" "LTR" 74 29577 0.037 0.0147885 0.473793533923513 "1"
"1241" "LR999936.1" 8000001 10000000 6 2.986666667 14774369 0.554496769 0.325262 "Autosome" "1" "LTR" 50 18682 0.025 0.009341 0.609163105375262 "2"
"1242" "LR999936.1" 10000001 12000000 8 3.155 14774369 1.302283708 0.326252 "Autosome" "1" "LTR" 47 15891 0.0235 0.0079455 0.74453267682701 "3"
"1243" "LR999936.1" 12000001 14000000 11 3.156363636 14774369 1.038212625 0.336177 "Autosome" "1" "LTR" 87 32041 0.0435 0.0160205 0.879902248278759 "4"
"1244" "LR999936.1" 14000001 14774369 2 3.48 14774369 0 0.354929 "Autosome" "1" "LTR" 40 17119 0.0516549603612748 0.0221070316606166 0.973793533923513 "5"
"1245" "LR999937.1" 1 2000000 13 3.892307692 14615999 0.801728901 0.34601 "Autosome" "1" "LTR" 75 29095 0.0375 0.0145475 0.0684182107565826 "5"
"1246" "LR999937.1" 2000001 4000000 6 6.363333333 14615999 1.572229839 0.33239 "Autosome" "1" "LTR" 64 24156 0.032 0.012078 0.205254563851571 "3"
"1247" "LR999937.1" 4000001 6000000 4 3.2275 14615999 0.317424532 0.328733 "Autosome" "1" "LTR" 46 10042 0.023 0.005021 0.34209091694656 "2"
"1248" "LR999937.1" 6000001 8000000 17 5.264117647 14615999 1.867113611 0.320783 "Autosome" "0" "LTR" 65 21739 0.0325 0.0108695 0.478927270041548 "1"
"1249" "LR999937.1" 8000001 10000000 7 2.905714286 14615999 2.448147988 0.319205 "Autosome" "1" "LTR" 59 26568 0.0295 0.013284 0.615763623136537 "2"
"1250" "LR999937.1" 10000001 12000000 12 2.033333333 14615999 1.920119946 0.322204 "Autosome" "0" "LTR" 35 8045 0.0175 0.0040225 0.752599976231525 "3"
"1251" "LR999937.1" 12000001 14000000 7 5.767142857 14615999 2.136950431 0.338391 "Autosome" "1" "LTR" 72 24759 0.036 0.0123795 0.889436329326514 "4"
"1252" "LR999937.1" 14000001 14615999 3 4.733333333 14615999 2.361362601 0.344682 "Autosome" "1" "LTR" 33 19339 0.0535715155381746 0.031394531484629 0.978927270041548 "5"
"1253" "LR999938.1" 1 2000000 7 1.46 14605406 0.67955868 0.341935 "Autosome" "1" "LTR" 61 22394 0.0305 0.011197 0.0684678330749587 "5"
"1254" "LR999938.1" 2000001 4000000 2 3.55 14605406 0.014142136 0.33198 "Autosome" "0" "LTR" 39 13223 0.0195 0.0066115 0.205403430757077 "3"
"1255" "LR999938.1" 4000001 6000000 15 1.609333333 14605406 0.517210467 0.323533 "Autosome" "1" "LTR" 44 19071 0.022 0.0095355 0.342339028439196 "2"
"1256" "LR999938.1" 6000001 8000000 6 2.663333333 14605406 0.704320003 0.317859 "Autosome" "1" "LTR" 29 8891 0.0145 0.0044455 0.479274626121314 "1"
"1257" "LR999938.1" 8000001 10000000 14 0.914285714 14605406 0.892228966 0.318713 "Autosome" "1" "LTR" 54 17922 0.027 0.008961 0.616210223803433 "2"
"1258" "LR999938.1" 10000001 12000000 15 1.365333333 14605406 1.294338588 0.320241 "Autosome" "0" "LTR" 36 4347 0.018 0.0021735 0.753145821485551 "3"
"1259" "LR999938.1" 12000001 14000000 9 3.84 14605406 2.256091753 0.334888 "Autosome" "1" "LTR" 63 33296 0.0315 0.016648 0.89008141916767 "4"
"1260" "LR999938.1" 14000001 14605406 0 NA 14605406 NA 0.354574 "Autosome" "0" "LTR" 8 554 0.0132142727359821 0.000915088386966763 0.979274626121314 "5"
"1261" "LR999939.1" 1 2000000 4 6.71 13916383 0 0.335182 "Autosome" "0" "LTR" 43 5889 0.0215 0.0029445 0.0718577880473683 "5"
"1262" "LR999939.1" 2000001 4000000 7 3.295714286 13916383 1.560543251 0.324288 "Autosome" "1" "LTR" 45 13875 0.0225 0.0069375 0.215573292284353 "3"
"1263" "LR999939.1" 4000001 6000000 12 3.285 13916383 0.384080957 0.319077 "Autosome" "1" "LTR" 27 6198 0.0135 0.003099 0.359288796521337 "2"
"1264" "LR999939.1" 6000001 8000000 9 3.59 13916383 0.93682976 0.317629 "Autosome" "1" "LTR" 42 17938 0.021 0.008969 0.503004300758322 "1"
"1265" "LR999939.1" 8000001 10000000 12 3.171666667 13916383 0.551524059 0.316262 "Autosome" "0" "LTR" 44 9439 0.022 0.0047195 0.646719804995307 "2"
"1266" "LR999939.1" 10000001 12000000 15 3.164666667 13916383 0.409683966 0.327677 "Autosome" "0" "LTR" 62 26245 0.031 0.0131225 0.790435309232291 "3"
"1267" "LR999939.1" 12000001 13916383 6 1.766666667 13916383 1.408029356 0.347651 "Autosome" "1" "LTR" 62 19654 0.0323526142738691 0.0102557787248165 0.93114654863983 "5"
"1268" "LR999940.1" 1 2000000 0 0 13819298 0 0.373277 "W" "1" "LTR" 411 215510 0.2055 0.107755 0.0723626120516397 "5"
"1269" "LR999940.1" 2000001 4000000 0 0 13819298 0 0.375773 "W" "1" "LTR" 432 224985 0.216 0.1124925 0.217087763792343 "3"
"1270" "LR999940.1" 4000001 6000000 0 0 13819298 0 0.368288 "W" "1" "LTR" 368 220726 0.184 0.110363 0.361812915533047 "2"
"1271" "LR999940.1" 6000001 8000000 0 0 13819298 0 0.364058 "W" "1" "LTR" 395 206181 0.1975 0.1030905 0.50653806727375 "1"
"1272" "LR999940.1" 8000001 10000000 0 0 13819298 0 0.369714 "W" "1" "LTR" 366 203352 0.183 0.101676 0.651263219014454 "2"
"1273" "LR999940.1" 10000001 12000000 0 0 13819298 0 0.365091 "W" "1" "LTR" 307 172275 0.1535 0.0861375 0.795988370755157 "3"
"1274" "LR999940.1" 12000001 13819298 0 0 13819298 0 0.373158 "W" "1" "LTR" 376 207355 0.206673123369563 0.113975280575255 0.934175491403398 "5"
"1275" "LR999941.1" 1 2000000 13 9.013846154 13774036 1.40978449 0.334347 "Autosome" "1" "LTR" 28 7924 0.014 0.003962 0.0726003983146262 "5"
"1276" "LR999941.1" 2000001 4000000 12 4.800833333 13774036 1.129066053 0.328401 "Autosome" "1" "LTR" 59 18195 0.0295 0.0090975 0.217801122343516 "3"
"1277" "LR999941.1" 4000001 6000000 9 3.232222222 13774036 2.831178102 0.324996 "Autosome" "1" "LTR" 35 13089 0.0175 0.0065445 0.363001846372407 "2"
"1278" "LR999941.1" 6000001 8000000 5 3.052 13774036 1.351321575 0.325381 "Autosome" "1" "LTR" 58 20646 0.029 0.010323 0.508202570401297 "1"
"1279" "LR999941.1" 8000001 10000000 10 1.76 13774036 0.425754233 0.322799 "Autosome" "1" "LTR" 20 2957 0.01 0.0014785 0.653403294430187 "2"
"1280" "LR999941.1" 10000001 12000000 4 2.9125 13774036 0.709712383 0.325976 "Autosome" "1" "LTR" 52 15016 0.026 0.007508 0.798604018459078 "3"
"1281" "LR999941.1" 12000001 13774036 6 1.37 13774036 0.996373424 0.341165 "Autosome" "1" "LTR" 38 11453 0.0214200839216341 0.00645590055669671 0.935602208386852 "5"
"1282" "LR999942.1" 1 2000000 8 3.63875 13550656 3.378750562 0.337422 "Autosome" "1" "LTR" 95 30057 0.0475 0.0150285 0.0737972021428335 "5"
"1283" "LR999942.1" 2000001 4000000 6 3.745 13550656 0.89103872 0.331106 "Autosome" "1" "LTR" 32 6111 0.016 0.0030555 0.221391532631335 "3"
"1284" "LR999942.1" 4000001 6000000 13 4.073076923 13550656 1.456968226 0.325684 "Autosome" "1" "LTR" 26 9169 0.013 0.0045845 0.368985863119837 "2"
"1285" "LR999942.1" 6000001 8000000 12 0.610833333 13550656 0.816015356 0.31927 "Autosome" "1" "LTR" 53 30113 0.0265 0.0150565 0.516580193608339 "1"
"1286" "LR999942.1" 8000001 10000000 5 5.562 13550656 0.77370537 0.327381 "Autosome" "1" "LTR" 60 22876 0.03 0.011438 0.664174524096841 "2"
"1287" "LR999942.1" 10000001 12000000 8 4.72625 13550656 0.16715583 0.33404 "Autosome" "1" "LTR" 31 5619 0.0155 0.0028095 0.811768854585343 "4"
"1288" "LR999942.1" 12000001 13550656 8 3.0675 13550656 2.153726007 0.343497 "Autosome" "0" "LTR" 45 13559 0.0290199760617442 0.00874404123158199 0.942783028364088 "5"
"1289" "LR999943.1" 1 2000000 9 2.692222222 13236624 1.136659335 0.344968 "Autosome" "0" "LTR" 78 29076 0.039 0.014538 0.0755480022700652 "5"
"1290" "LR999943.1" 2000001 4000000 4 3.115 13236624 0.152424845 0.328371 "Autosome" "1" "LTR" 41 4604 0.0205 0.002302 0.226643931262231 "3"
"1291" "LR999943.1" 4000001 6000000 9 2.602222222 13236624 0.788999014 0.325788 "Autosome" "1" "LTR" 41 22986 0.0205 0.011493 0.377739860254397 "2"
"1292" "LR999943.1" 6000001 8000000 10 5.358 13236624 0.635256729 0.320642 "Autosome" "1" "LTR" 41 17193 0.0205 0.0085965 0.528835789246563 "1"
"1293" "LR999943.1" 8000001 10000000 11 3.914545455 13236624 0.619328082 0.326297 "Autosome" "0" "LTR" 37 14498 0.0185 0.007249 0.679931718238729 "2"
"1294" "LR999943.1" 10000001 12000000 3 1.9 13236624 0.370270172 0.329942 "Autosome" "1" "LTR" 55 17045 0.0275 0.0085225 0.831027647230895 "4"
"1295" "LR999943.1" 12000001 13236624 3 13.13 13236624 4.13960143 0.3394 "Autosome" "1" "LTR" 32 10291 0.0258769035697188 0.00832185045737427 0.95328782475048 "5"
"1296" "LR999944.1" 1 2000000 4 0 12933853 0 0.349288 "Autosome" "1" "LTR" 87 35744 0.0435 0.017872 0.077316519679016 "5"
"1297" "LR999944.1" 2000001 4000000 5 5.154 12933853 0.756723199 0.335411 "Autosome" "1" "LTR" 93 43547 0.0465 0.0217735 0.231949481720567 "3"
"1298" "LR999944.1" 4000001 6000000 5 4.918 12933853 1.5920804 0.327038 "Autosome" "1" "LTR" 47 11932 0.0235 0.005966 0.386582443762118 "2"
"1299" "LR999944.1" 6000001 8000000 10 3.03 12933853 0.975625156 0.335956 "Autosome" "1" "LTR" 151 86355 0.0755 0.0431775 0.541215405803669 "1"
