"row.names" "chrom" "begin" "end" "count_rpt" "length_rpt" "count_SINE" "length_SINE" "count_DNA" "length_DNA" "count_TcM" "length_TcM" "count_LINE" "length_LINE" "count_LTR" "length_LTR" "count_nonLTR" "length_nonLTR" "count_simple" "length_simple" "count_gene" "length_gene" "count_gene_ex" "length_gene_ex" "chr_type" "gene_ex_bin"
"1855" "98" "LR999935.1" 9800000 9900000 221 27264 22 3938 23 2060 1 39 11 2870 0 0 16 3393 37 1524 1 1635 0 0 "Autosome" "0"
"1856" "99" "LR999935.1" 9900000 1e+07 155 22985 27 4521 20 3466 3 372 1 808 6 4498 19 2801 26 1104 9 26423 0 0 "Autosome" "0"
"1857" "100" "LR999935.1" 1e+07 10100000 124 12111 14 2889 9 677 0 0 5 715 2 177 10 989 30 1473 2 7382 0 0 "Autosome" "0"
"1858" "101" "LR999935.1" 10100000 10200000 99 10799 15 2857 11 1944 0 0 5 1088 2 123 2 194 29 1412 7 23814 0 0 "Autosome" "0"
"1859" "102" "LR999935.1" 10200000 10300000 129 19716 17 2932 6 1004 0 0 0 0 5 4730 11 4184 29 1168 5 12382 1 638 "Autosome" "1"
"1860" "103" "LR999935.1" 10300000 10400000 166 22369 21 3936 18 2941 5 801 9 2907 5 2565 13 1959 47 1932 6 26121 0 0 "Autosome" "0"
"1861" "104" "LR999935.1" 10400000 10500000 130 16351 32 5161 6 637 2 160 2 359 1 41 16 3722 33 1421 1 1559 0 0 "Autosome" "0"
"1862" "105" "LR999935.1" 10500000 10600000 167 19721 26 5598 11 2152 0 0 15 2713 3 276 15 2695 29 1055 0 0 0 0 "Autosome" "0"
"1863" "106" "LR999935.1" 10600000 10700000 196 21982 26 5002 15 1481 1 232 12 2085 4 315 20 3016 38 1417 3 10998 0 0 "Autosome" "0"
"1864" "107" "LR999935.1" 10700000 10800000 159 17340 30 5273 7 1825 0 0 10 780 1 79 13 2177 32 1287 2 6357 0 0 "Autosome" "0"
"1865" "108" "LR999935.1" 10800000 10900000 177 22288 30 4685 20 3752 0 0 7 1788 8 2080 20 2698 38 1428 0 0 0 0 "Autosome" "0"
"1866" "109" "LR999935.1" 10900000 1.1e+07 119 14880 15 2472 11 2462 2 260 2 182 1 53 17 3995 33 1487 6 18863 0 0 "Autosome" "0"
"1867" "110" "LR999935.1" 1.1e+07 11100000 105 13548 13 2741 7 856 3 327 0 0 5 4032 4 481 46 1795 10 27642 0 0 "Autosome" "0"
"1868" "111" "LR999935.1" 11100000 11200000 128 13868 14 2570 5 1073 1 643 2 405 2 140 13 1580 39 1754 7 28384 0 0 "Autosome" "0"
"1869" "112" "LR999935.1" 11200000 11300000 155 20252 32 6801 12 3462 0 0 6 914 2 147 17 3115 39 1363 4 8099 0 0 "Autosome" "0"
"1870" "113" "LR999935.1" 11300000 11400000 202 27562 40 6190 21 3051 1 105 13 6342 2 935 18 2982 34 1353 1 4250 0 0 "Autosome" "0"
"1871" "114" "LR999935.1" 11400000 11500000 107 13157 16 2167 9 2042 0 0 7 871 1 96 13 3410 23 957 7 22150 0 0 "Autosome" "0"
"1872" "115" "LR999935.1" 11500000 11600000 99 10979 11 2168 12 2923 0 0 4 440 0 0 2 171 36 1718 5 19382 1 1691 "Autosome" "1"
"1873" "116" "LR999935.1" 11600000 11700000 141 15662 19 3108 18 2961 1 57 6 601 0 0 15 2176 33 1369 2 28227 0 0 "Autosome" "0"
"1874" "117" "LR999935.1" 11700000 11800000 182 26353 51 9266 13 1382 2 294 11 2629 0 0 23 5804 27 1115 3 15005 0 0 "Autosome" "0"
"1875" "118" "LR999935.1" 11800000 11900000 202 36047 34 7081 18 3059 1 461 17 7108 5 3540 11 4537 33 1319 1 25894 0 0 "Autosome" "0"
"1876" "119" "LR999935.1" 11900000 1.2e+07 187 25761 41 7414 17 1901 0 0 8 3664 2 165 21 3339 25 1080 0 0 0 0 "Autosome" "0"
"1877" "120" "LR999935.1" 1.2e+07 12100000 192 31800 24 3867 11 855 0 0 13 4230 4 6878 14 4517 35 1550 0 0 0 0 "Autosome" "0"
"1878" "121" "LR999935.1" 12100000 12200000 180 20308 37 5872 21 2053 1 47 8 1491 2 132 22 2983 28 1239 6 27144 0 0 "Autosome" "0"
"1879" "122" "LR999935.1" 12200000 12300000 150 17652 19 3192 13 1229 0 0 5 537 6 3188 11 2522 38 1667 9 34746 0 0 "Autosome" "0"
"1880" "123" "LR999935.1" 12300000 12400000 113 14661 24 4321 8 976 0 0 2 344 1 96 9 3858 24 1005 5 23635 0 0 "Autosome" "0"
"1881" "124" "LR999935.1" 12400000 12500000 106 9630 15 2972 16 1434 0 0 3 300 1 39 6 722 30 1299 5 23206 0 0 "Autosome" "0"
"1882" "125" "LR999935.1" 12500000 12600000 72 8739 11 1601 2 138 0 0 1 89 3 3104 4 385 23 925 0 0 0 0 "Autosome" "0"
"1883" "126" "LR999935.1" 12600000 12700000 157 19247 28 5104 12 1248 0 0 8 1944 3 288 19 4490 41 1894 5 40373 0 0 "Autosome" "0"
"1884" "127" "LR999935.1" 12700000 12800000 162 19711 37 7152 19 2492 1 104 2 341 2 165 13 2077 36 1396 6 38350 0 0 "Autosome" "0"
"1885" "128" "LR999935.1" 12800000 12900000 141 18661 25 4862 15 2545 0 0 7 825 2 104 12 4646 27 1185 3 18021 0 0 "Autosome" "0"
"1886" "129" "LR999935.1" 12900000 1.3e+07 146 15597 26 3910 9 1031 0 0 5 1340 1 38 18 2788 31 1130 3 22001 0 0 "Autosome" "0"
"1887" "130" "LR999935.1" 1.3e+07 13100000 151 14464 31 4253 10 826 0 0 4 449 2 124 11 1626 24 959 0 0 0 0 "Autosome" "0"
"1888" "131" "LR999935.1" 13100000 13200000 107 14216 20 3827 9 588 0 0 3 667 1 87 5 3582 27 1396 0 0 0 0 "Autosome" "0"
"1889" "132" "LR999935.1" 13200000 13300000 119 11392 12 2107 9 1737 1 413 4 346 2 145 9 933 44 1944 4 9393 0 0 "Autosome" "0"
"1890" "133" "LR999935.1" 13300000 13400000 147 15703 24 4596 6 786 0 0 4 323 0 0 17 2700 39 1666 0 0 0 0 "Autosome" "0"
"1891" "134" "LR999935.1" 13400000 13500000 190 26771 25 5138 12 1288 1 134 18 2920 3 305 28 9303 38 1557 6 28868 0 0 "Autosome" "0"
"1892" "135" "LR999935.1" 13500000 13600000 156 18656 27 4406 6 1125 0 0 6 696 3 271 15 3026 24 1035 1 254 0 0 "Autosome" "0"
"1893" "136" "LR999935.1" 13600000 13700000 142 16803 30 5842 9 1924 0 0 10 1731 2 144 13 2252 36 1597 3 7653 0 0 "Autosome" "0"
"1894" "137" "LR999935.1" 13700000 13800000 186 20033 40 7027 14 969 0 0 9 920 2 172 25 3484 38 1744 1 983 0 0 "Autosome" "0"
"1895" "138" "LR999935.1" 13800000 13900000 227 25022 46 8346 21 2763 0 0 15 2178 0 0 16 2409 47 1837 0 0 0 0 "Autosome" "0"
"1896" "139" "LR999935.1" 13900000 1.4e+07 132 12616 18 3633 8 580 0 0 5 811 0 0 15 1996 34 1329 0 0 0 0 "Autosome" "0"
"1897" "140" "LR999935.1" 1.4e+07 14100000 151 16210 21 2600 3 283 1 140 3 290 1 70 15 4512 28 1327 0 0 0 0 "Autosome" "0"
"1898" "141" "LR999935.1" 14100000 14200000 124 13473 17 3479 5 910 1 412 7 855 2 1193 8 1170 33 1591 0 0 0 0 "Autosome" "0"
"1899" "142" "LR999935.1" 14200000 14300000 108 12799 13 2288 10 799 0 0 6 809 3 2068 14 3092 37 1438 2 4733 0 0 "Autosome" "0"
"1900" "143" "LR999935.1" 14300000 14400000 123 19014 15 1844 13 5588 1 413 9 4009 0 0 11 920 30 1177 2 6683 0 0 "Autosome" "0"
"1901" "144" "LR999935.1" 14400000 14500000 189 33907 20 4093 9 752 1 72 14 6462 1 93 30 12657 40 1549 0 0 0 0 "Autosome" "0"
"1902" "145" "LR999935.1" 14500000 14600000 190 25162 34 5720 8 1802 0 0 7 1686 4 351 33 7234 42 1746 1 1253 0 0 "Autosome" "0"
"1903" "146" "LR999935.1" 14600000 14700000 154 17645 28 4241 10 2013 1 39 11 1668 2 89 17 3032 33 1178 0 0 0 0 "Autosome" "0"
"1904" "147" "LR999935.1" 14700000 14800000 156 17299 26 4438 15 1031 0 0 11 2222 2 178 15 3105 34 1231 0 0 0 0 "Autosome" "0"
"1905" "148" "LR999935.1" 14800000 14868897 107 15017 4 550 11 1524 0 0 7 1763 0 0 26 6313 29 1479 4 20594 0 0 "Autosome" "0"
"1906" "0" "LR999936.1" 1 1e+05 102 16153 10 1521 6 2109 3 877 9 2438 1 30 22 5199 24 1098 1 33029 0 0 "Autosome" "0"
"1907" "1" "LR999936.1" 100001 2e+05 124 18974 22 4209 8 1698 1 454 9 2222 1 67 21 5771 22 1006 0 0 0 0 "Autosome" "0"
"1908" "2" "LR999936.1" 200001 3e+05 156 28279 16 2642 21 5537 0 0 8 843 1 64 21 11681 31 1198 5 22158 0 0 "Autosome" "0"
"1909" "3" "LR999936.1" 300001 4e+05 127 13517 22 3852 17 2158 0 0 6 393 1 59 11 1258 23 901 0 0 1 1310 "Autosome" "1"
"1910" "4" "LR999936.1" 400001 5e+05 101 7072 7 890 5 518 0 0 0 0 0 0 6 549 48 2202 11 36229 0 0 "Autosome" "0"
"1911" "5" "LR999936.1" 500001 6e+05 144 27822 22 3800 7 1098 1 420 7 752 8 5629 27 11648 33 1276 6 13542 0 0 "Autosome" "0"
"1912" "6" "LR999936.1" 600001 7e+05 169 21691 27 5038 10 1471 0 0 5 4148 1 111 22 3004 37 1373 4 21402 0 0 "Autosome" "0"
"1913" "7" "LR999936.1" 700001 8e+05 151 16722 28 5361 12 1257 1 13 3 378 2 170 14 2001 33 1240 4 21408 0 0 "Autosome" "0"
"1914" "8" "LR999936.1" 800001 9e+05 150 14678 26 4407 11 658 0 0 4 388 3 197 16 2634 37 1485 0 0 0 0 "Autosome" "0"
"1915" "9" "LR999936.1" 900001 1e+06 205 21361 37 6749 4 337 0 0 15 2759 1 106 27 3342 48 1975 1 18319 0 0 "Autosome" "0"
"1916" "10" "LR999936.1" 1e+06 1100000 223 28296 39 7051 17 1108 3 282 23 6609 1 87 26 4102 38 1680 1 33470 1 1656 "Autosome" "1"
"1917" "11" "LR999936.1" 1100000 1200000 161 17004 28 5679 16 1866 0 0 5 597 2 172 14 1890 36 1359 5 20893 0 0 "Autosome" "0"
"1918" "12" "LR999936.1" 1200000 1300000 176 20606 20 4790 20 2763 1 75 11 2258 2 141 30 4191 33 1388 7 33759 0 0 "Autosome" "0"
"1919" "13" "LR999936.1" 1300000 1400000 201 28047 31 4704 12 736 0 0 11 2754 1 40 35 9019 25 1135 2 25397 0 0 "Autosome" "0"
"1920" "14" "LR999936.1" 1400000 1500000 138 14819 29 6055 3 281 0 0 1 155 0 0 9 1261 49 2231 4 13920 0 0 "Autosome" "0"
"1921" "15" "LR999936.1" 1500000 1600000 140 17914 13 2780 10 1451 3 561 7 1113 1 82 19 4260 44 2024 3 29900 0 0 "Autosome" "0"
"1922" "16" "LR999936.1" 1600000 1700000 192 23546 28 5007 28 5395 3 1369 9 974 4 393 20 3355 45 1917 5 39546 0 0 "Autosome" "0"
"1923" "17" "LR999936.1" 1700000 1800000 167 20996 29 5668 15 1517 0 0 12 4832 0 0 24 3295 35 1372 1 6624 0 0 "Autosome" "0"
"1924" "18" "LR999936.1" 1800000 1900000 195 26874 35 6618 15 2431 1 155 8 1444 1 77 24 7032 33 1505 3 39775 0 0 "Autosome" "0"
"1925" "19" "LR999936.1" 1900000 2e+06 148 14865 12 2309 14 990 0 0 4 505 0 0 22 2786 30 1275 4 9850 0 0 "Autosome" "0"
"1926" "20" "LR999936.1" 2e+06 2100000 186 23885 36 6542 18 3712 1 47 6 719 0 0 13 1668 31 1343 5 31053 0 0 "Autosome" "0"
"1927" "21" "LR999936.1" 2100000 2200000 181 25214 40 6964 19 4566 0 0 8 1166 2 93 15 3486 22 987 1 26116 0 0 "Autosome" "0"
"1928" "22" "LR999936.1" 2200000 2300000 264 36477 50 9227 18 2083 3 245 18 2899 1 85 39 10412 30 1119 0 0 0 0 "Autosome" "0"
"1929" "23" "LR999936.1" 2300000 2400000 221 34809 57 9343 10 867 0 0 16 5515 3 880 26 8518 27 1146 2 31475 0 0 "Autosome" "0"
"1930" "24" "LR999936.1" 2400000 2500000 237 28668 45 8994 18 2019 2 160 7 890 1 83 26 3939 38 1607 1 8835 0 0 "Autosome" "0"
"1931" "25" "LR999936.1" 2500000 2600000 212 23788 37 7617 13 2532 1 1324 11 1649 2 191 22 2215 45 1676 2 21473 0 0 "Autosome" "0"
"1932" "26" "LR999936.1" 2600000 2700000 204 26429 38 8466 16 1610 0 0 10 2525 5 418 20 3543 32 1333 0 0 0 0 "Autosome" "0"
"1933" "27" "LR999936.1" 2700000 2800000 245 35507 47 9489 10 2267 1 307 14 1934 1 102 31 7368 30 1139 0 0 0 0 "Autosome" "0"
"1934" "28" "LR999936.1" 2800000 2900000 252 38697 59 10455 20 8609 2 492 11 1539 3 251 36 7540 39 1458 2 21289 0 0 "Autosome" "0"
"1935" "29" "LR999936.1" 2900000 3e+06 159 19614 33 6858 14 1377 2 399 1 151 5 2797 13 2096 38 1541 9 37101 0 0 "Autosome" "0"
"1936" "30" "LR999936.1" 3e+06 3100000 176 17610 26 4467 12 1366 0 0 8 1315 1 82 15 1455 47 2114 1 2683 0 0 "Autosome" "0"
"1937" "31" "LR999936.1" 3100000 3200000 179 26290 24 4163 9 1524 2 759 9 3530 3 239 23 8707 45 1780 0 0 0 0 "Autosome" "0"
"1938" "32" "LR999936.1" 3200000 3300000 218 24423 49 8334 10 972 0 0 10 1709 2 174 28 4267 38 1314 0 0 1 1061 "Autosome" "1"
"1939" "33" "LR999936.1" 3300000 3400000 189 22783 44 8107 12 2172 0 0 13 1585 1 99 22 3065 29 1172 1 11813 0 0 "Autosome" "0"
"1940" "34" "LR999936.1" 3400000 3500000 200 26478 40 7960 12 1131 1 348 9 3225 7 1428 26 4048 42 1840 3 19795 0 0 "Autosome" "0"
"1941" "35" "LR999936.1" 3500000 3600000 127 11915 14 2156 12 2424 0 0 6 676 3 241 4 730 45 1982 5 28521 0 0 "Autosome" "0"
"1942" "36" "LR999936.1" 3600000 3700000 174 21783 32 5865 11 1322 0 0 7 3137 1 122 14 4127 48 1757 0 0 0 0 "Autosome" "0"
"1943" "37" "LR999936.1" 3700000 3800000 107 10278 21 3213 2 161 0 0 5 736 0 0 9 1933 38 1589 0 0 0 0 "Autosome" "0"
"1944" "38" "LR999936.1" 3800000 3900000 135 19365 22 3987 14 3044 0 0 5 324 1 51 7 4421 36 1753 3 34530 0 0 "Autosome" "0"
"1945" "39" "LR999936.1" 3900000 4e+06 119 22663 12 2519 11 1380 0 0 3 2005 7 4518 7 4918 34 1900 10 54994 0 0 "Autosome" "0"
"1946" "40" "LR999936.1" 4e+06 4100000 127 14508 20 2884 8 1750 0 0 7 742 0 0 8 2171 41 1714 7 40334 0 0 "Autosome" "0"
"1947" "41" "LR999936.1" 4100000 4200000 195 32874 37 6438 13 2635 1 526 17 8884 3 669 34 5684 19 881 0 0 1 770 "Autosome" "1"
"1948" "42" "LR999936.1" 4200000 4300000 204 25735 32 5683 17 2431 3 867 18 4684 1 96 24 3019 32 1129 2 51079 0 0 "Autosome" "0"
"1949" "43" "LR999936.1" 4300000 4400000 191 28632 28 5615 14 2131 1 113 6 2762 12 4337 15 3561 24 940 3 7243 1 2846 "Autosome" "1"
"1950" "44" "LR999936.1" 4400000 4500000 149 20900 25 4521 9 878 0 0 9 2949 3 3539 10 2091 37 1559 5 28122 0 0 "Autosome" "0"
"1951" "45" "LR999936.1" 4500000 4600000 168 28086 18 3469 17 3625 0 0 11 1258 2 684 21 11185 33 1347 4 52315 0 0 "Autosome" "0"
"1952" "46" "LR999936.1" 4600000 4700000 126 12271 18 2864 7 665 0 0 6 947 3 668 6 488 47 1947 6 29914 0 0 "Autosome" "0"
"1953" "47" "LR999936.1" 4700000 4800000 115 10843 13 2558 6 325 0 0 10 1293 2 144 8 1148 44 1849 4 13022 0 0 "Autosome" "0"
"1954" "48" "LR999936.1" 4800000 4900000 103 10505 14 2646 10 1674 0 0 1 85 4 322 4 530 36 1624 1 7480 0 0 "Autosome" "0"
"1955" "49" "LR999936.1" 4900000 5e+06 63 5893 4 1010 6 1120 0 0 1 50 3 150 2 192 22 966 8 23741 0 0 "Autosome" "0"
"1956" "50" "LR999936.1" 5e+06 5100000 111 19103 20 4597 11 3854 2 142 3 3412 0 0 7 2002 45 1853 12 38659 0 0 "Autosome" "0"
"1957" "51" "LR999936.1" 5100000 5200000 127 12211 14 2292 11 1465 1 76 9 1040 0 0 7 1086 48 2185 17 67601 0 0 "Autosome" "0"
"1958" "52" "LR999936.1" 5200000 5300000 109 13505 8 1734 15 2989 0 0 5 3023 2 117 0 0 33 1455 4 17776 0 0 "Autosome" "0"
"1959" "53" "LR999936.1" 5300000 5400000 127 14993 21 3877 11 2413 1 1587 0 0 0 0 5 685 34 1454 0 0 0 0 "Autosome" "0"
"1960" "54" "LR999936.1" 5400000 5500000 125 22294 24 4527 5 320 0 0 8 1808 4 3207 17 6796 25 947 5 43349 0 0 "Autosome" "0"
"1961" "55" "LR999936.1" 5500000 5600000 132 17191 22 4527 5 707 0 0 3 3826 1 97 11 1463 30 1216 6 45993 0 0 "Autosome" "0"
"1962" "56" "LR999936.1" 5600000 5700000 105 11873 22 4630 5 520 0 0 2 282 2 265 5 691 27 1184 3 6931 0 0 "Autosome" "0"
"1963" "57" "LR999936.1" 5700000 5800000 117 13013 16 3337 14 1566 2 627 6 1002 0 0 10 2001 25 944 3 20171 0 0 "Autosome" "0"
"1964" "58" "LR999936.1" 5800000 5900000 104 11634 17 2904 7 1183 1 587 4 1121 2 125 11 1204 30 1326 5 16271 0 0 "Autosome" "0"
"1965" "59" "LR999936.1" 5900000 6e+06 103 13768 8 1862 6 778 0 0 9 5024 4 235 6 679 34 1345 11 30860 0 0 "Autosome" "0"
"1966" "60" "LR999936.1" 6e+06 6100000 63 7042 5 617 4 1467 2 1129 2 232 1 55 8 911 17 772 2 8794 0 0 "Autosome" "0"
"1967" "61" "LR999936.1" 6100000 6200000 141 17034 28 4680 4 340 0 0 14 1561 4 262 16 3977 23 1038 0 0 0 0 "Autosome" "0"
"1968" "62" "LR999936.1" 6200000 6300000 120 17137 18 3268 4 375 0 0 3 397 1 90 15 6171 26 1174 0 0 0 0 "Autosome" "0"
"1969" "63" "LR999936.1" 6300000 6400000 182 20102 18 2472 13 1354 0 0 12 3112 0 0 15 2595 49 1936 1 3464 0 0 "Autosome" "0"
"1970" "64" "LR999936.1" 6400000 6500000 176 21861 32 6026 12 3265 1 646 3 706 8 2005 20 2781 27 1051 0 0 0 0 "Autosome" "0"
"1971" "65" "LR999936.1" 6500000 6600000 88 9465 8 1694 2 224 0 0 5 1010 0 0 3 708 31 1221 4 10255 0 0 "Autosome" "0"
"1972" "66" "LR999936.1" 6600000 6700000 114 16407 17 3314 8 833 0 0 7 914 2 199 13 7030 37 1633 5 14076 0 0 "Autosome" "0"
"1973" "67" "LR999936.1" 6700000 6800000 127 15111 26 4328 7 1782 0 0 6 2230 4 523 12 1630 35 1393 0 0 0 0 "Autosome" "0"
"1974" "68" "LR999936.1" 6800000 6900000 83 7503 7 1867 7 443 0 0 2 166 1 44 5 991 26 1089 9 24261 0 0 "Autosome" "0"
"1975" "69" "LR999936.1" 6900000 7e+06 99 13831 6 1099 11 1522 1 240 9 3932 0 0 8 2550 34 1489 9 29740 0 0 "Autosome" "0"
"1976" "70" "LR999936.1" 7e+06 7100000 120 17404 11 2360 8 935 0 0 6 797 1 2050 11 4714 38 1741 7 20008 1 4751 "Autosome" "1"
"1977" "71" "LR999936.1" 7100000 7200000 114 18213 10 2075 5 580 0 0 3 577 4 3308 6 4570 32 1314 1 7532 0 0 "Autosome" "0"
"1978" "72" "LR999936.1" 7200000 7300000 123 14684 24 4912 9 636 1 35 7 1342 0 0 13 2225 29 1079 1 1078 0 0 "Autosome" "0"
"1979" "73" "LR999936.1" 7300000 7400000 178 21337 33 6035 19 2301 0 0 13 2988 1 101 17 2737 38 1786 2 5906 0 0 "Autosome" "0"
"1980" "74" "LR999936.1" 7400000 7500000 158 23185 34 6532 10 1154 1 207 6 2814 0 0 13 4461 38 1548 1 2536 1 8379 "Autosome" "1"
"1981" "75" "LR999936.1" 7500000 7600000 163 25841 24 4187 18 1972 0 0 11 1279 1 77 22 10020 26 1208 3 10855 0 0 "Autosome" "0"
"1982" "76" "LR999936.1" 7600000 7700000 131 22080 28 5020 6 3942 0 0 7 1072 8 2961 10 3382 30 1324 0 0 0 0 "Autosome" "0"
"1983" "77" "LR999936.1" 7700000 7800000 151 18893 31 5859 4 1447 0 0 6 1028 0 0 24 2655 31 1201 0 0 0 0 "Autosome" "0"
"1984" "78" "LR999936.1" 7800000 7900000 183 26031 29 5991 20 4616 2 109 16 2874 2 587 10 3298 36 1442 0 0 0 0 "Autosome" "0"
"1985" "79" "LR999936.1" 7900000 8e+06 183 53383 12 2136 21 6234 3 1175 10 2942 36 17315 23 16293 28 1179 0 0 0 0 "Autosome" "0"
"1986" "80" "LR999936.1" 8e+06 8100000 163 27246 18 3719 23 3667 4 784 7 1934 5 2256 16 7305 21 908 6 48427 0 0 "Autosome" "0"
"1987" "81" "LR999936.1" 8100000 8200000 146 22035 23 4637 11 1774 0 0 4 916 4 4725 14 2319 39 1669 8 35297 0 0 "Autosome" "0"
"1988" "82" "LR999936.1" 8200000 8300000 189 25737 25 4617 20 2230 6 1287 7 3657 9 3410 21 2869 38 1466 5 22473 0 0 "Autosome" "0"
"1989" "83" "LR999936.1" 8300000 8400000 172 21990 30 5620 25 3852 1 134 1 187 1 82 11 2880 32 1325 3 20354 0 0 "Autosome" "0"
"1990" "84" "LR999936.1" 8400000 8500000 196 28092 13 2451 24 3997 1 248 7 1800 4 334 11 5454 42 1764 6 11148 0 0 "Autosome" "0"
"1991" "85" "LR999936.1" 8500000 8600000 162 22171 25 5462 18 4238 6 1738 4 422 1 110 9 1509 36 1663 5 36080 0 0 "Autosome" "0"
"1992" "86" "LR999936.1" 8600000 8700000 100 9448 17 2994 5 900 0 0 4 422 1 38 8 763 27 1082 7 16331 0 0 "Autosome" "0"
"1993" "87" "LR999936.1" 8700000 8800000 146 18893 21 4373 13 2174 1 71 9 2805 2 94 10 1463 27 1188 5 19269 0 0 "Autosome" "0"
"1994" "88" "LR999936.1" 8800000 8900000 179 25354 26 4756 13 1537 0 0 7 1220 0 0 26 7915 28 1036 1 4658 0 0 "Autosome" "0"
"1995" "89" "LR999936.1" 8900000 9e+06 184 27782 30 7077 20 5705 0 0 5 720 2 179 7 599 33 1412 0 0 0 0 "Autosome" "0"
"1996" "90" "LR999936.1" 9e+06 9100000 225 27380 56 9466 8 1670 1 43 8 805 2 139 24 5322 47 2066 1 2009 0 0 "Autosome" "0"
"1997" "91" "LR999936.1" 9100000 9200000 174 20852 27 5440 16 1868 2 315 5 1120 0 0 9 1652 34 1436 4 10967 0 0 "Autosome" "0"
"1998" "92" "LR999936.1" 9200000 9300000 158 29371 42 7566 14 1464 0 0 3 447 0 0 26 14395 23 801 1 10672 0 0 "Autosome" "0"
"1999" "93" "LR999936.1" 9300000 9400000 170 26068 36 6610 13 2865 0 0 9 1840 0 0 17 7099 26 957 1 753 1 1622 "Autosome" "1"
"2000" "94" "LR999936.1" 9400000 9500000 158 23100 20 3619 15 2875 2 263 18 3002 3 249 16 5070 30 1073 3 7541 0 0 "Autosome" "0"
"2001" "95" "LR999936.1" 9500000 9600000 172 29339 31 5764 13 2639 0 0 11 2770 6 1822 23 7847 23 888 2 8215 0 0 "Autosome" "0"
"2002" "96" "LR999936.1" 9600000 9700000 231 36990 33 6088 19 3354 0 0 5 3705 7 4959 22 5131 30 1186 0 0 0 0 "Autosome" "0"
"2003" "97" "LR999936.1" 9700000 9800000 144 17008 22 3818 9 1188 1 348 6 782 1 87 12 4061 33 1256 1 8969 0 0 "Autosome" "0"
"2004" "98" "LR999936.1" 9800000 9900000 128 15691 16 3089 10 1800 0 0 2 1034 2 198 14 1659 17 659 0 0 0 0 "Autosome" "0"
"2005" "99" "LR999936.1" 9900000 1e+07 175 26479 23 4199 18 2349 1 191 16 4762 0 0 24 8567 32 1217 2 13510 0 0 "Autosome" "0"
"2006" "100" "LR999936.1" 1e+07 10100000 145 22041 25 4749 9 602 0 0 9 4457 1 75 17 4827 33 1207 2 17043 1 1967 "Autosome" "1"
"2007" "101" "LR999936.1" 10100000 10200000 187 35568 31 6505 16 4997 0 0 12 2754 4 4353 25 7679 19 890 0 0 1 1157 "Autosome" "1"
"2008" "102" "LR999936.1" 10200000 10300000 212 26236 32 5926 23 4044 0 0 11 2459 0 0 11 2047 47 1786 0 0 0 0 "Autosome" "0"
"2009" "103" "LR999936.1" 10300000 10400000 166 28463 20 3632 10 1279 0 0 20 4887 0 0 25 10635 29 1187 1 3409 1 948 "Autosome" "1"
"2010" "104" "LR999936.1" 10400000 10500000 170 17092 29 5350 9 765 0 0 6 1457 2 188 13 1499 44 1613 1 4370 0 0 "Autosome" "0"
"2011" "105" "LR999936.1" 10500000 10600000 156 14737 21 3452 8 433 0 0 4 785 0 0 11 1165 38 1588 0 0 0 0 "Autosome" "0"
"2012" "106" "LR999936.1" 10600000 10700000 177 16351 27 4323 19 1556 0 0 3 390 1 73 25 3090 31 1166 5 24203 0 0 "Autosome" "0"
"2013" "107" "LR999936.1" 10700000 10800000 192 21264 48 8775 7 601 0 0 5 463 1 114 19 2607 29 1201 1 28818 0 0 "Autosome" "0"
"2014" "108" "LR999936.1" 10800000 10900000 135 13552 24 3908 10 1060 0 0 3 200 1 63 7 836 35 1498 1 17319 0 0 "Autosome" "0"
"2015" "109" "LR999936.1" 10900000 1.1e+07 192 22935 23 4042 17 2088 0 0 8 1229 1 77 19 3954 38 1470 3 27179 0 0 "Autosome" "0"
"2016" "110" "LR999936.1" 1.1e+07 11100000 184 31358 30 5927 18 2471 2 242 9 3281 11 4211 15 6206 25 991 2 4237 0 0 "Autosome" "0"
"2017" "111" "LR999936.1" 11100000 11200000 220 32392 38 6994 19 3800 2 1593 17 3226 3 705 28 7712 25 1083 0 0 0 0 "Autosome" "0"
"2018" "112" "LR999936.1" 11200000 11300000 250 32712 36 6807 19 3542 0 0 11 3712 5 1813 21 3294 44 1668 1 25349 0 0 "Autosome" "0"
"2019" "113" "LR999936.1" 11300000 11400000 180 19682 35 6818 17 1721 1 84 4 659 1 100 12 1742 33 1377 2 13873 0 0 "Autosome" "0"
"2020" "114" "LR999936.1" 11400000 11500000 139 15402 28 5333 10 1357 0 0 4 761 1 79 5 432 37 1635 6 19300 0 0 "Autosome" "0"
"2021" "115" "LR999936.1" 11500000 11600000 136 13640 19 3266 10 1667 0 0 2 118 1 23 7 744 41 1810 5 27897 0 0 "Autosome" "0"
"2022" "116" "LR999936.1" 11600000 11700000 233 33862 40 6298 15 1449 0 0 9 5389 1 77 22 5287 30 1102 7 19686 0 0 "Autosome" "0"
"2023" "117" "LR999936.1" 11700000 11800000 170 21516 39 6934 13 3037 1 413 11 2356 0 0 14 1857 33 1391 7 2042 0 0 "Autosome" "0"
"2024" "118" "LR999936.1" 11800000 11900000 162 25638 30 5958 10 1802 0 0 15 4632 3 258 22 7349 27 1011 4 22900 0 0 "Autosome" "0"
"2025" "119" "LR999936.1" 11900000 1.2e+07 258 33967 43 6761 20 3055 2 519 7 1277 10 3682 38 6769 29 1232 3 28716 0 0 "Autosome" "0"
