"set" "map" "mkr" "phys" "gen" "vld" "loess"
"vcar" "chrLR999934.1" "15698" 5797360 8.896 TRUE 21.55
"vcar" "chrLR999934.1" "15742" 5931120 8.896 TRUE 18.67
"vcar" "chrLR999934.1" "15747" 6130560 14.463 TRUE 14.19
"vcar" "chrLR999934.1" "15813" 6325650 16.687 TRUE 9.46
"vcar" "chrLR999934.1" "15852" 6636280 17.798 TRUE 4.7
"vcar" "chrLR999934.1" "15910" 7290450 18.91 TRUE 2.22
"vcar" "chrLR999934.1" "15936" 7324150 18.91 TRUE 2.24
"vcar" "chrLR999934.1" "15960" 7649240 20.021 TRUE 2.28
"vcar" "chrLR999934.1" "15971" 7794710 20.021 TRUE 2.21
"vcar" "chrLR999934.1" "16087" 8818690 22.245 TRUE 4.22
"vcar" "chrLR999934.1" "16107" 9216610 24.467 TRUE 4.85
"vcar" "chrLR999934.1" "16123" 9382910 25.578 TRUE 4.03
"vcar" "chrLR999934.1" "16150" 9654510 25.578 TRUE 5.68
"vcar" "chrLR999934.1" "16174" 9890660 28.913 TRUE 6.89
"vcar" "chrLR999934.1" "16196" 10047600 28.913 TRUE 0.06
"vcar" "chrLR999934.1" "16198" 10047800 28.913 TRUE 0.06
"vcar" "chrLR999934.1" "16247" 10329300 28.913 TRUE 5.28
"vcar" "chrLR999934.1" "16266" 10394800 28.913 TRUE 7.88
"vcar" "chrLR999934.1" "16271" 10455300 30.025 TRUE 10.3
"vcar" "chrLR999934.1" "16290" 10567300 31.136 TRUE 14.8
"vcar" "chrLR999934.1" "16355" 11208000 35.586 TRUE 2.43
"vcar" "chrLR999934.1" "16377" 11394700 35.586 TRUE 0
"vcar" "chrLR999934.1" "16389" 11491700 35.586 TRUE 0
"vcar" "chrLR999934.1" "16403" 11875700 35.586 TRUE 1.09
"vcar" "chrLR999934.1" "16413" 11923900 35.586 TRUE 1.44
"vcar" "chrLR999934.1" "16433" 12026200 35.586 TRUE 2.15
"vcar" "chrLR999934.1" "16473" 12319400 36.697 TRUE 4.5
"vcar" "chrLR999934.1" "16521" 13294500 36.697 TRUE 7.77
"vcar" "chrLR999934.1" "16527" 13340600 36.697 TRUE 7.24
"vcar" "chrLR999934.1" "16553" 13553400 37.808 TRUE 4.64
"vcar" "chrLR999934.1" "16558" 13553700 37.808 TRUE 4.64
"vcar" "chrLR999934.1" "16580" 13567400 38.92 TRUE 4.47
"vcar" "chrLR999934.1" "16619" 14043100 38.92 TRUE NA
"vcar" "chrLR999935.1" "16716" 159981 0 TRUE NA
"vcar" "chrLR999935.1" "16722" 163746 0 TRUE 5.24
"vcar" "chrLR999935.1" "16751" 674414 0 TRUE 4.6
"vcar" "chrLR999935.1" "16759" 728207 2.223 TRUE 4.53
"vcar" "chrLR999935.1" "16768" 728602 2.223 TRUE 4.53
"vcar" "chrLR999935.1" "16826" 1829530 7.802 TRUE 2.49
"vcar" "chrLR999935.1" "17008" 2924620 7.802 TRUE 2.51
"vcar" "chrLR999935.1" "17019" 2936480 8.913 TRUE 2.49
"vcar" "chrLR999935.1" "17030" 3153470 8.913 TRUE 2.94
"vcar" "chrLR999935.1" "17054" 3154140 8.913 TRUE 2.95
"vcar" "chrLR999935.1" "17129" 4330200 15.592 TRUE 2.97
"vcar" "chrLR999935.1" "17149" 4498690 15.592 TRUE 1.25
"vcar" "chrLR999935.1" "17156" 4564760 15.592 TRUE 0.01
"vcar" "chrLR999935.1" "17175" 4867680 15.592 TRUE 0.05
"vcar" "chrLR999935.1" "17208" 5289060 16.703 TRUE 4.36
"vcar" "chrLR999935.1" "17214" 5289280 16.703 TRUE 4.36
"vcar" "chrLR999935.1" "17218" 5368050 16.703 TRUE 5.31
"vcar" "chrLR999935.1" "17231" 5375080 16.703 TRUE 5.4
"vcar" "chrLR999935.1" "17235" 5479520 16.703 TRUE 6.61
"vcar" "chrLR999935.1" "17237" 5580960 16.703 TRUE 9.35
"vcar" "chrLR999935.1" "17249" 5795400 21.151 TRUE 6.91
"vcar" "chrLR999935.1" "17291" 5994650 22.262 TRUE 5.65
"vcar" "chrLR999935.1" "17302" 6013710 22.262 TRUE 5.22
"vcar" "chrLR999935.1" "17335" 6691980 23.373 TRUE 1.49
"vcar" "chrLR999935.1" "17379" 6971100 23.373 TRUE 2.43
"vcar" "chrLR999935.1" "17459" 7504610 25.597 TRUE 3.05
"vcar" "chrLR999935.1" "17467" 7688440 25.597 TRUE 3.11
"vcar" "chrLR999935.1" "17469" 7697460 25.597 TRUE 3.13
"vcar" "chrLR999935.1" "17496" 8106600 26.708 TRUE 3.28
"vcar" "chrLR999935.1" "17520" 8244140 28.932 TRUE 3.18
"vcar" "chrLR999935.1" "17563" 8735180 28.932 TRUE 3.14
"vcar" "chrLR999935.1" "17587" 8887440 28.932 TRUE 2.88
"vcar" "chrLR999935.1" "17599" 9128760 31.156 TRUE 3.56
"vcar" "chrLR999935.1" "17610" 9198550 31.156 TRUE 3.31
"vcar" "chrLR999935.1" "17624" 9328230 31.156 TRUE 4.1
"vcar" "chrLR999935.1" "17627" 9376900 31.156 TRUE 4.22
"vcar" "chrLR999935.1" "17638" 9631460 32.267 TRUE 4.08
"vcar" "chrLR999935.1" "17666" 9729190 32.267 TRUE 5.04
"vcar" "chrLR999935.1" "17689" 10044700 34.491 TRUE 4.49
"vcar" "chrLR999935.1" "17705" 10051900 35.602 TRUE 4.23
"vcar" "chrLR999935.1" "17715" 10216600 35.602 TRUE 1.52
"vcar" "chrLR999935.1" "17760" 10624100 35.602 TRUE 0.74
"vcar" "chrLR999935.1" "17768" 10707200 35.602 TRUE 1.09
"vcar" "chrLR999935.1" "17803" 10735900 35.602 TRUE 2.09
"vcar" "chrLR999935.1" "17811" 10736400 35.602 TRUE 2.09
"vcar" "chrLR999935.1" "17812" 10865100 35.602 TRUE 3.12
"vcar" "chrLR999935.1" "17838" 11060300 36.713 TRUE 5.7
"vcar" "chrLR999935.1" "17860" 11184500 37.825 TRUE 5.09
"vcar" "chrLR999935.1" "17876" 11196100 37.825 TRUE 5.53
"vcar" "chrLR999935.1" "17890" 11212500 37.825 TRUE 5.14
"vcar" "chrLR999935.1" "17908" 11216100 37.825 TRUE 5.2
"vcar" "chrLR999935.1" "17915" 11319800 37.825 TRUE 4.86
"vcar" "chrLR999935.1" "17920" 11447300 38.936 TRUE 5.89
"vcar" "chrLR999935.1" "17962" 12046000 42.274 TRUE 6.55
"vcar" "chrLR999935.1" "18046" 12456700 46.724 TRUE 6.31
"vcar" "chrLR999935.1" "18062" 12544800 46.724 TRUE 6.23
"vcar" "chrLR999935.1" "18070" 12634600 46.724 TRUE 6.67
"vcar" "chrLR999935.1" "18087" 12850200 46.724 TRUE 5.45
"vcar" "chrLR999935.1" "18139" 13301100 51.17 TRUE 3.29
"vcar" "chrLR999935.1" "18229" 14056300 52.281 TRUE 3.1
"vcar" "chrLR999935.1" "18265" 14297800 52.281 TRUE 2.89
"vcar" "chrLR999935.1" "18315" 14352600 52.281 TRUE 2.99
"vcar" "chrLR999935.1" "18364" 14722100 54.505 TRUE 2.94
"vcar" "chrLR999935.1" "18375" 14739800 54.505 TRUE 2.96
"vcar" "chrLR999935.1" "18387" 14838700 54.505 TRUE 3.06
"vcar" "chrLR999935.1" "18390" 14838900 54.505 TRUE NA
"vcar" "chrLR999936.1" "18401" 85279 0 TRUE NA
"vcar" "chrLR999936.1" "18403" 122018 0 TRUE 0.45
"vcar" "chrLR999936.1" "18428" 252002 0 TRUE 0.56
"vcar" "chrLR999936.1" "18438" 391697 0 TRUE 0.72
"vcar" "chrLR999936.1" "18455" 744730 0 TRUE 0.83
"vcar" "chrLR999936.1" "18478" 939310 0 TRUE 1.04
"vcar" "chrLR999936.1" "18504" 1142270 1.111 TRUE 0.88
"vcar" "chrLR999936.1" "18507" 1198550 1.111 TRUE 1.59
"vcar" "chrLR999936.1" "18536" 1323190 1.111 TRUE 0.89
"vcar" "chrLR999936.1" "18547" 1528090 1.111 TRUE -0.01
"vcar" "chrLR999936.1" "18560" 1720220 1.111 TRUE 1.25
"vcar" "chrLR999936.1" "18572" 2073500 1.111 TRUE 2.78
"vcar" "chrLR999936.1" "18641" 2510430 3.335 TRUE 2.13
"vcar" "chrLR999936.1" "18650" 2510690 3.335 TRUE 2.11
"vcar" "chrLR999936.1" "18656" 2535190 3.335 TRUE 2.06
"vcar" "chrLR999936.1" "18664" 2694500 3.335 TRUE 0.85
"vcar" "chrLR999936.1" "18677" 2858340 3.335 TRUE 1.19
"vcar" "chrLR999936.1" "18686" 2975000 3.335 TRUE 0.79
"vcar" "chrLR999936.1" "18713" 3129600 3.335 TRUE 1.12
"vcar" "chrLR999936.1" "18722" 3303510 3.335 TRUE 1.44
"vcar" "chrLR999936.1" "18736" 3303890 4.446 TRUE 1.45
"vcar" "chrLR999936.1" "18761" 3500360 4.446 TRUE 1.92
"vcar" "chrLR999936.1" "18784" 3750870 4.446 TRUE 1.94
"vcar" "chrLR999936.1" "18867" 4570930 6.669 TRUE 3.22
"vcar" "chrLR999936.1" "18896" 4745790 6.669 TRUE 3.7
"vcar" "chrLR999936.1" "18948" 5227800 10.004 TRUE 3.64
"vcar" "chrLR999936.1" "18968" 5419580 10.004 TRUE 3.13
"vcar" "chrLR999936.1" "19040" 6438910 10.004 TRUE 3.36
"vcar" "chrLR999936.1" "19056" 6498410 13.339 TRUE 3.72
"vcar" "chrLR999936.1" "19059" 6589010 13.339 TRUE 4.27
"vcar" "chrLR999936.1" "19081" 6773900 14.45 TRUE 4.97
"vcar" "chrLR999936.1" "19084" 7127160 14.45 TRUE 4.92
"vcar" "chrLR999936.1" "19140" 7357250 14.45 TRUE 4.99
"vcar" "chrLR999936.1" "19152" 7421010 17.788 TRUE 6.14
"vcar" "chrLR999936.1" "19176" 7533110 18.9 TRUE 4.92
"vcar" "chrLR999936.1" "19177" 7752340 18.9 TRUE 4.29
"vcar" "chrLR999936.1" "19198" 7805850 18.9 TRUE 3.27
"vcar" "chrLR999936.1" "19200" 7918140 18.9 TRUE 3.45
"vcar" "chrLR999936.1" "19220" 7948470 18.9 TRUE 2.75
"vcar" "chrLR999936.1" "19248" 8435050 20.011 TRUE 3.2
"vcar" "chrLR999936.1" "19250" 8661410 20.011 TRUE 3.74
"vcar" "chrLR999936.1" "19268" 8701080 20.011 TRUE 4.06
"vcar" "chrLR999936.1" "19274" 8797210 22.235 TRUE 5.3
"vcar" "chrLR999936.1" "19313" 9306290 24.458 TRUE 3.9
"vcar" "chrLR999936.1" "19395" 9811390 25.57 TRUE 1.11
"vcar" "chrLR999936.1" "19440" 10203100 25.57 TRUE 2.61
"vcar" "chrLR999936.1" "19442" 10214200 25.57 TRUE 2.3
"vcar" "chrLR999936.1" "19469" 10371600 25.57 TRUE 3.2
"vcar" "chrLR999936.1" "19507" 10484000 26.681 TRUE 3.36
"vcar" "chrLR999936.1" "19513" 10724600 27.792 TRUE 4.24
"vcar" "chrLR999936.1" "19597" 11783800 34.472 TRUE 6.04
"vcar" "chrLR999936.1" "19616" 11898300 34.472 TRUE 5.38
"vcar" "chrLR999936.1" "19659" 11926600 34.472 TRUE 5.38
"vcar" "chrLR999936.1" "19678" 12380200 37.807 TRUE 4.38
"vcar" "chrLR999936.1" "19685" 12445300 37.807 TRUE 4.17
"vcar" "chrLR999936.1" "19687" 12445600 37.807 TRUE 4.17
"vcar" "chrLR999936.1" "19724" 12626100 37.807 TRUE 3.56
"vcar" "chrLR999936.1" "19734" 12649700 37.807 TRUE 3.46
"vcar" "chrLR999936.1" "19735" 12650000 37.807 TRUE 3.43
"vcar" "chrLR999936.1" "19741" 12708900 38.918 TRUE 3.04
"vcar" "chrLR999936.1" "19837" 13283000 40.03 TRUE 1.41
"vcar" "chrLR999936.1" "19843" 13289900 40.03 TRUE 1.38
"vcar" "chrLR999936.1" "19863" 13656900 40.03 TRUE 1.9
"vcar" "chrLR999936.1" "19885" 13719300 40.03 TRUE 2.3
"vcar" "chrLR999936.1" "19966" 14677800 43.365 TRUE 4
"vcar" "chrLR999936.1" "19976" 14678200 43.365 TRUE NA
"vcar" "chrLR999937.1" "19985" 109460 2.224 TRUE NA
"vcar" "chrLR999937.1" "20004" 160487 2.224 TRUE 0.13
"vcar" "chrLR999937.1" "20035" 277933 3.335 TRUE 1.32
"vcar" "chrLR999937.1" "20076" 562563 3.335 TRUE 4.12
"vcar" "chrLR999937.1" "20083" 562897 3.335 TRUE 4.13
"vcar" "chrLR999937.1" "20088" 599928 3.335 TRUE 4.61
"vcar" "chrLR999937.1" "20132" 907035 4.447 TRUE 6.83
"vcar" "chrLR999937.1" "20141" 922218 4.447 TRUE 7.82
"vcar" "chrLR999937.1" "20149" 1019020 7.785 TRUE 6.24
"vcar" "chrLR999937.1" "20194" 1153370 7.785 TRUE 3.54
"vcar" "chrLR999937.1" "20230" 1785070 7.785 TRUE 2.75
"vcar" "chrLR999937.1" "20254" 1872400 7.785 TRUE 2.83
"vcar" "chrLR999937.1" "20267" 1904000 7.785 TRUE 3.02
"vcar" "chrLR999937.1" "20301" 2645340 11.12 TRUE 6.79
"vcar" "chrLR999937.1" "20319" 2686410 11.12 TRUE 7.5
"vcar" "chrLR999937.1" "20341" 3124800 16.681 TRUE 5.97
"vcar" "chrLR999937.1" "20355" 3168750 16.681 TRUE 7.32
"vcar" "chrLR999937.1" "20382" 3408600 17.792 TRUE 5.95
"vcar" "chrLR999937.1" "20428" 3970740 21.13 TRUE 3.72
"vcar" "chrLR999937.1" "20462" 4246670 21.13 TRUE 3.47
"vcar" "chrLR999937.1" "20493" 4286500 21.13 TRUE 3.39
"vcar" "chrLR999937.1" "20552" 4620550 21.13 TRUE 2.42
"vcar" "chrLR999937.1" "20588" 5189800 24.465 TRUE 2.64
"vcar" "chrLR999937.1" "20653" 6464620 26.688 TRUE 0.06
"vcar" "chrLR999937.1" "20662" 6464900 26.688 TRUE 0.06
"vcar" "chrLR999937.1" "20671" 6542500 26.688 TRUE 0.53
"vcar" "chrLR999937.1" "20681" 6655730 26.688 TRUE 1.21
"vcar" "chrLR999937.1" "20690" 6656040 26.688 TRUE 1.2
"vcar" "chrLR999937.1" "20697" 6657940 26.688 TRUE 1.22
"vcar" "chrLR999937.1" "20703" 6668030 26.688 TRUE 1.28
"vcar" "chrLR999937.1" "20716" 6945950 27.799 TRUE 3
"vcar" "chrLR999937.1" "20740" 7180620 27.799 TRUE 2.88
"vcar" "chrLR999937.1" "20790" 7441660 30.023 TRUE 8.85
"vcar" "chrLR999937.1" "20798" 7585340 30.023 TRUE 14.46
"vcar" "chrLR999937.1" "20810" 7681700 31.134 TRUE 10.84
"vcar" "chrLR999937.1" "20811" 7681920 31.134 TRUE 10.88
"vcar" "chrLR999937.1" "20817" 7728380 34.472 TRUE 11.25
"vcar" "chrLR999937.1" "20828" 7768430 34.472 TRUE 11.48
"vcar" "chrLR999937.1" "20850" 7927580 36.696 TRUE 12.02
"vcar" "chrLR999937.1" "20857" 7978030 36.696 TRUE 8.84
"vcar" "chrLR999937.1" "20870" 8157000 36.696 TRUE 3.93
"vcar" "chrLR999937.1" "20943" 8520470 36.696 TRUE 2.84
"vcar" "chrLR999937.1" "20989" 8621440 38.919 TRUE 1.17
"vcar" "chrLR999937.1" "21023" 8829760 38.919 TRUE 1.67
"vcar" "chrLR999937.1" "21071" 9262890 38.919 TRUE 0.5
"vcar" "chrLR999937.1" "21097" 9675780 38.919 TRUE 0.9
"vcar" "chrLR999937.1" "21106" 9694540 38.919 TRUE 0.95
"vcar" "chrLR999937.1" "21225" 10180500 40.03 TRUE 0.88
"vcar" "chrLR999937.1" "21251" 10373400 40.03 TRUE 0.58
"vcar" "chrLR999937.1" "21275" 10830200 40.03 TRUE 0
"vcar" "chrLR999937.1" "21279" 10831500 40.03 TRUE -0.02
"vcar" "chrLR999937.1" "21318" 11031000 40.03 TRUE 0.53
"vcar" "chrLR999937.1" "21328" 11106800 40.03 TRUE -0.06
"vcar" "chrLR999937.1" "21341" 11218400 40.03 TRUE 0.87
"vcar" "chrLR999937.1" "21352" 11230500 40.03 TRUE 0.93
"vcar" "chrLR999937.1" "21362" 11605800 40.03 TRUE 2.37
"vcar" "chrLR999937.1" "21394" 11950300 42.253 TRUE 4
"vcar" "chrLR999937.1" "21397" 11950600 42.253 TRUE 0.78
"vcar" "chrLR999937.1" "21402" 11951600 42.253 TRUE 4.04
"vcar" "chrLR999937.1" "21419" 12169300 42.253 TRUE 6.83
"vcar" "chrLR999937.1" "21426" 12281900 42.253 TRUE 7.76
"vcar" "chrLR999937.1" "21472" 12913300 52.27 TRUE 10.86
"vcar" "chrLR999937.1" "21496" 13194100 53.381 TRUE 5.33
"vcar" "chrLR999937.1" "21512" 13242100 53.381 TRUE 4.47
"vcar" "chrLR999937.1" "21551" 13744900 53.381 TRUE 3.46
"vcar" "chrLR999937.1" "21552" 13745200 53.381 TRUE 3.46
"vcar" "chrLR999937.1" "21555" 14121500 53.381 TRUE 3.6
"vcar" "chrLR999937.1" "21560" 14126200 57.831 TRUE 3.65
"vcar" "chrLR999937.1" "21563" 14274900 57.831 TRUE NA
"vcar" "chrLR999938.1" "21596" 91731 0 TRUE NA
"vcar" "chrLR999938.1" "21619" 315581 1.111 TRUE 0.4
"vcar" "chrLR999938.1" "21648" 928084 1.111 TRUE 1.11
"vcar" "chrLR999938.1" "21686" 1046090 1.111 TRUE 1.28
"vcar" "chrLR999938.1" "21757" 1873240 2.223 TRUE 2.06
"vcar" "chrLR999938.1" "21765" 1873480 2.223 TRUE 2.06
"vcar" "chrLR999938.1" "21783" 1994920 2.223 TRUE 2.16
"vcar" "chrLR999938.1" "21822" 2296660 4.445 TRUE 3.19
"vcar" "chrLR999938.1" "21878" 2875670 5.556 TRUE 2.28
"vcar" "chrLR999938.1" "22010" 4033440 5.556 TRUE 4
"vcar" "chrLR999938.1" "22040" 4177860 6.668 TRUE 6.48
"vcar" "chrLR999938.1" "22096" 4310420 7.779 TRUE 4.89
"vcar" "chrLR999938.1" "22116" 4373560 7.779 TRUE 4.24
"vcar" "chrLR999938.1" "22118" 4373800 7.779 TRUE 4.23
"vcar" "chrLR999938.1" "22126" 4407150 7.779 TRUE 3.87
"vcar" "chrLR999938.1" "22177" 4910550 7.779 TRUE 1.61
"vcar" "chrLR999938.1" "22182" 4911230 7.779 TRUE 1.62
"vcar" "chrLR999938.1" "22198" 4911490 8.89 TRUE 1.62
"vcar" "chrLR999938.1" "22203" 4991170 8.89 TRUE 1.74
"vcar" "chrLR999938.1" "22216" 5016850 8.89 TRUE 1.76
"vcar" "chrLR999938.1" "22220" 5039570 8.89 TRUE 1.85
"vcar" "chrLR999938.1" "22237" 5277900 8.89 TRUE 0.99
"vcar" "chrLR999938.1" "22289" 5841350 8.89 TRUE 0.19
"vcar" "chrLR999938.1" "22299" 5924640 8.89 TRUE 0.96
"vcar" "chrLR999938.1" "22358" 6538660 10.002 TRUE 2.32
"vcar" "chrLR999938.1" "22366" 6627930 10.002 TRUE 2.24
"vcar" "chrLR999938.1" "22376" 6682600 10.002 TRUE 2.33
"vcar" "chrLR999938.1" "22394" 6683100 11.113 TRUE 2.31
"vcar" "chrLR999938.1" "22451" 7214390 12.224 TRUE 3.35
"vcar" "chrLR999938.1" "22475" 7857480 13.335 TRUE 4.04
"vcar" "chrLR999938.1" "22506" 8368350 17.783 TRUE 4.61
"vcar" "chrLR999938.1" "22514" 8564530 17.783 TRUE 2.2
"vcar" "chrLR999938.1" "22539" 8671980 17.783 TRUE 0.08
"vcar" "chrLR999938.1" "22549" 8816310 17.783 TRUE 0
"vcar" "chrLR999938.1" "22560" 8861850 17.783 TRUE 0
"vcar" "chrLR999938.1" "22569" 8933770 17.783 TRUE 0
"vcar" "chrLR999938.1" "22570" 9013100 17.783 TRUE 0
"vcar" "chrLR999938.1" "22636" 9483720 17.783 TRUE 0.39
"vcar" "chrLR999938.1" "22649" 9484040 17.783 TRUE 0.39
"vcar" "chrLR999938.1" "22651" 9484330 17.783 TRUE 0.39
"vcar" "chrLR999938.1" "22662" 9589320 17.783 TRUE 0.96
"vcar" "chrLR999938.1" "22670" 9612150 17.783 TRUE 1.1
"vcar" "chrLR999938.1" "22680" 9614220 17.783 TRUE 1.06
"vcar" "chrLR999938.1" "22685" 9736290 17.783 TRUE 2.37
"vcar" "chrLR999938.1" "22716" 10045600 18.894 TRUE 1.5
"vcar" "chrLR999938.1" "22734" 10103800 18.894 TRUE 1.05
"vcar" "chrLR999938.1" "22753" 10240800 18.894 TRUE 0.57
"vcar" "chrLR999938.1" "22812" 10478300 18.894 TRUE -0.27
"vcar" "chrLR999938.1" "22822" 10520400 18.894 TRUE 0.04
"vcar" "chrLR999938.1" "22827" 10555700 18.894 TRUE -0.13
"vcar" "chrLR999938.1" "22837" 10649200 18.894 TRUE 0
"vcar" "chrLR999938.1" "22843" 10666200 18.894 TRUE 0
"vcar" "chrLR999938.1" "22877" 10685800 18.894 TRUE 0
"vcar" "chrLR999938.1" "22911" 11126700 18.894 TRUE 0
"vcar" "chrLR999938.1" "22917" 11558200 18.894 TRUE 0.05
"vcar" "chrLR999938.1" "22925" 11570900 18.894 TRUE 0.11
"vcar" "chrLR999938.1" "22950" 11662600 18.894 TRUE -0.46
"vcar" "chrLR999938.1" "22962" 11670500 18.894 TRUE 1.01
"vcar" "chrLR999938.1" "22989" 11940400 18.894 TRUE 4.04
"vcar" "chrLR999938.1" "23000" 12083000 18.894 TRUE 6.43
"vcar" "chrLR999938.1" "23011" 12092700 18.894 TRUE 6.97
"vcar" "chrLR999938.1" "23035" 12341700 23.34 TRUE 6.68
"vcar" "chrLR999938.1" "23044" 12487600 25.563 TRUE 10.78
"vcar" "chrLR999938.1" "23051" 12692700 25.563 TRUE 4.85
"vcar" "chrLR999938.1" "23083" 12886400 25.563 TRUE 2.49
"vcar" "chrLR999938.1" "23100" 12974100 25.563 TRUE 1.55
"vcar" "chrLR999938.1" "23142" 13509100 25.563 TRUE -4.57
"vcar" "chrLR999938.1" "23146" 13509400 25.563 TRUE NA
"vcar" "chrLR999939.1" "23239" 232319 0 TRUE NA
"vcar" "chrLR999939.1" "23326" 1286230 3.338 TRUE 4.25
"vcar" "chrLR999939.1" "23336" 1539170 4.449 TRUE 4.28
"vcar" "chrLR999939.1" "23357" 1690540 4.449 TRUE 4.43
"vcar" "chrLR999939.1" "23398" 2014600 7.784 TRUE 4.33
"vcar" "chrLR999939.1" "23407" 2092120 7.784 TRUE 5.5
"vcar" "chrLR999939.1" "23423" 2285400 10.008 TRUE 4.27
"vcar" "chrLR999939.1" "23477" 2872200 11.119 TRUE 4.11
"vcar" "chrLR999939.1" "23508" 2981140 11.119 TRUE 4.57
"vcar" "chrLR999939.1" "23533" 3103640 11.119 TRUE 3.69
"vcar" "chrLR999939.1" "23550" 3138470 11.119 TRUE 4.57
"vcar" "chrLR999939.1" "23694" 4736250 21.215 TRUE 0.57
"vcar" "chrLR999939.1" "23697" 4736460 21.215 TRUE 0.57
"vcar" "chrLR999939.1" "23738" 5194450 22.326 TRUE 2.88
"vcar" "chrLR999939.1" "23743" 5290940 22.326 TRUE 3.4
"vcar" "chrLR999939.1" "23744" 5314170 22.326 TRUE 3.47
"vcar" "chrLR999939.1" "23756" 5349530 22.326 TRUE 3.69
"vcar" "chrLR999939.1" "23768" 5355360 22.326 TRUE 3.67
"vcar" "chrLR999939.1" "23790" 5500020 23.437 TRUE 4.35
"vcar" "chrLR999939.1" "23792" 5516890 23.437 TRUE 5.31
"vcar" "chrLR999939.1" "23815" 5661090 23.437 TRUE 4.7
"vcar" "chrLR999939.1" "23834" 5892880 25.661 TRUE 3.84
"vcar" "chrLR999939.1" "23844" 5931430 25.661 TRUE 2.8
"vcar" "chrLR999939.1" "23886" 6195650 25.661 TRUE 2.35
"vcar" "chrLR999939.1" "23892" 6217210 25.661 TRUE 2.87
"vcar" "chrLR999939.1" "23913" 6384740 25.661 TRUE 3.17
"vcar" "chrLR999939.1" "23928" 6741730 27.884 TRUE 2.84
"vcar" "chrLR999939.1" "23933" 6774320 27.884 TRUE 2.92
"vcar" "chrLR999939.1" "23942" 6869280 27.884 TRUE 2.75
"vcar" "chrLR999939.1" "23971" 7408480 28.995 TRUE 2.35
"vcar" "chrLR999939.1" "23979" 7775830 30.106 TRUE 4.97
"vcar" "chrLR999939.1" "23985" 7776050 30.106 TRUE 4.98
"vcar" "chrLR999939.1" "24043" 8325160 34.562 TRUE 4.28
"vcar" "chrLR999939.1" "24046" 8370300 34.562 TRUE 4.6
"vcar" "chrLR999939.1" "24052" 8404140 34.562 TRUE 3.92
"vcar" "chrLR999939.1" "24057" 8426500 34.562 TRUE 4.01
"vcar" "chrLR999939.1" "24066" 8428200 34.562 TRUE 3.81
"vcar" "chrLR999939.1" "24075" 8470750 34.562 TRUE 2.19
"vcar" "chrLR999939.1" "24102" 8806870 34.562 TRUE 1.14
"vcar" "chrLR999939.1" "24164" 9271470 34.562 TRUE 3.34
"vcar" "chrLR999939.1" "24198" 9272090 36.785 TRUE 3.34
"vcar" "chrLR999939.1" "24213" 9706120 37.896 TRUE 3.84
"vcar" "chrLR999939.1" "24219" 9795260 37.896 TRUE 3.52
"vcar" "chrLR999939.1" "24241" 9892840 37.896 TRUE 2.63
"vcar" "chrLR999939.1" "24271" 10034600 37.896 TRUE 3.04
"vcar" "chrLR999939.1" "24277" 10044400 39.008 TRUE 3.62
"vcar" "chrLR999939.1" "24294" 10144900 39.008 TRUE 2.79
"vcar" "chrLR999939.1" "24305" 10217300 39.008 TRUE 2.78
"vcar" "chrLR999939.1" "24308" 10437400 40.119 TRUE 2.49
"vcar" "chrLR999939.1" "24330" 10834900 40.119 TRUE 3
"vcar" "chrLR999939.1" "24334" 10835200 40.119 TRUE 3
"vcar" "chrLR999939.1" "24340" 10838400 40.119 TRUE 3.07
"vcar" "chrLR999939.1" "24358" 10975400 42.343 TRUE 3.06
"vcar" "chrLR999939.1" "24378" 11230000 42.343 TRUE 3.51
"vcar" "chrLR999939.1" "24420" 11354700 42.343 TRUE 1.62
"vcar" "chrLR999939.1" "24428" 11408400 42.343 TRUE -0.36
"vcar" "chrLR999939.1" "24434" 11420300 42.343 TRUE 2.44
"vcar" "chrLR999939.1" "24457" 11563200 42.343 TRUE 2.41
"vcar" "chrLR999939.1" "24496" 11864500 42.343 TRUE 4.5
"vcar" "chrLR999939.1" "24581" 12210600 46.789 TRUE 4.88
"vcar" "chrLR999939.1" "24595" 12279400 46.789 TRUE 2.98
"vcar" "chrLR999939.1" "24618" 12571300 46.789 TRUE 1.86
"vcar" "chrLR999939.1" "24633" 12763300 46.789 TRUE 0.55
"vcar" "chrLR999939.1" "24688" 13013000 46.789 TRUE -0.84
"vcar" "chrLR999939.1" "24706" 13208400 46.789 TRUE NA
"vcar" "chrLR999941.1" "24822" 367600 0 TRUE NA
"vcar" "chrLR999941.1" "24826" 645518 0 TRUE 5.38
"vcar" "chrLR999941.1" "24849" 690602 2.224 TRUE 5.5
"vcar" "chrLR999941.1" "24855" 690848 2.224 TRUE 5.5
"vcar" "chrLR999941.1" "24871" 735839 2.224 TRUE 5.44
"vcar" "chrLR999941.1" "24883" 808164 2.224 TRUE 5.96
"vcar" "chrLR999941.1" "24898" 1018390 3.335 TRUE 8.23
"vcar" "chrLR999941.1" "24901" 1018670 3.335 TRUE 8.24
"vcar" "chrLR999941.1" "24938" 1421630 8.914 TRUE 13.16
"vcar" "chrLR999941.1" "24959" 1520300 8.914 TRUE 13.37
"vcar" "chrLR999941.1" "24965" 1520560 8.914 TRUE 13.38
"vcar" "chrLR999941.1" "24980" 1924850 15.62 TRUE 9.32
"vcar" "chrLR999941.1" "24988" 1993360 16.731 TRUE 6.63
