"mkr" "set" "map" "phys" "gen" "vld" "slidingwindow.3" "slidingwindow" "slidingwindow.2" "slidingwindow.4" "vld.1" "loess" "chr_length" "chr_start" "genome_pos" "rel_pos" "chr_type"
"846" 17920 "vcar" "LR999935.1" 11447300 38.936 TRUE 4.83 4.9 4.9 4.83 TRUE 5.89 14868897 175009806 186457106 76.9882258246863 "Autosome"
"847" 17962 "vcar" "LR999935.1" 12046000 42.274 TRUE 6.24 9.52 9.52 6.24 TRUE 6.55 14868897 175009806 187055806 81.0147518003521 "Autosome"
"848" 18046 "vcar" "LR999935.1" 12456700 46.724 TRUE 6.37 5.85 5.85 6.37 TRUE 6.31 14868897 175009806 187466506 83.7768934709817 "Autosome"
"849" 18062 "vcar" "LR999935.1" 12544800 46.724 TRUE 6.37 5.85 5.85 6.37 TRUE 6.23 14868897 175009806 187554606 84.3694054777567 "Autosome"
"850" 18070 "vcar" "LR999935.1" 12634600 46.724 TRUE 6.37 0 0 6.37 TRUE 6.67 14868897 175009806 187644406 84.9733507468644 "Autosome"
"851" 18087 "vcar" "LR999935.1" 12850200 46.724 TRUE 6.37 5.31 5.31 6.37 TRUE 5.45 14868897 175009806 187860006 86.4233574285974 "Autosome"
"852" 18139 "vcar" "LR999935.1" 13301100 51.17 TRUE 3.53 9.86 9.86 3.53 TRUE 3.29 14868897 175009806 188310906 89.455862126155 "Autosome"
"853" 18229 "vcar" "LR999935.1" 14056300 52.281 TRUE 2.42 0 0 2.42 TRUE 3.1 14868897 175009806 189066106 94.5349207812792 "Autosome"
"854" 18265 "vcar" "LR999935.1" 14297800 52.281 TRUE 2.42 3.84 3.84 2.42 TRUE 2.89 14868897 175009806 189307606 96.1591165773763 "Autosome"
"855" 18315 "vcar" "LR999935.1" 14352600 52.281 TRUE 3.62 3.62 3.62 3.62 TRUE 2.99 14868897 175009806 189362406 96.5276711513974 "Autosome"
"856" 18364 "vcar" "LR999935.1" 14722100 54.505 TRUE 3.62 4.62 4.62 3.62 TRUE 2.94 14868897 175009806 189731906 99.0127243466681 "Autosome"
"857" 18375 "vcar" "LR999935.1" 14739800 54.505 TRUE 3.62 4.62 4.62 3.62 TRUE 2.96 14868897 175009806 189749606 99.1317647838976 "Autosome"
"858" 18387 "vcar" "LR999935.1" 14838700 54.505 TRUE 3.62 4.77 4.77 3.62 TRUE 3.06 14868897 175009806 189848506 99.7969116337278 "Autosome"
"859" 18390 "vcar" "LR999935.1" 14838900 54.505 TRUE 3.62 4.77 4.77 3.62 TRUE NA 14868897 175009806 189848706 99.798256723414 "Autosome"
"860" 18401 "vcar" "LR999936.1" 85279 0 TRUE 0 0 0 0 TRUE NA 14774369 189878703 189963982 0.577209084191683 "Autosome"
"861" 18403 "vcar" "LR999936.1" 122018 0 TRUE 0 0 0 0 TRUE 0.45 14774369 189878703 190000721 0.825876218469973 "Autosome"
"862" 18428 "vcar" "LR999936.1" 252002 0 TRUE 0.86 0 0 0.86 TRUE 0.56 14774369 189878703 190130705 1.70567013724918 "Autosome"
"863" 18438 "vcar" "LR999936.1" 391697 0 TRUE 0.94 0 0 0.94 TRUE 0.72 14774369 189878703 190270400 2.65119275144678 "Autosome"
"864" 18455 "vcar" "LR999936.1" 744730 0 TRUE 0.87 1.14 1.14 0.87 TRUE 0.83 14774369 189878703 190623433 5.04068904736304 "Autosome"
"865" 18478 "vcar" "LR999936.1" 939310 0 TRUE 0.87 2.42 2.42 0.87 TRUE 1.04 14774369 189878703 190818013 6.3576996080171 "Autosome"
"866" 18504 "vcar" "LR999936.1" 1142270 1.111 TRUE 0.83 1.76 1.76 0.83 TRUE 0.88 14774369 189878703 191020973 7.73143001910945 "Autosome"
"867" 18507 "vcar" "LR999936.1" 1198550 1.111 TRUE 0.83 1.76 1.76 0.83 TRUE 1.59 14774369 189878703 191077253 8.11235999317467 "Autosome"
"868" 18536 "vcar" "LR999936.1" 1323190 1.111 TRUE 0.86 1.04 1.04 0.86 TRUE 0.89 14774369 189878703 191201893 8.95598316246196 "Autosome"
"869" 18547 "vcar" "LR999936.1" 1528090 1.111 TRUE 1.65 0 0 1.65 TRUE -0.01 14774369 189878703 191406793 10.3428444219851 "Autosome"
"870" 18560 "vcar" "LR999936.1" 1720220 1.111 TRUE 1.74 0 0 1.74 TRUE 1.25 14774369 189878703 191598923 11.6432722101364 "Autosome"
"871" 18572 "vcar" "LR999936.1" 2073500 1.111 TRUE 1.57 3.15 3.15 1.57 TRUE 2.78 14774369 189878703 191952203 14.03444032026 "Autosome"
"872" 18641 "vcar" "LR999936.1" 2510430 3.335 TRUE 1.7 2.25 2.25 1.7 TRUE 2.13 14774369 189878703 192389133 16.9917916629807 "Autosome"
"873" 18650 "vcar" "LR999936.1" 2510690 3.335 TRUE 1.7 2.25 2.25 1.7 TRUE 2.11 14774369 189878703 192389393 16.9935514674095 "Autosome"
"874" 18656 "vcar" "LR999936.1" 2535190 3.335 TRUE 1.72 2.25 2.25 1.72 TRUE 2.06 14774369 189878703 192413893 17.1593791924379 "Autosome"
"875" 18664 "vcar" "LR999936.1" 2694500 3.335 TRUE 1.72 0 0 1.72 TRUE 0.85 14774369 189878703 192573203 18.2376655138368 "Autosome"
"876" 18677 "vcar" "LR999936.1" 2858340 3.335 TRUE 1.47 0.56 0.56 1.47 TRUE 1.19 14774369 189878703 192737043 19.3466130431696 "Autosome"
"877" 18686 "vcar" "LR999936.1" 2975000 3.335 TRUE 1.47 0.56 0.56 1.47 TRUE 0.79 14774369 189878703 192853703 20.1362237534476 "Autosome"
"878" 18713 "vcar" "LR999936.1" 3129600 3.335 TRUE 0.94 1.35 1.35 0.94 TRUE 1.12 14774369 189878703 193008303 21.1826305407696 "Autosome"
"879" 18722 "vcar" "LR999936.1" 3303510 3.335 TRUE 0.94 1.53 1.53 0.94 TRUE 1.44 14774369 189878703 193182213 22.3597366493283 "Autosome"
"880" 18736 "vcar" "LR999936.1" 3303890 4.446 TRUE 0.94 1.53 1.53 0.94 TRUE 1.45 14774369 189878703 193182593 22.3623086711859 "Autosome"
"881" 18761 "vcar" "LR999936.1" 3500360 4.446 TRUE 0.94 1.79 1.79 0.94 TRUE 1.92 14774369 189878703 193379063 23.6921116563421 "Autosome"
"882" 18784 "vcar" "LR999936.1" 3750870 4.446 TRUE 1.96 1.33 1.33 1.96 TRUE 1.94 14774369 189878703 193629573 25.387683223561 "Autosome"
"883" 18867 "vcar" "LR999936.1" 4570930 6.669 TRUE 3.56 0 0 3.56 TRUE 3.22 14774369 189878703 194449633 30.9382417617971 "Autosome"
"884" 18896 "vcar" "LR999936.1" 4745790 6.669 TRUE 3.56 5.47 5.47 3.56 TRUE 3.7 14774369 189878703 194624493 32.1217779249997 "Autosome"
"885" 18948 "vcar" "LR999936.1" 5227800 10.004 TRUE 4.66 5.33 5.33 4.66 TRUE 3.64 14774369 189878703 195106503 35.3842522817726 "Autosome"
"886" 18968 "vcar" "LR999936.1" 5419580 10.004 TRUE 4.66 0 0 4.66 TRUE 3.13 14774369 189878703 195298283 36.6823111024234 "Autosome"
"887" 19040 "vcar" "LR999936.1" 6438910 10.004 TRUE 4.46 10.52 10.52 4.46 TRUE 3.36 14774369 189878703 196317613 43.5816243658189 "Autosome"
"888" 19056 "vcar" "LR999936.1" 6498410 13.339 TRUE 4.46 10.52 10.52 4.46 TRUE 3.72 14774369 189878703 196377113 43.9843488408879 "Autosome"
"889" 19059 "vcar" "LR999936.1" 6589010 13.339 TRUE 5.29 10.52 10.52 5.29 TRUE 4.27 14774369 189878703 196467713 44.5975729995643 "Autosome"
"890" 19081 "vcar" "LR999936.1" 6773900 14.45 TRUE 5.35 4.58 4.58 5.35 TRUE 4.97 14774369 189878703 196652603 45.84899700285 "Autosome"
"891" 19084 "vcar" "LR999936.1" 7127160 14.45 TRUE 4.99 5.21 5.21 4.99 TRUE 4.92 14774369 189878703 197005863 48.2400297434022 "Autosome"
"892" 19140 "vcar" "LR999936.1" 7357250 14.45 TRUE 4.99 7.34 7.34 4.99 TRUE 4.99 14774369 189878703 197235953 49.7973889781689 "Autosome"
"893" 19152 "vcar" "LR999936.1" 7421010 17.788 TRUE 4.99 6.27 6.27 4.99 TRUE 6.14 14774369 189878703 197299713 50.2289471719571 "Autosome"
"894" 19176 "vcar" "LR999936.1" 7533110 18.9 TRUE 4.1 5.71 5.71 4.1 TRUE 4.92 14774369 189878703 197411813 50.9876936199441 "Autosome"
"895" 19177 "vcar" "LR999936.1" 7752340 18.9 TRUE 3.19 4.98 4.98 3.19 TRUE 4.29 14774369 189878703 197631043 52.4715471774124 "Autosome"
"896" 19198 "vcar" "LR999936.1" 7805850 18.9 TRUE 3.34 4.98 4.98 3.34 TRUE 3.27 14774369 189878703 197684553 52.8337284658316 "Autosome"
"897" 19200 "vcar" "LR999936.1" 7918140 18.9 TRUE 3.34 1.54 1.54 3.34 TRUE 3.45 14774369 189878703 197796843 53.5937609247474 "Autosome"
"898" 19220 "vcar" "LR999936.1" 7948470 18.9 TRUE 3.34 1.31 1.31 3.34 TRUE 2.75 14774369 189878703 197827173 53.799048879854 "Autosome"
"899" 19248 "vcar" "LR999936.1" 8435050 20.011 TRUE 2.84 2.73 2.73 2.84 TRUE 3.2 14774369 189878703 198313753 57.0924551837036 "Autosome"
"900" 19250 "vcar" "LR999936.1" 8661410 20.011 TRUE 3.16 4.68 4.68 3.16 TRUE 3.74 14774369 189878703 198540113 58.6245679933945 "Autosome"
"901" 19268 "vcar" "LR999936.1" 8701080 20.011 TRUE 3.16 4.68 4.68 3.16 TRUE 4.06 14774369 189878703 198579783 58.893073538369 "Autosome"
"902" 19274 "vcar" "LR999936.1" 8797210 22.235 TRUE 3.38 4.68 4.68 3.38 TRUE 5.3 14774369 189878703 198675913 59.5437273835519 "Autosome"
"903" 19313 "vcar" "LR999936.1" 9306290 24.458 TRUE 3.44 NA NA 3.44 TRUE 3.9 14774369 189878703 199184993 62.9894244552847 "Autosome"
"904" 19395 "vcar" "LR999936.1" 9811390 25.57 TRUE 1.94 0 0 1.94 TRUE 1.11 14774369 189878703 199690093 66.4081829822986 "Autosome"
"905" 19440 "vcar" "LR999936.1" 10203100 25.57 TRUE 1.94 1.14 1.14 1.94 TRUE 2.61 14774369 189878703 200081803 69.0594637239668 "Autosome"
"906" 19442 "vcar" "LR999936.1" 10214200 25.57 TRUE 1.94 1.14 1.14 1.94 TRUE 2.3 14774369 189878703 200092903 69.1345938361225 "Autosome"
"907" 19469 "vcar" "LR999936.1" 10371600 25.57 TRUE 2.41 4.38 4.38 2.41 TRUE 3.2 14774369 189878703 200250303 70.1999523634478 "Autosome"
"908" 19507 "vcar" "LR999936.1" 10484000 26.681 TRUE 2.41 4.38 4.38 2.41 TRUE 3.36 14774369 189878703 200362703 70.9607293550066 "Autosome"
"909" 19513 "vcar" "LR999936.1" 10724600 27.792 TRUE 2.41 6.03 6.03 2.41 TRUE 4.24 14774369 189878703 200603303 72.5892252995712 "Autosome"
"910" 19597 "vcar" "LR999936.1" 11783800 34.472 TRUE 4.71 0 0 4.71 TRUE 6.04 14774369 189878703 201662503 79.7583978036558 "Autosome"
"911" 19616 "vcar" "LR999936.1" 11898300 34.472 TRUE 4.71 6.17 6.17 4.71 TRUE 5.38 14774369 189878703 201777003 80.533388600217 "Autosome"
"912" 19659 "vcar" "LR999936.1" 11926600 34.472 TRUE 4.71 6.17 6.17 4.71 TRUE 5.38 14774369 189878703 201805303 80.7249365438213 "Autosome"
"913" 19678 "vcar" "LR999936.1" 12380200 37.807 TRUE 3.93 4.9 4.9 3.93 TRUE 4.38 14774369 189878703 202258903 83.7951184243469 "Autosome"
"914" 19685 "vcar" "LR999936.1" 12445300 37.807 TRUE 3.93 1.66 1.66 3.93 TRUE 4.17 14774369 189878703 202324003 84.2357463794224 "Autosome"
"915" 19687 "vcar" "LR999936.1" 12445600 37.807 TRUE 3.93 1.66 1.66 3.93 TRUE 4.17 14774369 189878703 202324303 84.2377769229941 "Autosome"
"916" 19724 "vcar" "LR999936.1" 12626100 37.807 TRUE 3.93 1.66 1.66 3.93 TRUE 3.56 14774369 189878703 202504803 85.4594873053462 "Autosome"
"917" 19734 "vcar" "LR999936.1" 12649700 37.807 TRUE 3.93 1.66 1.66 3.93 TRUE 3.46 14774369 189878703 202528403 85.6192233996592 "Autosome"
"918" 19735 "vcar" "LR999936.1" 12650000 37.807 TRUE 3.93 1.66 1.66 3.93 TRUE 3.43 14774369 189878703 202528703 85.621253943231 "Autosome"
"919" 19741 "vcar" "LR999936.1" 12708900 38.918 TRUE 3.39 1.66 1.66 3.39 TRUE 3.04 14774369 189878703 202587603 86.0199173311564 "Autosome"
"920" 19837 "vcar" "LR999936.1" 13283000 40.03 TRUE 2.05 0 0 2.05 TRUE 1.41 14774369 189878703 203161703 89.9057008796788 "Autosome"
"921" 19843 "vcar" "LR999936.1" 13289900 40.03 TRUE 2.05 0 0 2.05 TRUE 1.38 14774369 189878703 203168603 89.9524033818297 "Autosome"
"922" 19863 "vcar" "LR999936.1" 13656900 40.03 TRUE 1.07 0 0 1.07 TRUE 1.9 14774369 189878703 203535603 92.4364350179693 "Autosome"
"923" 19885 "vcar" "LR999936.1" 13719300 40.03 TRUE 2.58 0 0 2.58 TRUE 2.3 14774369 189878703 203598003 92.8587880808987 "Autosome"
"924" 19966 "vcar" "LR999936.1" 14677800 43.365 TRUE 3.48 0 0 3.48 TRUE 4 14774369 189878703 204556503 99.3463747927238 "Autosome"
"925" 19976 "vcar" "LR999936.1" 14678200 43.365 TRUE 3.48 0 0 3.48 TRUE NA 14774369 189878703 204556903 99.3490821841528 "Autosome"
"926" 19985 "vcar" "LR999937.1" 109460 2.224 TRUE 4.13 2.19 2.19 4.13 TRUE NA 14615999 204653072 204762532 0.748905360488872 "Autosome"
"927" 20004 "vcar" "LR999937.1" 160487 2.224 TRUE 4.8 2.19 2.19 4.8 TRUE 0.13 14615999 204653072 204813559 1.09802278995777 "Autosome"
"928" 20035 "vcar" "LR999937.1" 277933 3.335 TRUE 4.8 2.19 2.19 4.8 TRUE 1.32 14615999 204653072 204931005 1.90156690623747 "Autosome"
"929" 20076 "vcar" "LR999937.1" 562563 3.335 TRUE 4.8 4.13 4.13 4.8 TRUE 4.12 14615999 204653072 205215635 3.8489534653088 "Autosome"
"930" 20083 "vcar" "LR999937.1" 562897 3.335 TRUE 4.8 4.13 4.13 4.8 TRUE 4.13 14615999 204653072 205215969 3.85123863240549 "Autosome"
"931" 20088 "vcar" "LR999937.1" 599928 3.335 TRUE 4.8 4.13 4.13 4.8 TRUE 4.61 14615999 204653072 205253000 4.10459798197852 "Autosome"
"932" 20132 "vcar" "LR999937.1" 907035 4.447 TRUE 3.39 7.44 7.44 3.39 TRUE 6.83 14615999 204653072 205560107 6.20576807647565 "Autosome"
"933" 20141 "vcar" "LR999937.1" 922218 4.447 TRUE 3.39 7.44 7.44 3.39 TRUE 7.82 14615999 204653072 205575290 6.30964739392771 "Autosome"
"934" 20149 "vcar" "LR999937.1" 1019020 7.785 TRUE 3.39 7.44 7.44 3.39 TRUE 6.24 14615999 204653072 205672092 6.97194902654276 "Autosome"
"935" 20194 "vcar" "LR999937.1" 1153370 7.785 TRUE 3.36 14.85 14.85 3.36 TRUE 3.54 14615999 204653072 205806442 7.89114722845835 "Autosome"
"936" 20230 "vcar" "LR999937.1" 1785070 7.785 TRUE 2.98 0 0 2.98 TRUE 2.75 14615999 204653072 206438142 12.2131234409636 "Autosome"
"937" 20254 "vcar" "LR999937.1" 1872400 7.785 TRUE 2.98 0 0 2.98 TRUE 2.83 14615999 204653072 206525472 12.8106193767528 "Autosome"
"938" 20267 "vcar" "LR999937.1" 1904000 7.785 TRUE 2.98 0 0 2.98 TRUE 3.02 14615999 204653072 206557072 13.0268208146429 "Autosome"
"939" 20301 "vcar" "LR999937.1" 2645340 11.12 TRUE 6.52 12.05 12.05 6.52 TRUE 6.79 14615999 204653072 207298412 18.0989339148149 "Autosome"
"940" 20319 "vcar" "LR999937.1" 2686410 11.12 TRUE 6.52 11.47 11.47 6.52 TRUE 7.5 14615999 204653072 207339482 18.3799273658954 "Autosome"
"941" 20341 "vcar" "LR999937.1" 3124800 16.681 TRUE 7.79 9.74 9.74 7.79 TRUE 5.97 14615999 204653072 207777872 21.379311807561 "Autosome"
"942" 20355 "vcar" "LR999937.1" 3168750 16.681 TRUE 7.79 9.68 9.68 7.79 TRUE 7.32 14615999 204653072 207821822 21.6800096934873 "Autosome"
"943" 20382 "vcar" "LR999937.1" 3408600 17.792 TRUE 6.05 4.16 4.16 6.05 TRUE 5.95 14615999 204653072 208061672 23.3210196579789 "Autosome"
"944" 20428 "vcar" "LR999937.1" 3970740 21.13 TRUE 3.51 0 0 3.51 TRUE 3.72 14615999 204653072 208623812 27.1670790344197 "Autosome"
"945" 20462 "vcar" "LR999937.1" 4246670 21.13 TRUE 3.3 0 0 3.3 TRUE 3.47 14615999 204653072 208899742 29.0549417798948 "Autosome"
"946" 20493 "vcar" "LR999937.1" 4286500 21.13 TRUE 3.3 0 0 3.3 TRUE 3.39 14615999 204653072 208939572 29.3274513770834 "Autosome"
"947" 20552 "vcar" "LR999937.1" 4620550 21.13 TRUE 2.78 0 0 2.78 TRUE 2.42 14615999 204653072 209273622 31.6129605646525 "Autosome"
"948" 20588 "vcar" "LR999937.1" 5189800 24.465 TRUE 3.53 NA NA 3.53 TRUE 2.64 14615999 204653072 209842872 35.5076652646186 "Autosome"
"949" 20653 "vcar" "LR999937.1" 6464620 26.688 TRUE 3.1 2.11 2.11 3.1 TRUE 0.06 14615999 204653072 211117692 44.2297512472462 "Autosome"
"950" 20662 "vcar" "LR999937.1" 6464900 26.688 TRUE 3.1 2.11 2.11 3.1 TRUE 0.06 14615999 204653072 211117972 44.2316669561896 "Autosome"
"951" 20671 "vcar" "LR999937.1" 6542500 26.688 TRUE 3.1 2.11 2.11 3.1 TRUE 0.53 14615999 204653072 211195572 44.7625920061981 "Autosome"
"952" 20681 "vcar" "LR999937.1" 6655730 26.688 TRUE 3.22 2.11 2.11 3.22 TRUE 1.21 14615999 204653072 211308802 45.5372910192454 "Autosome"
"953" 20690 "vcar" "LR999937.1" 6656040 26.688 TRUE 3.22 2.11 2.11 3.22 TRUE 1.2 14615999 204653072 211309112 45.5394119827184 "Autosome"
"954" 20697 "vcar" "LR999937.1" 6657940 26.688 TRUE 3.22 2.11 2.11 3.22 TRUE 1.22 14615999 204653072 211311012 45.5524114362624 "Autosome"
"955" 20703 "vcar" "LR999937.1" 6668030 26.688 TRUE 3.22 2.11 2.11 3.22 TRUE 1.28 14615999 204653072 211321102 45.6214453763988 "Autosome"
"956" 20716 "vcar" "LR999937.1" 6945950 27.799 TRUE 5.6 3.1 3.1 5.6 TRUE 3 14615999 204653072 211599022 47.5229233390068 "Autosome"
"957" 20740 "vcar" "LR999937.1" 7180620 27.799 TRUE 6.14 4.16 4.16 6.14 TRUE 2.88 14615999 204653072 211833692 49.1284926880468 "Autosome"
"958" 20790 "vcar" "LR999937.1" 7441660 30.023 TRUE 6.14 8.76 8.76 6.14 TRUE 8.85 14615999 204653072 212094732 50.9144807686426 "Autosome"
"959" 20798 "vcar" "LR999937.1" 7585340 30.023 TRUE 6.43 12.1 12.1 6.43 TRUE 14.46 14615999 204653072 212238412 51.897513129277 "Autosome"
"960" 20810 "vcar" "LR999937.1" 7681700 31.134 TRUE 7.32 12.11 12.11 7.32 TRUE 10.84 14615999 204653072 212334772 52.5567906784887 "Autosome"
"961" 20811 "vcar" "LR999937.1" 7681920 31.134 TRUE 7.32 12.11 12.11 7.32 TRUE 10.88 14615999 204653072 212334992 52.5582958783727 "Autosome"
"962" 20817 "vcar" "LR999937.1" 7728380 34.472 TRUE 7.32 12.11 12.11 7.32 TRUE 11.25 14615999 204653072 212381452 52.8761667266124 "Autosome"
"963" 20828 "vcar" "LR999937.1" 7768430 34.472 TRUE 7.32 12.11 12.11 7.32 TRUE 11.48 14615999 204653072 212421502 53.1501815236851 "Autosome"
"964" 20850 "vcar" "LR999937.1" 7927580 36.696 TRUE 6.8 12.11 12.11 6.8 TRUE 12.02 14615999 204653072 212580652 54.2390568034385 "Autosome"
"965" 20857 "vcar" "LR999937.1" 7978030 36.696 TRUE 6.92 12.9 12.9 6.92 TRUE 8.84 14615999 204653072 212631102 54.5842265041206 "Autosome"
"966" 20870 "vcar" "LR999937.1" 8157000 36.696 TRUE 6.92 6.03 6.03 6.92 TRUE 3.93 14615999 204653072 212810072 55.8087066097911 "Autosome"
"967" 20943 "vcar" "LR999937.1" 8520470 36.696 TRUE 4.88 3.62 3.62 4.88 TRUE 2.84 14615999 204653072 213173542 58.2955020727629 "Autosome"
"968" 20989 "vcar" "LR999937.1" 8621440 38.919 TRUE 4.32 3.62 3.62 4.32 TRUE 1.17 14615999 204653072 213274512 58.9863204013629 "Autosome"
"969" 21023 "vcar" "LR999937.1" 8829760 38.919 TRUE 1.43 1.97 1.97 1.43 TRUE 1.67 14615999 204653072 213482832 60.4116078552003 "Autosome"
"970" 21071 "vcar" "LR999937.1" 9262890 38.919 TRUE 1.13 0 0 1.13 TRUE 0.5 14615999 204653072 213915962 63.3750043360019 "Autosome"
"971" 21097 "vcar" "LR999937.1" 9675780 38.919 TRUE 0.83 0 0 0.83 TRUE 0.9 14615999 204653072 214328852 66.1999224274714 "Autosome"
"972" 21106 "vcar" "LR999937.1" 9694540 38.919 TRUE 0.83 1.25 1.25 0.83 TRUE 0.95 14615999 204653072 214347612 66.3282749266745 "Autosome"
"973" 21225 "vcar" "LR999937.1" 10180500 40.03 TRUE 0.73 1.76 1.76 0.73 TRUE 0.88 14615999 204653072 214833572 69.6531246341766 "Autosome"
"974" 21251 "vcar" "LR999937.1" 10373400 40.03 TRUE 0.64 0 0 0.64 TRUE 0.58 14615999 204653072 215026472 70.9729112597777 "Autosome"
"975" 21275 "vcar" "LR999937.1" 10830200 40.03 TRUE 0 0 0 0 TRUE 0 14615999 204653072 215483272 74.0982535644673 "Autosome"
"976" 21279 "vcar" "LR999937.1" 10831500 40.03 TRUE 0 0 0 0 TRUE -0.02 14615999 204653072 215484572 74.1071479274184 "Autosome"
"977" 21318 "vcar" "LR999937.1" 11031000 40.03 TRUE 1.31 0 0 1.31 TRUE 0.53 14615999 204653072 215684072 75.472090549541 "Autosome"
"978" 21328 "vcar" "LR999937.1" 11106800 40.03 TRUE 1.31 0 0 1.31 TRUE -0.06 14615999 204653072 215759872 75.990700327771 "Autosome"
"979" 21341 "vcar" "LR999937.1" 11218400 40.03 TRUE 1.65 0 0 1.65 TRUE 0.87 14615999 204653072 215871472 76.754247178041 "Autosome"
"980" 21352 "vcar" "LR999937.1" 11230500 40.03 TRUE 1.65 0 0 1.65 TRUE 0.93 14615999 204653072 215883572 76.8370331716635 "Autosome"
"981" 21362 "vcar" "LR999937.1" 11605800 40.03 TRUE 1.96 2.83 2.83 1.96 TRUE 2.37 14615999 204653072 216258872 79.4047673374909 "Autosome"
"982" 21394 "vcar" "LR999937.1" 11950300 42.253 TRUE 5.05 3.13 3.13 5.05 TRUE 4 14615999 204653072 216603372 81.7617735195521 "Autosome"
"983" 21397 "vcar" "LR999937.1" 11950600 42.253 TRUE 5.05 3.13 3.13 5.05 TRUE 0.78 14615999 204653072 216603672 81.7638260648485 "Autosome"
"984" 21402 "vcar" "LR999937.1" 11951600 42.253 TRUE 5.05 3.13 3.13 5.05 TRUE 4.04 14615999 204653072 216604672 81.7706678825033 "Autosome"
"985" 21419 "vcar" "LR999937.1" 12169300 42.253 TRUE 6.11 0 0 6.11 TRUE 6.83 14615999 204653072 216822372 83.2601315859422 "Autosome"
"986" 21426 "vcar" "LR999937.1" 12281900 42.253 TRUE 9.07 0 0 9.07 TRUE 7.76 14615999 204653072 216934972 84.030520253867 "Autosome"
"987" 21472 "vcar" "LR999937.1" 12913300 52.27 TRUE 7.37 3.58 3.58 7.37 TRUE 10.86 14615999 204653072 217566372 88.3504439210758 "Autosome"
"988" 21496 "vcar" "LR999937.1" 13194100 53.381 TRUE 5.77 3.58 3.58 5.77 TRUE 5.33 14615999 204653072 217847172 90.2716263185294 "Autosome"
"989" 21512 "vcar" "LR999937.1" 13242100 53.381 TRUE 5.77 3.58 3.58 5.77 TRUE 4.47 14615999 204653072 217895172 90.6000335659574 "Autosome"
"990" 21551 "vcar" "LR999937.1" 13744900 53.381 TRUE 3.14 5.95 5.95 3.14 TRUE 3.46 14615999 204653072 218397972 94.0400994827654 "Autosome"
"991" 21552 "vcar" "LR999937.1" 13745200 53.381 TRUE 3.14 5.95 5.95 3.14 TRUE 3.46 14615999 204653072 218398272 94.0421520280618 "Autosome"
"992" 21555 "vcar" "LR999937.1" 14121500 53.381 TRUE 3.37 7.46 7.46 3.37 TRUE 3.6 14615999 204653072 218774572 96.6167280115441 "Autosome"
"993" 21560 "vcar" "LR999937.1" 14126200 57.831 TRUE 3.37 7.46 7.46 3.37 TRUE 3.65 14615999 204653072 218779272 96.6488845545214 "Autosome"
"994" 21563 "vcar" "LR999937.1" 14274900 57.831 TRUE 7.46 15.41 15.41 7.46 TRUE NA 14615999 204653072 218927972 97.6662628397826 "Autosome"
"995" 21596 "vcar" "LR999938.1" 91731 0 TRUE 0.87 4.96 4.96 0.87 TRUE NA 14605406 219269071 219360802 0.628061965548921 "Autosome"
"996" 21619 "vcar" "LR999938.1" 315581 1.111 TRUE 0.87 4.96 4.96 0.87 TRUE 0.4 14605406 219269071 219584652 2.16071364260603 "Autosome"
"997" 21648 "vcar" "LR999938.1" 928084 1.111 TRUE 1.04 0 0 1.04 TRUE 1.11 14605406 219269071 220197155 6.35438686196057 "Autosome"
"998" 21686 "vcar" "LR999938.1" 1046090 1.111 TRUE 1.02 0 0 1.02 TRUE 1.28 14605406 219269071 220315161 7.16234796896437 "Autosome"
"999" 21757 "vcar" "LR999938.1" 1873240 2.223 TRUE 1.91 5.33 5.33 1.91 TRUE 2.06 14605406 219269071 221142311 12.8256619501026 "Autosome"
"1000" 21765 "vcar" "LR999938.1" 1873480 2.223 TRUE 1.91 5.33 5.33 1.91 TRUE 2.06 14605406 219269071 221142551 12.8273051772748 "Autosome"
"1001" 21783 "vcar" "LR999938.1" 1994920 2.223 TRUE 2.6 5.33 5.33 2.6 TRUE 2.16 14605406 219269071 221263991 13.6587781264006 "Autosome"
"1002" 21822 "vcar" "LR999938.1" 2296660 4.445 TRUE 3.56 5.33 5.33 3.56 TRUE 3.19 14605406 219269071 221565731 15.7247254886307 "Autosome"
"1003" 21878 "vcar" "LR999938.1" 2875670 5.556 TRUE 3.54 NA NA 3.54 TRUE 2.28 14605406 219269071 222144741 19.6890795093269 "Autosome"
"1004" 22010 "vcar" "LR999938.1" 4033440 5.556 TRUE 2.22 6.23 6.23 2.22 TRUE 4 14605406 219269071 223302511 27.6160758557482 "Autosome"
"1005" 22040 "vcar" "LR999938.1" 4177860 6.668 TRUE 2.25 6.23 6.23 2.25 TRUE 6.48 14605406 219269071 223446931 28.6048878066108 "Autosome"
"1006" 22096 "vcar" "LR999938.1" 4310420 7.779 TRUE 2.11 6.23 6.23 2.11 TRUE 4.89 14605406 219269071 223579491 29.5124969480479 "Autosome"
"1007" 22116 "vcar" "LR999938.1" 4373560 7.779 TRUE 2.11 6.23 6.23 2.11 TRUE 4.24 14605406 219269071 223642631 29.9448026299303 "Autosome"
"1008" 22118 "vcar" "LR999938.1" 4373800 7.779 TRUE 2.11 6.23 6.23 2.11 TRUE 4.23 14605406 219269071 223642871 29.9464458571025 "Autosome"
"1009" 22126 "vcar" "LR999938.1" 4407150 7.779 TRUE 2.11 6.23 6.23 2.11 TRUE 3.87 14605406 219269071 223676221 30.1747859662374 "Autosome"
