orthogroup gr01 gr02	sp01 sp02	spM01 spM02	spT01 spT02	spV01 spV02	spMs01 spMs02	spVs01 spVs02
OG0011976 -7.93893332736188 -7.93893332286944	-7.77258418057239 -7.77259517328171	-7.58786210756762 -7.5421920944543	-7.35001834370082 -7.35005031799335	-7.33451834566541 -7.23846460813808	-7.54194727623778 -7.54699815248027	-7.93161051553873 -7.93161214740959
OG0011977 -7.99973619572016 -7.93893332295178	-7.3517149494602 -7.35005031799448	-6.79485388281197 -6.68323663048281	-7.77258336152199 -7.77259517328524	-7.34504022157611 -7.23847032636909	-6.68503154534327 -6.68236173358056	-7.93169576743716 -7.93161214741048
OG0011978 -8.63208070023394 -8.63208429212392	-8.04317859268436 -8.0431656754666	-8.13506746048934 -7.37560292988609	-7.24934137926633 -7.24934091968855	-6.8491658268492 -6.84884642555043	-7.37551047881446 -7.37550923039592	-8.24133991134372 -8.23504083613944
OG0011979 -7.93836078127192 -7.93893332286944	-7.77258875994859 -7.77259517328171	-7.54264088754322 -7.5421920944543	-7.35001828847248 -7.35005031799335	-7.24786013881783 -7.23846460813808	-7.54189372792403 -7.54699815248027	-7.93161199280241 -7.93161214740959
OG0011980 -7.93889444896804 -7.93893332286944	-7.35099513012206 -7.35005031799335	-7.23848683077138 -7.23947799140299	-7.77258797188612 -7.77259517328171	-7.23871689878017 -7.23847032633112	-7.93164104455259 -7.93164835331616	-7.9316103397213 -7.93161214740959
OG0011981 -6.03021725507419 -6.02249639549689	-5.92661063799892 -5.92230664833854	-5.89039324472732 -5.77388186118078	-5.91599780438454 -5.92230664833854	-5.82595661203904 -5.79231159820553	-6.15252163080563 -5.78756905713537	-5.8327331439287 -5.7782218405938
OG0011982 -8.26305603034096 -8.63207891671118	-8.04316567734836 -8.04316567517776	-7.38010183548102 -7.37560286704689	-8.03630471684226 -8.04316567517776	-7.39016935241099 -7.37563231572422	-7.37553434017611 -7.37550923009182	-7.37550845804676 -7.37551480925033
OG0011983 -8.63208116885985 -8.63208168755711	-8.04316540425121 -8.04316567526394	-7.3755091829998 -7.37560289842595	-7.42544246524171 -8.46573362722508	-7.97582563599315 -7.93161226099005	-7.37550839518807 -7.37550923023791	-8.05918115016812 -8.62475805985456
OG0011984 -8.38788649957315 -8.63207891671118	-8.0431654325095 -8.04316567517776	-7.93161394797175 -7.93182659695694	-7.91553260214986 -8.04316567517776	-7.01917290236759 -7.37563231572422	-8.62475758574816 -8.62486534457971	-7.37550844719709 -7.37551480925033
OG0011985 -6.12915975060581 -7.93893333209324	-7.77071409027078 -7.77259517059552	-7.54526742177043 -7.54212662359953	-7.35145020356177 -7.77259517059552	-7.5420195856147 -7.54192223596135	-7.54205670256333 -6.94420895605645	-7.54189363368264 -7.54189367146466
OG0011986 -8.63208507300982 -8.6320817052784	-8.04316538451735 -8.04316567528887	-6.84993692448582 -6.85015559549631	-8.46573647480467 -8.46573548326304	-7.97839931870435 -7.93161226099743	-8.23504070594817 -8.2350336699324	-8.62476532908678 -8.62475805985986
OG0011987 -7.85920321981292 -8.14432922122342	-7.72786169654816 -7.91822174017728	-4.57903070630225 -4.57879012431761	-7.91819718848631 -7.91822174017728	-7.48577264830154 -7.60168689538126	-5.06506920973096 -5.31213089170657	-7.49667968356829 -7.6015531249587
OG0011988 -9.1234791887897 -9.12336874067251	-8.63456777123309 -8.6345689943264	-8.15254204941237 -7.38147133202353	-8.63481333135718 -8.6345689943264	-8.18355515558014 -8.04456930636955	-8.83730269746486 -8.83681854044395	-8.04436609272886 -8.04437834347191
OG0011989 -7.94344628961975 -7.93893332289403	-6.84239733843487 -7.35005031799423	-7.23846917322888 -7.23947799141818	-7.77256726894075 -7.77259517049343	-7.24135085745478 -7.23847032634958	-7.93161141544156 -7.9316483533162	-7.93161090910932 -7.93161214741016
OG0011990 -4.8900408894162 -5.00579108438891	-5.0710827380903 -4.96060331794026	-2.35114673308328 -1.7403015619794	-5.10204823252993 -4.96060331794026	-5.67972709766993 -4.89365358957723	-2.52593706337412 -2.65064678469513	-5.82546354079718 -5.04700081800341
OG0011991 -7.93893335790828 -7.93893333214004	-7.77258926621581 -7.77259517338588	-7.59703883846647 -7.54215823314479	-7.64948339579108 -7.77259517338588	-7.81874435945799 -7.54192224648413	-7.54189348034384 -7.23167497487086	-7.54189403606096 -7.5418936714663
OG0011992 -9.12348867742207 -9.12348917615036	-8.64073568754997 -8.63456913172549	-7.44090823420231 -7.41554465534531	-7.74461294183439 -7.74433009563638	-7.41549938992661 -7.41548983821979	-7.98737080705415 -7.79207755262029	-8.80175344073536 -8.80175342720124
OG0011993 -7.93893289661471 -7.93893332328136	-7.77263804359389 -7.77259518771249	-7.59241161169409 -7.54219216693912	-7.35001821615111 -7.35005031799618	-7.23857109470941 -7.23846460814439	-7.54189648309792 -7.54215014525291	-7.9316104594034 -7.93161214741318
OG0011994 -7.93893331921896 -7.93893332282323	-7.77259391553235 -7.7725951704874	-7.60525160511115 -7.54219208431101	-7.35001815416967 -7.3500503179932	-7.24761366886902 -7.23846460813762	-7.54189381859057 -6.94420895604338	-6.16486568344518 -7.93161214740934
OG0011995 -7.93893196144089 -7.93893330202078	-7.35001579844977 -7.35005031686086	-7.34940237852327 -7.23947758310916	-7.35344207485901 -7.35005031686086	-6.86181970592122 -6.68318151962581	-7.9373298130809 -7.93164834000706	-6.68236030366509 -6.68236709353565
OG0011996 -9.09541716573577 -9.09540430833105	-8.65855800767385 -8.65800529955776	-6.00144810334633 -6.00187700799916	-8.04774494619736 -8.65800529955776	-8.14556458122408 -8.15882371600433	-6.39167349447552 -6.50832676638878	-8.14494973401586 -8.14526210556145
OG0011997 -8.63209215257512 -8.63208427094139	-7.25017573740643 -7.24934091968537	-6.81756887449811 -6.81237999442804	-8.04318632785597 -8.04316567538872	-6.85064190778589 -6.84874671906488	-6.98326098416836 -6.98397915244682	-8.23504121294033 -8.23504083607114
OG0011998 -7.93893328146181 -7.93893333255716	-7.7725894641478 -7.77259518782061	-7.54196481307325 -7.54219213948422	-7.77589755877522 -7.77259518782061	-9.31264526523901 -7.54192228397451	-7.54189399153571 -7.54215014525295	-7.54189343407571 -7.54189367147834
OG0011999 -7.99772474499487 -7.93893332328136	-7.35006141588504 -7.35005031799618	-7.23879126821374 -7.239477991529	-7.79217459731271 -7.77259518771249	-7.27551833927953 -7.2384703264834	-7.93368489324045 -7.93164835331639	-7.93161237802797 -7.93161214741318
OG0012000 -7.93893335890009 -7.93893330206766	-7.35011369538707 -7.35005031686101	-7.2396952963794 -7.23947758312114	-7.37879056938536 -7.35005031686101	-6.79853951120292 -6.68318152005561	-7.93160955813789 -7.93164834000707	-6.68240236373467 -6.68236709353567
OG0012001 -7.93893257918488 -7.93893332282323	-7.77258882383501 -7.7725951704874	-7.54226575580545 -7.54219208431101	-7.35001823923545 -7.3500503179932	-7.31789954022454 -7.23846460813762	-7.12950917529198 -6.94420895604338	-5.97240818208398 -7.93161214740934
OG0012002 -7.93893338028315 -7.93893332282323	-7.83729395567429 -7.7725951704874	-7.54974457257662 -7.54219208431101	-7.35470160249988 -7.3500503179932	-7.24829168247866 -7.23846460813762	-7.54189460021335 -6.94420895604338	-7.9316101782668 -7.93161214740934
OG0012003 -9.12347908394736 -9.11318152753264	-8.63236582824095 -8.6345691095802	-7.4156207669418 -7.41554000866015	-8.65486729900372 -8.6345691095802	-8.06660862952062 -8.04456930652324	-7.83962583266258 -7.79207506501781	-7.96027774184849 -8.04437834349345
OG0012004 -8.63207769906073 -8.63208172738799	-8.04316629677202 -8.04316567536675	-6.86067305720023 -6.85015568928063	-8.46579461297141 -8.46573685170624	-7.93202675613911 -7.93161226100967	-8.23398902621269 -8.23503366993631	-8.62541854715282 -8.6247580598687
OG0012005 -8.63208021661697 -8.63207891006086	-8.04316556087424 -8.04316567517347	-7.9316802150037 -7.93182659694385	-8.04316553435182 -8.04316567517347	-7.37551919511661 -7.37563231619707	-8.62512323881448 -8.62486534445653	-7.37554751780603 -7.37551480925239
OG0012006 -7.93892705931499 -7.93893333214004	-7.77258890413234 -7.77259517338588	-7.62074717274016 -7.54215823314479	-7.77258881407066 -7.77259517338588	-7.54107364843787 -7.54192224648413	-7.55431051654921 -7.23167497487086	-7.54189361024204 -7.5418936714663
OG0012007 -8.48163590679284 -8.48163590711886	-5.52751845171293 -5.51330131413038	-2.80280426639536 -2.80277705601207	-8.19339666825789 -8.18873291017384	-5.91006889780507 -5.9099523689842	-2.92666410445562 -2.90418660337152	-7.54496754582871 -7.77551836699691
OG0012008 -7.93893308975709 -7.93893332295178	-7.3500184985062 -7.35005031799448	-7.25730076255835 -7.23947799143402	-7.77258910136936 -7.77259517328524	-7.58390728578612 -7.23847032636909	-7.93165049470403 -7.93164835331622	-7.93131503892376 -7.93161214741048
OG0012009 -7.93963091393343 -7.93893332282323	-7.35122500477165 -7.3500503179932	-7.24226077443063 -7.23947799139104	-7.77258819899823 -7.7725951704874	-7.23910023984161 -7.23847032631648	-7.9321216213821 -7.93164835331615	-7.93661949915288 -7.93161214740934
OG0012010 -4.89004085761908 -5.00579108438891	-5.90494430304002 -4.96060331794026	-1.75480950639596 -1.7403015619794	-5.26714232206707 -4.96060331794026	-5.80525558805819 -4.89365358957723	-3.84930854491428 -2.65064678469513	-5.61878481497244 -5.04700081800341
OG0012011 -8.63208053494938 -8.63207889182558	-8.04338656469744 -8.04316567527629	-7.93646937497314 -7.93182659700796	-8.04316543291002 -8.04316567527629	-7.37553044816162 -7.37563231758636	-8.65589342647962 -8.62486534515429	-7.37550846923951 -7.37551480925904
OG0012012 -8.63210230775091 -8.63208427094139	-7.24934067722447 -7.24934091968537	-6.81882524819934 -6.81237999442804	-8.0438332587389 -8.04316567538872	-6.8951229577602 -6.84874671906488	-6.98229203421611 -6.98397915244682	-8.23504468211322 -8.23504083607114
OG0012013 -8.63208054976594 -8.63207891108568	-8.04317808709053 -8.04316567534479	-7.94013863539838 -7.93182659704321	-8.04587730977017 -8.04316567534479	-7.45089953251673 -7.37563231880956	-8.62476573885917 -8.62486534551962	-7.37550847936512 -7.37551480926573
OG0012014 -7.9389329896762 -7.93893332295178	-7.35001824929074 -7.35005031799448	-7.49733876900553 -7.23947799143402	-7.77258881926602 -7.77259517328524	-7.24145350346624 -7.23847032636909	-7.93228000856833 -7.93164835331622	-7.93161086784404 -7.93161214741048
OG0012015 -8.62278488108102 -8.63207888693561	-8.04316534587342 -8.04316567526691	-7.94339967133733 -7.93182659700346	-8.043211020046 -8.04316567526691	-7.38305719495186 -7.3756323173582	-8.62523857388796 -8.62486534509463	-7.56650319747291 -7.37551480925832
OG0012016 -7.93893334007837 -7.93893330235449	-7.35002478378152 -7.35005031686256	-7.23870794388192 -7.23947758320414	-7.3508190480554 -7.35005031686256	-6.98563630371038 -6.68318152202334	-7.93161169711643 -7.93164834000723	-6.68792316767298 -6.68236709353595
OG0012017 -7.93893335408774 -7.93893333214004	-7.77258601216674 -7.77259517338588	-7.80435722716571 -7.54215823314479	-7.77258881397817 -7.77259517338588	-7.7248454658968 -7.54192224648413	-7.5418861820294 -7.23167497487086	-7.54189331050659 -7.5418936714663
OG0012018 -8.63208053224584 -8.63207892064426	-8.04341898964371 -8.04316567518339	-7.931496661166 -7.93182659696032	-8.04316623946999 -8.04316567518339	-7.3764167949461 -7.37563231581553	-8.62475492835026 -8.62486534462467	-7.37550911935124 -7.37551480925062
OG0012019 -8.6320805364056 -8.63208427094139	-8.04359743646821 -8.04316567538872	-7.83544972667043 -7.93179497744858	-7.24954567580489 -7.24934091968537	-6.979056701352 -6.84884642507329	-8.62475809460933 -8.62486734729004	-8.23504365446021 -8.23504083607114
OG0012020 -8.63529434637613 -8.63208169815191	-8.46573587929722 -8.46573464162574	-8.36266273083316 -8.10865730822566	-8.04319814523733 -8.04316567527761	-8.1542609692701 -7.93228172974021	-8.10860564118143 -8.10860615044962	-8.24474818008947 -8.62475805985855
OG0012021 -7.93893301274094 -7.93893330235449	-7.3501906752268 -7.35005031686256	-7.23888563145441 -7.23947758320414	-7.35001776584899 -7.35005031686256	-6.71079788809061 -6.68318152202334	-7.9337307745365 -7.93164834000723	-6.68236479124836 -6.68236709353595
OG0012022 -8.63208051383631 -8.63208170973152	-8.47138866341902 -8.46573583920218	-8.11173462542063 -8.1089584576029	-8.04349382680289 -8.04316567529825	-7.94863650639087 -7.93173572078201	-8.10860623464853 -8.10860615557298	-8.6248445989881 -8.62475805986073
OG0012023 -7.93893293345106 -7.93893330206766	-7.35001820487106 -7.35005031686101	-7.24410498239802 -7.23947758312114	-7.42335674959972 -7.35005031686101	-6.68241775013294 -6.68318152005561	-7.93161059549719 -7.93164834000707	-6.68239351227433 -6.68236709353567
OG0012024 -7.93893336632739 -7.93893333249858	-7.77264891731656 -7.77259518502092	-7.66617331059959 -7.5421582628617	-7.90742844179739 -7.77259518502092	-7.5704879496264 -7.54192227605274	-7.54190034767191 -7.54834883804426	-7.54190224872498 -7.54189367147711
OG0012025 -8.63202899427817 -8.63207888297738	-8.04320549968661 -8.04316567526127	-6.85031590328618 -6.85015554089616	-8.04316547858829 -8.04316567526127	-7.37567436413292 -7.37563231726685	-7.61997859604574 -8.23503366904339	-7.37559026139967 -7.37551480925803
OG0012026 -7.93892630180352 -7.93893333255716	-7.77258888836964 -7.77259518782061	-7.54209218056025 -7.54219213948422	-7.7785948274914 -7.77259518782061	-7.54238501155019 -7.54192228397451	-7.7109598502313 -7.54215014525295	-7.54189863171999 -7.54189367147834
OG0012027 -7.9389333734449 -7.93893332295178	-7.35002456044165 -7.35005031799448	-7.24061679376445 -7.23947799143402	-7.77258879686811 -7.77259517328524	-7.27545174571395 -7.23847032636909	-7.93161035573791 -7.93164835331622	-7.95050291874731 -7.93161214741048
OG0012028 -8.63207963212527 -8.63208426755441	-7.40562127720442 -7.2493409196849	-6.84172831164004 -6.81237995510401	-8.06222672356127 -8.04316567538309	-6.84875133503568 -6.84875072453422	-6.98308658758223 -6.98397915244682	-8.23705217109362 -8.23504083606029
OG0012029 -7.8662378237549 -7.93893330235449	-7.35125045944164 -7.35005031686256	-7.23915991171785 -7.23947758320414	-7.35279645762675 -7.35005031686256	-6.69402911100497 -6.68318152202334	-8.09904952708431 -7.93164834000723	-6.6910775677521 -6.68236709353595
OG0012030 -7.93893331804789 -7.93893332323514	-7.35074756804903 -7.35005031799603	-7.24719482851937 -7.23947799151702	-7.77258880149054 -7.77259518491425	-7.23847836898455 -7.23847032646876	-7.93164233308035 -7.93164835331638	-7.93161037291437 -7.93161214741294
OG0012031 -8.63207974330408 -8.63208427094139	-8.04316147688353 -8.04316567538872	-7.93161744832956 -7.93179497744858	-7.24934067513284 -7.24934091968537	-6.84936749517562 -6.84884642507329	-8.62518361187777 -8.62486734729004	-8.24336252716102 -8.23504083607114
OG0012032 -7.93893579632337 -7.93893332328136	-7.35004432250412 -7.35005031799618	-7.26075741552602 -7.239477991529	-7.77258880920722 -7.77259518771249	-7.24019993851871 -7.2384703264834	-7.93168472998354 -7.93164835331639	-7.93187156002588 -7.93161214741318
OG0012033 -8.19109659282394 -8.18574911142657	-7.96974199412767 -7.91612986341758	-6.51035416475839 -6.47816547853098	-7.92129678773066 -7.91612986341758	-7.63169251697977 -7.60144786424474	-7.17444466106731 -7.17454067726389	-7.59872860568755 -7.59833790697684
OG0012034 -9.09448015907303 -9.09474442843155	-8.6581612617924 -8.6580220899487	-8.01850500893811 -8.01919540208256	-8.65803754635585 -8.6580220899487	-8.14768759722854 -8.15882394963877	-8.71175518263368 -8.71164009877782	-8.14808398777297 -8.14526211102841
OG0012035 -8.63208006452613 -8.63208170973152	-8.46573592910294 -8.46573583920218	-8.16919315766872 -8.1089584576029	-8.04344898814752 -8.04316567529825	-7.96090398418049 -7.93173572078201	-8.10861425462744 -8.10860615557298	-8.62491721859078 -8.62475805986073
OG0012036 -9.12353972592549 -9.12348917694103	-8.63456727414946 -8.6345691656602	-8.15154901974094 -8.14418456348033	-7.74516004073931 -7.74433030118898	-7.41556369842515 -7.41548989027063	-8.83707591985293 -8.83687026617884	-8.80225148484566 -8.80175342768425
OG0012037 -8.63209613730215 -8.63208170527987	-8.46573544993056 -8.46573548630763	-8.11256594979752 -8.10895869964896	-8.04337638053199 -8.04316567528887	-8.21214587732179 -7.93173565387486	-8.10860602130232 -8.10860615416134	-8.62454089772241 -8.62475805985986
OG0012038 -8.63207960596852 -8.63207891006086	-8.04316667431867 -8.04316567517347	-7.93253860645308 -7.93182659694385	-8.04316565257856 -8.04316567517347	-7.375606365462 -7.37563231619707	-8.62814944816416 -8.62486534445653	-9.82096774082117 -7.37551480925239
OG0012039 -7.93893213305637 -7.93893330202078	-7.35001795975932 -7.35005031686086	-7.24142416752911 -7.23947758310916	-7.35001837497256 -7.35005031686086	-6.69486781203485 -6.68318151962581	-7.93407929762522 -7.93164834000706	-6.6823607494853 -6.68236709353565
OG0012040 -7.93893295744225 -7.93893330202078	-7.68167159535933 -7.35005031686086	-7.26752498161826 -7.23947758310916	-7.35113860033495 -7.35005031686086	-6.68235781148841 -6.68318151962581	-7.3414422165663 -7.93164834000706	-6.68283402863527 -6.68236709353565
OG0012041 -8.6320805191758 -8.63208170973152	-8.04449175820254 -8.04316567529825	-7.96384351899641 -7.93179730509723	-8.46619909077363 -8.46573583920218	-7.93479220810402 -7.93161226099868	-8.62475763443353 -8.62486675558686	-8.62475756455973 -8.62475805986073
OG0012042 -8.63208078859642 -8.63208426755441	-8.04327936475466 -8.04316567538309	-7.93203045506488 -7.93179497744522	-7.249340656666 -7.2493409196849	-7.16720111218279 -6.84884642498283	-8.62475789490905 -8.62486734724449	-8.23536691857579 -8.23504083606029
OG0012043 -7.93893322902675 -7.93893333216495	-7.77258876496656 -7.77259517060154	-7.54867024531637 -7.54212661407296	-7.77258879672915 -7.77259517060154	-7.54190678481888 -7.54192222625273	-7.54189369125805 -7.37890846069271	-7.62743542474957 -7.54189367146106
OG0012044 -8.63208050570272 -8.63208170973152	-8.46573622132112 -8.46573583920218	-8.10883446710779 -8.1089584576029	-8.0432911629892 -8.04316567529825	-7.93814409791063 -7.93173572078201	-8.1086061753907 -8.10860615557298	-8.62477746846862 -8.62475805986073
OG0012045 -7.93893331404686 -7.93893332282323	-7.35013400456282 -7.3500503179932	-7.23916528871185 -7.23947799139104	-7.79101552725826 -7.7725951704874	-7.23876025887047 -7.23847032631648	-7.92785011439706 -7.93164835331615	-7.93201463115604 -7.93161214740934
OG0012046 -7.93893334843735 -7.93893330235449	-7.40115182866947 -7.35005031686256	-7.26171152991606 -7.23947758320414	-7.35001777354526 -7.35005031686256	-6.68864028723925 -6.68318152202334	-7.93161539087497 -7.93164834000723	-6.68516944329998 -6.68236709353595
OG0012047 -7.42154121537388 -7.80091464351272	-7.91715334368486 -7.91822826323308	-7.60649228958621 -7.35244584834378	-7.63064755803503 -7.91822826323308	-7.60983804809776 -7.60140965327771	-7.58125906003734 -7.60141385154023	-7.6018679476621 -7.60106954118719
OG0012048 -8.63208055086665 -8.63208174593656	-8.46573667131984 -8.46573784904361	-7.93166307989864 -7.93161049780668	-8.04316545732525 -8.043165675439	-7.96127416232444 -7.93162934587273	-8.62476257238266 -8.62464910107675	-8.62475759115816 -8.62475805987689
OG0012049 -7.9389333598391 -7.93893332323515	-7.35128016318087 -7.35005031799603	-6.6824639781541 -6.68323663949505	-7.77258877837857 -7.77259518491819	-9.79579089295559 -7.23847032646876	-6.68236158384359 -6.68236173358067	-7.93165951502796 -7.93161214741294
OG0012050 -6.0759514303729 -6.07572496764214	-5.94889055569146 -5.94986301900452	-5.8010688234933 -5.806318317163	-5.95098695103946 -5.94986301900452	-6.32285785426568 -5.8110977994511	-5.81872182381345 -5.80408679411071	-5.80791389645511 -5.81779281424597
OG0012051 -8.48158999151291 -7.37993642803547	-8.18958619742804 -8.18716962859265	-7.15045296901591 -7.85190662210846	-8.18968051771466 -8.18716962859265	-7.78924733015136 -7.84650464896238	-6.87677920669119 -7.8233619339565	-7.8404831803372 -7.84698386839283
OG0012052 -7.42155036792569 -7.80091464351272	-7.44270792780209 -7.91822826323308	-7.64079385834589 -7.35244584834378	-7.92192995457263 -7.91822826323308	-7.55597801075797 -7.60140965327771	-7.35216523564924 -7.60141385154023	-7.60394658392932 -7.60106954118719
OG0012053 -8.48167440727136 -8.48163591398455	-6.06401763514763 -6.0601901101036	-6.01132784582995 -5.91051754774781	-8.19015827796624 -8.19005345146732	-5.91221685826032 -5.91071679134622	-7.77993736918584 -7.78952493174283	-7.78303644935408 -7.77918367209569
OG0012054 -8.63208131105809 -8.63208169815338	-8.04317220545542 -8.04316567527761	-7.38190753277627 -7.37560289840684	-8.46436749022442 -8.46573464474467	-7.43933865314977 -7.93161226099556	-6.35678052821357 -7.37550923023497	-8.62475698339436 -8.62475805985855
OG0012055 -7.93893350184432 -7.93893332323515	-7.77258859603837 -7.77259518491819	-7.23848630642854 -7.23846907962092	-7.37342900547893 -7.35005031799603	-7.23866366931242 -7.23846460814393	-7.93160075900459 -7.93158404675165	-7.93161185212905 -7.93161214741294
OG0012056 -6.07572418597878 -6.07572496764214	-5.96450730239568 -5.94986301900452	-5.84153065971502 -5.806318317163	-5.94982953059389 -5.94986301900452	-5.8337039179821 -5.8110977994511	-5.90120177127813 -5.80408679411071	-5.87187717817351 -5.81779281424597
OG0012057 -7.42154140134937 -7.80091464351272	-7.37402040630706 -7.91822826323308	-7.60164651986304 -7.35244584834378	-7.91795468554907 -7.91822826323308	-7.58424371718134 -7.60140965327771	-7.60015422511518 -7.60141385154023	-7.34695909855355 -7.60106954118719
OG0012058 -8.6320805126417 -8.63207892152118	-7.81491234367945 -8.04316567520893	-7.60715465028174 -7.37560286711206	-8.04316722249956 -8.04316567520893	-7.31765406224507 -7.37563231659505	-7.37553086171973 -7.37550923010168	-7.28160982684802 -7.37551480925478
OG0012059 -9.09544520564507 -9.09543638327714	-8.33857459911058 -8.33853854363837	-8.02254119778131 -8.01843201085793	-8.65800624872818 -8.65800665668032	-8.02312417559178 -8.02274156310589	-8.89905208243389 -8.7116385744571	-8.71163709466874 -8.71163955852486
OG0012060 -6.96591527451451 -7.37993642803547	-7.05306915322217 -8.18716962859265	-7.84706902321334 -7.85190662210846	-6.97075489939974 -8.18716962859265	-7.73734067850664 -7.84650464896238	-7.11912842460717 -7.8233619339565	-7.84621437812066 -7.84698386839283
OG0012061 -6.96590706112609 -7.37993642803547	-8.18964207754671 -8.18716962859265	-7.82046428963274 -7.85190662210846	-6.91580760232405 -8.18716962859265	-7.84626013835561 -7.84650464896238	-7.84689084938165 -7.8233619339565	-8.17584021424157 -7.84698386839283
OG0012062 -8.63649124073955 -9.09523689944091	-8.28991556541587 -8.65800285154263	-7.94863096092868 -8.1452542239893	-8.65803140655599 -8.65800285154263	-8.43127335398343 -8.15882371097999	-7.93919130926037 -8.14525415669524	-8.14525419169316 -8.14526210538287
OG0012063 -8.63208015047479 -8.63207739776748	-8.34377288711611 -8.46573546080845	-7.93161051106002 -7.93161035352156	-7.24930447606215 -7.24934081746428	-6.85070014701758 -6.81276753128437	-8.64388249689402 -8.62464708643461	-6.98229075459817 -6.98368623647166
OG0012064 -6.9684137578652 -7.37993642803547	-8.18861003736098 -8.18716962859265	-7.84682040448973 -7.85190662210846	-8.18910759499686 -8.18716962859265	-7.84600847011729 -7.84650464896238	-7.84706887871365 -7.8233619339565	-7.06163814890594 -7.84698386839283
OG0012065 -6.07627538918556 -6.07572496764214	-5.94896830127836 -5.94986301900452	-5.99902568636022 -5.806318317163	-6.04596009241352 -5.94986301900452	-5.82446478323397 -5.8110977994511	-5.80254488835704 -5.80408679411071	-5.80272369194492 -5.81779281424597
OG0012066 -9.12348816140116 -9.12349117820197	-7.74432635537378 -7.74432947991149	-7.41646532829735 -7.41546000042772	-8.46065602733601 -8.63456909119119	-7.41368896897891 -7.41546333320988	-8.80176544284557 -8.40059753522766	-8.80175340729737 -8.80175342594925
OG0012067 -6.96821657036052 -7.37993642803547	-8.18779369695392 -8.18716962859265	-7.83985824738329 -7.85190662210846	-7.47566632300158 -8.18716962859265	-7.84271443098042 -7.84650464896238	-7.10276605284749 -7.8233619339565	-7.83827316409159 -7.84698386839283
OG0012068 -8.63208053237263 -8.63208169815338	-8.06084314844298 -8.04316567527761	-7.37675840283095 -7.37560289840684	-8.46573594770448 -8.46573464474467	-7.93429577382101 -7.93161226099556	-7.37599426235682 -7.37550923023497	-8.62610352310371 -8.62475805985855
OG0012069 -7.93894559672485 -7.93893332323515	-7.77258885377338 -7.77259518491819	-7.24102890474383 -7.23846907962092	-7.35078559940703 -7.35005031799603	-7.2387311402502 -7.23846460814393	-7.93222832524006 -7.93158404675165	-7.931609284685 -7.93161214741294
OG0012070 -9.12348744979301 -9.12336884348863	-8.63456757970021 -8.63456899445172	-8.02761575537471 -8.04457448504358	-8.63456745110928 -8.63456899445172	-8.06680196643533 -8.04456930636957	-8.04965943585786 -8.04436758414717	-6.26871235198037 -8.04437834347191
OG0012071 -7.93891052141582 -7.93893332323515	-7.35013812368054 -7.35005031799603	-7.49774702595826 -6.68323663949505	-7.77258878830804 -7.77259518491819	-7.47137307526144 -7.23847032646876	-6.74311115253511 -6.68236173358067	-7.93167187738887 -7.93161214741294
OG0012072 -8.66451831243238 -8.63207892152118	-8.04316526962777 -8.04316567520893	-7.37555822741208 -7.37560286711206	-8.04317022887431 -8.04316567520893	-7.5866613360229 -7.37563231659505	-7.37553744361178 -7.37550923010168	-7.3755084395498 -7.37551480925478
OG0012073 -8.63208051576883 -8.63208170171736	-8.4657360032302 -8.4657350611401	-7.93238561311527 -7.93161036272983	-8.0434297230118 -8.04316567528324	-7.94164283131103 -7.93228177938074	-8.62476590167318 -8.62464909995093	-8.62478205330661 -8.6247580598592
OG0012074 -7.60605139685502 -7.37993642803547	-7.21339920016677 -8.18716962859265	-7.84713627004296 -7.85190662210846	-8.23090135570244 -8.18716962859265	-7.84707889915966 -7.84650464896238	-6.63486201975144 -7.8233619339565	-7.1504273420966 -7.84698386839283
OG0012075 -7.93893252770745 -7.9389333322235	-7.7725887752817 -7.77259517339729	-7.24074860721367 -7.23846920552552	-7.85016402137097 -7.77259517339729	-7.54189343252324 -7.54192223417448	-7.93160433136654 -7.931584032017	-7.5418934403162 -7.54189367146228
OG0012076 -7.93893333316223 -7.93893332295179	-7.35001842210656 -7.35005031799448	-6.68235323720761 -6.68323663048573	-7.77675696970857 -7.77259517328918	-7.41497002266025 -7.23847032636909	-6.68236116848768 -6.68236173358056	-7.93161042294502 -7.93161214741048
OG0012077 -8.63649128238379 -9.09523689944091	-8.65901741324144 -8.65800285154263	-8.19892230005939 -8.1452542239893	-8.65806004298005 -8.65800285154263	-8.2802111303739 -8.15882371097999	-7.89068007932428 -8.14525415669524	-8.55181060403363 -8.14526210538287
OG0012078 -6.96590714430339 -7.37993642803547	-8.18966366435484 -8.18716962859265	-7.487883013942 -7.85190662210846	-8.23489971616411 -8.18716962859265	-7.84897757119682 -7.84650464896238	-6.87722695144629 -7.8233619339565	-7.99300510389171 -7.84698386839283
OG0012079 -8.63119402816209 -8.6320789061444	-8.04342873416673 -8.04316567516784	-7.37842013737739 -7.37560286707409	-8.04316537891424 -8.04316567516784	-7.64223900274744 -7.3756323161058	-7.3755085948669 -7.37550923009579	-7.37550839455476 -7.3755148092521
OG0012080 -7.93986020066272 -7.93893332290557	-7.35012658592331 -7.35005031799433	-6.81831514762282 -6.68323662814612	-7.79490768806144 -7.77259517049094	-7.56283672333671 -7.23847032635444	-6.68236122790057 -6.68236173358056	-7.07645558501721 -7.93161214741024
