"mkr" "set" "map" "phys" "gen" "vld" "slidingwindow-3" "slidingwindow" "slidingwindow-2" "slidingwindow-4" "vld" "loess"
"8422" "vcar" "chrLR999929.1" 12492200 38.966 TRUE 3.36 6.91 6.91 3.36 TRUE 3.2
"8482" "vcar" "chrLR999929.1" 13022000 40.077 TRUE 0.75 0 0 0.75 TRUE 1.77
"8493" "vcar" "chrLR999929.1" 13052600 40.077 TRUE 0.75 0 0 0.75 TRUE 1.48
"8507" "vcar" "chrLR999929.1" 13180200 40.077 TRUE 0.54 0 0 0.54 TRUE -0.2
"8560" "vcar" "chrLR999929.1" 13689500 40.077 TRUE 1.4 0 0 1.4 TRUE 1.2
"8570" "vcar" "chrLR999929.1" 13689800 40.077 TRUE 1.4 0 0 1.4 TRUE 1.2
"8615" "vcar" "chrLR999929.1" 14058600 40.077 TRUE 3.71 3.03 3.03 3.71 TRUE 4.46
"8642" "vcar" "chrLR999929.1" 14391800 42.301 TRUE 4.4 7.88 7.88 4.4 TRUE 4.66
"8643" "vcar" "chrLR999929.1" 14446900 42.301 TRUE 4.4 7.88 7.88 4.4 TRUE 4.92
"8660" "vcar" "chrLR999929.1" 14748900 45.639 TRUE 5.23 4.47 4.47 5.23 TRUE 4.47
"8668" "vcar" "chrLR999929.1" 14808100 45.639 TRUE 5.23 4.47 4.47 5.23 TRUE 4.47
"8688" "vcar" "chrLR999929.1" 15088700 45.639 TRUE 4.47 0 0 4.47 TRUE 3.96
"8693" "vcar" "chrLR999929.1" 15207300 45.639 TRUE 4.47 0 0 4.47 TRUE NA
"8769" "vcar" "chrLR999930.1" 133328 0 TRUE 0 0 0 0 TRUE NA
"8778" "vcar" "chrLR999930.1" 173102 0 TRUE 0 0 0 0 TRUE -0.67
"8798" "vcar" "chrLR999930.1" 298616 0 TRUE 0 0 0 0 TRUE -0.44
"8832" "vcar" "chrLR999930.1" 571449 0 TRUE 0.5 0 0 0.5 TRUE 0.07
"8852" "vcar" "chrLR999930.1" 781668 0 TRUE 0.5 0 0 0.5 TRUE 0.47
"8859" "vcar" "chrLR999930.1" 1009950 0 TRUE 0.65 1.07 1.07 0.65 TRUE 0.86
"8903" "vcar" "chrLR999930.1" 1183530 0 TRUE 0.85 1.61 1.61 0.85 TRUE 1.17
"8913" "vcar" "chrLR999930.1" 1440960 1.111 TRUE 1.48 1.63 1.63 1.48 TRUE 1.96
"8946" "vcar" "chrLR999930.1" 1805750 1.111 TRUE 1.6 1.52 1.52 1.6 TRUE 1.64
"8960" "vcar" "chrLR999930.1" 2221710 2.222 TRUE 1.42 1.43 1.43 1.42 TRUE 1.51
"8961" "vcar" "chrLR999930.1" 2278880 2.222 TRUE 1.42 1.43 1.43 1.42 TRUE 1.53
"8963" "vcar" "chrLR999930.1" 2290460 2.222 TRUE 1.42 1.43 1.43 1.42 TRUE 1.47
"8982" "vcar" "chrLR999930.1" 2623460 2.222 TRUE 1.55 1.47 1.47 1.55 TRUE 1.82
"8987" "vcar" "chrLR999930.1" 2861500 3.333 TRUE 1.3 1.79 1.79 1.3 TRUE 2.34
"9012" "vcar" "chrLR999930.1" 3201460 3.333 TRUE 2.5 0 0 2.5 TRUE 3
"9070" "vcar" "chrLR999930.1" 3877740 6.668 TRUE 2.59 NA NA 2.59 TRUE 2.29
"9137" "vcar" "chrLR999930.1" 4852020 7.78 TRUE 0.65 NA NA 0.65 TRUE 0.64
"9173" "vcar" "chrLR999930.1" 5643990 7.78 TRUE 0 0 0 0 TRUE 0.27
"9213" "vcar" "chrLR999930.1" 5904820 7.78 TRUE 1 0 0 1 TRUE 0.45
"9220" "vcar" "chrLR999930.1" 6052800 7.78 TRUE 1 0 0 1 TRUE 1.33
"9236" "vcar" "chrLR999930.1" 6086110 7.78 TRUE 1 0 0 1 TRUE 1.42
"9291" "vcar" "chrLR999930.1" 6237360 7.78 TRUE 2.35 0 0 2.35 TRUE 1.22
"9357" "vcar" "chrLR999930.1" 6798990 8.891 TRUE 3 5.63 5.63 3 TRUE 3.88
"9429" "vcar" "chrLR999930.1" 7169440 11.114 TRUE 3.9 5.78 5.78 3.9 TRUE 4.22
"9432" "vcar" "chrLR999930.1" 7211610 11.114 TRUE 3.9 5.78 5.78 3.9 TRUE 3.62
"9461" "vcar" "chrLR999930.1" 7368940 12.225 TRUE 5.78 5.98 5.98 5.78 TRUE 3.53
"9522" "vcar" "chrLR999930.1" 8520930 15.559 TRUE 2.51 0 0 2.51 TRUE 2.66
"9533" "vcar" "chrLR999930.1" 8571600 15.559 TRUE 2.51 0 0 2.51 TRUE 2.64
"9571" "vcar" "chrLR999930.1" 9053540 15.559 TRUE 2.4 2.85 2.85 2.4 TRUE 2.02
"9637" "vcar" "chrLR999930.1" 9355320 17.782 TRUE 2.4 4.38 4.38 2.4 TRUE 3.94
"9650" "vcar" "chrLR999930.1" 9415540 17.782 TRUE 2.4 4.38 4.38 2.4 TRUE 4.37
"9655" "vcar" "chrLR999930.1" 9596900 17.782 TRUE 6.66 0 0 6.66 TRUE 5.05
"9687" "vcar" "chrLR999930.1" 10577900 25.585 TRUE 4.88 0 0 4.88 TRUE 3.75
"9693" "vcar" "chrLR999930.1" 10578200 25.585 TRUE 4.88 0 0 4.88 TRUE 3.75
"9699" "vcar" "chrLR999930.1" 10615200 25.585 TRUE 0 0 0 0 TRUE 3.93
"9711" "vcar" "chrLR999930.1" 10941400 25.585 TRUE 3.86 0 0 3.86 TRUE 1.55
"9754" "vcar" "chrLR999930.1" 11145100 25.585 TRUE 3.86 0 0 3.86 TRUE 3.03
"9766" "vcar" "chrLR999930.1" 11145300 25.585 TRUE 3.86 0 0 3.86 TRUE 3.03
"9863" "vcar" "chrLR999930.1" 11825600 31.163 TRUE 7.28 0 0 7.28 TRUE 6.73
"9907" "vcar" "chrLR999930.1" 12253100 31.163 TRUE 8.7 4.5 4.5 8.7 TRUE 8.33
"9928" "vcar" "chrLR999930.1" 12388300 34.502 TRUE 9.12 13.34 13.34 9.12 TRUE 8.47
"9961" "vcar" "chrLR999930.1" 12777500 38.958 TRUE 8.23 9.46 9.46 8.23 TRUE 10.53
"9962" "vcar" "chrLR999930.1" 12812600 38.958 TRUE 8.23 9.65 9.65 8.23 TRUE 10.77
"9972" "vcar" "chrLR999930.1" 12907200 38.958 TRUE 7.59 8.91 8.91 7.59 TRUE 9.26
"10039" "vcar" "chrLR999930.1" 13291700 43.414 TRUE 6.31 6.73 6.73 6.31 TRUE 5.19
"10052" "vcar" "chrLR999930.1" 13338800 43.414 TRUE 6.31 6.55 6.55 6.31 TRUE 4.31
"10074" "vcar" "chrLR999930.1" 13447200 43.414 TRUE 5.11 0 0 5.11 TRUE 3.07
"10107" "vcar" "chrLR999930.1" 13477200 43.414 TRUE 5.11 0 0 5.11 TRUE 2.38
"10117" "vcar" "chrLR999930.1" 13622800 43.414 TRUE 4.46 0 0 4.46 TRUE 2.15
"10152" "vcar" "chrLR999930.1" 13904600 43.414 TRUE 3.27 0 0 3.27 TRUE 3.02
"10219" "vcar" "chrLR999930.1" 14523500 46.752 TRUE 2.75 0 0 2.75 TRUE 2.17
"10265" "vcar" "chrLR999930.1" 14679600 46.752 TRUE 1.88 0 0 1.88 TRUE 1.45
"10293" "vcar" "chrLR999930.1" 14837500 46.752 TRUE 1.88 0 0 1.88 TRUE 1.06
"10302" "vcar" "chrLR999930.1" 14933900 46.752 TRUE 0 0 0 0 TRUE 0.7
"10314" "vcar" "chrLR999930.1" 15108200 46.752 TRUE 0 0 0 0 TRUE 0.03
"10353" "vcar" "chrLR999930.1" 15553100 46.752 TRUE 0 0 0 0 TRUE NA
"10370" "vcar" "chrLR999931.1" 255052 0 TRUE 0 0 0 0 TRUE NA
"10441" "vcar" "chrLR999931.1" 290619 0 TRUE 0 0 0 0 TRUE 2
"10468" "vcar" "chrLR999931.1" 592899 0 TRUE 2.32 0 0 2.32 TRUE 2.11
"10476" "vcar" "chrLR999931.1" 618056 0 TRUE 2.32 0 0 2.32 TRUE 2.14
"10599" "vcar" "chrLR999931.1" 1494450 1.111 TRUE 2.26 283.07 283.07 2.26 TRUE 2.2
"10604" "vcar" "chrLR999931.1" 1494720 3.334 TRUE 2.26 283.07 283.07 2.26 TRUE 2.25
"10609" "vcar" "chrLR999931.1" 1498870 3.334 TRUE 2.26 283.07 283.07 2.26 TRUE 2.2
"10655" "vcar" "chrLR999931.1" 2103470 3.334 TRUE 4.55 4.06 4.06 4.55 TRUE 3.23
"10680" "vcar" "chrLR999931.1" 2241210 3.334 TRUE 4.55 4.3 4.3 4.55 TRUE 4.17
"10710" "vcar" "chrLR999931.1" 2376440 4.445 TRUE 4.55 6.26 6.26 4.55 TRUE 6.16
"10722" "vcar" "chrLR999931.1" 2625060 5.556 TRUE 8.29 9.55 9.55 8.29 TRUE 8.61
"10737" "vcar" "chrLR999931.1" 2680500 5.556 TRUE 8.29 9.55 9.55 8.29 TRUE 9.7
"10739" "vcar" "chrLR999931.1" 2687310 5.556 TRUE 8.29 9.55 9.55 8.29 TRUE 9.81
"10756" "vcar" "chrLR999931.1" 2844840 8.895 TRUE 8.29 10.79 10.79 8.29 TRUE 10.35
"10757" "vcar" "chrLR999931.1" 2980570 8.895 TRUE 8.29 13.83 13.83 8.29 TRUE 7.56
"10788" "vcar" "chrLR999931.1" 3101550 12.233 TRUE 6.87 13.83 13.83 6.87 TRUE 7.16
"10860" "vcar" "chrLR999931.1" 4038820 15.571 TRUE 2.78 0 0 2.78 TRUE 4.13
"10865" "vcar" "chrLR999931.1" 4039120 15.571 TRUE 2.78 0 0 2.78 TRUE 4.12
"10929" "vcar" "chrLR999931.1" 4576060 16.683 TRUE 1.72 0 0 1.72 TRUE 4.78
"10937" "vcar" "chrLR999931.1" 4748490 16.683 TRUE 5.15 0 0 5.15 TRUE 5.48
"10984" "vcar" "chrLR999931.1" 5590800 23.356 TRUE 8.53 4 4 8.53 TRUE 6.62
"10993" "vcar" "chrLR999931.1" 5591120 23.356 TRUE 8.53 4 4 8.53 TRUE 6.63
"11007" "vcar" "chrLR999931.1" 5868470 24.467 TRUE 8.4 4 4 8.4 TRUE 8.64
"11036" "vcar" "chrLR999931.1" 6389470 31.157 TRUE 6.97 3.08 3.08 6.97 TRUE 6.45
"11048" "vcar" "chrLR999931.1" 6750040 32.268 TRUE 5.63 3.65 3.65 5.63 TRUE 5.83
"11054" "vcar" "chrLR999931.1" 7124360 33.38 TRUE 2.72 4.17 4.17 2.72 TRUE 3.86
"11068" "vcar" "chrLR999931.1" 7236050 34.491 TRUE 2.72 3.49 3.49 2.72 TRUE 2.69
"11094" "vcar" "chrLR999931.1" 7723390 35.602 TRUE 2.8 1.36 1.36 2.8 TRUE 2.6
"11118" "vcar" "chrLR999931.1" 7960480 35.602 TRUE 2.45 0 0 2.45 TRUE 2.67
"11127" "vcar" "chrLR999931.1" 8005840 35.602 TRUE 2.45 0 0 2.45 TRUE 2.4
"11156" "vcar" "chrLR999931.1" 8060020 35.602 TRUE 2.45 3.06 3.06 2.45 TRUE 2.36
"11188" "vcar" "chrLR999931.1" 8522950 37.825 TRUE 2 2.59 2.59 2 TRUE 2.46
"11209" "vcar" "chrLR999931.1" 8631340 37.825 TRUE 1.62 0 0 1.62 TRUE 1.58
"11225" "vcar" "chrLR999931.1" 8882640 37.825 TRUE 1.05 0 0 1.05 TRUE 0.14
"11231" "vcar" "chrLR999931.1" 8887950 37.825 TRUE 1.05 0 0 1.05 TRUE 0.14
"11242" "vcar" "chrLR999931.1" 9063210 37.825 TRUE 0.74 0 0 0.74 TRUE -0.23
"11261" "vcar" "chrLR999931.1" 9221350 37.825 TRUE 1.23 0 0 1.23 TRUE 0
"11305" "vcar" "chrLR999931.1" 9608830 37.825 TRUE 2.02 4.26 4.26 2.02 TRUE 1.62
"11318" "vcar" "chrLR999931.1" 9709060 37.825 TRUE 2.36 4.26 4.26 2.36 TRUE 4.27
"11320" "vcar" "chrLR999931.1" 9709270 37.825 TRUE 2.36 4.26 4.26 2.36 TRUE 4.27
"11340" "vcar" "chrLR999931.1" 9749560 37.825 TRUE 2.36 8.88 8.88 2.36 TRUE 4.28
"11344" "vcar" "chrLR999931.1" 9749770 37.825 TRUE 2.36 8.88 8.88 2.36 TRUE 4.22
"11351" "vcar" "chrLR999931.1" 9802770 37.825 TRUE 2.36 8.88 8.88 2.36 TRUE 5.28
"11367" "vcar" "chrLR999931.1" 10017900 41.16 TRUE 2.82 5.5 5.5 2.82 TRUE 4.29
"11401" "vcar" "chrLR999931.1" 10081900 41.16 TRUE 3.24 5.5 5.5 3.24 TRUE 5.46
"11427" "vcar" "chrLR999931.1" 10380900 41.16 TRUE 2.52 0 0 2.52 TRUE 2.23
"11432" "vcar" "chrLR999931.1" 10382600 41.16 TRUE 2.52 0 0 2.52 TRUE 2.19
"11436" "vcar" "chrLR999931.1" 10856400 41.16 TRUE 0 0 0 0 TRUE 0.03
"11464" "vcar" "chrLR999931.1" 11325500 41.16 TRUE 0.46 0 0 0.46 TRUE 0.5
"11478" "vcar" "chrLR999931.1" 11454200 41.16 TRUE 0.76 0 0 0.76 TRUE 0.8
"11532" "vcar" "chrLR999931.1" 12034900 41.16 TRUE 0.8 18.75 18.75 0.8 TRUE 0.86
"11540" "vcar" "chrLR999931.1" 12094000 42.271 TRUE 0.8 0.86 0.86 0.8 TRUE 0.85
"11549" "vcar" "chrLR999931.1" 12094300 42.271 TRUE 0.8 0.86 0.86 0.8 TRUE 0.85
"11582" "vcar" "chrLR999931.1" 12586700 42.271 TRUE 0.26 0 0 0.26 TRUE 0.27
"11588" "vcar" "chrLR999931.1" 12587600 42.271 TRUE 0.26 0 0 0.26 TRUE 0.27
"11637" "vcar" "chrLR999931.1" 12734800 42.271 TRUE 0.26 0 0 0.26 TRUE -0.07
"11655" "vcar" "chrLR999931.1" 12928000 42.271 TRUE 0.21 0 0 0.21 TRUE 0
"11707" "vcar" "chrLR999931.1" 13227000 42.271 TRUE 0.31 0 0 0.31 TRUE 0
"11709" "vcar" "chrLR999931.1" 13315100 42.271 TRUE 0.31 0 0 0.31 TRUE -0.23
"11721" "vcar" "chrLR999931.1" 13377400 42.271 TRUE 0.31 0 0 0.31 TRUE 0.26
"11736" "vcar" "chrLR999931.1" 13384400 42.271 TRUE 0.31 0 0 0.31 TRUE -0.07
"11744" "vcar" "chrLR999931.1" 13389300 42.271 TRUE 0.31 0 0 0.31 TRUE 0.3
"11750" "vcar" "chrLR999931.1" 13400300 42.271 TRUE 0.31 0 0 0.31 TRUE 0.3
"11754" "vcar" "chrLR999931.1" 13400600 42.271 TRUE 0.31 0 0 0.31 TRUE 0.33
"11775" "vcar" "chrLR999931.1" 13767100 42.271 TRUE 0.67 1.04 1.04 0.67 TRUE 1.74
"11787" "vcar" "chrLR999931.1" 13791600 42.271 TRUE 0.67 1.04 1.04 0.67 TRUE 1.88
"11821" "vcar" "chrLR999931.1" 13937200 43.382 TRUE 0.94 6.91 6.91 0.94 TRUE 1.48
"11887" "vcar" "chrLR999931.1" 15037600 43.382 TRUE 1.85 1.85 1.85 1.85 TRUE 1.3
"11915" "vcar" "chrLR999931.1" 15121200 44.494 TRUE 1.85 1.85 1.85 1.85 TRUE 1.47
"11935" "vcar" "chrLR999931.1" 15319200 44.494 TRUE 1.85 1.85 1.85 1.85 TRUE 1.63
"11936" "vcar" "chrLR999931.1" 15330200 44.494 TRUE 1.85 1.85 1.85 1.85 TRUE 1.64
"11970" "vcar" "chrLR999931.1" 15455300 44.494 TRUE 1.85 1.85 1.85 1.85 TRUE 1.76
"11979" "vcar" "chrLR999931.1" 15456300 44.494 TRUE 1.85 1.85 1.85 1.85 TRUE NA
"11993" "vcar" "chrLR999932.1" 777387 0 TRUE 13.27 17.77 17.77 13.27 TRUE NA
"12003" "vcar" "chrLR999932.1" 777764 0 TRUE 13.27 17.77 17.77 13.27 TRUE 18.7
"12007" "vcar" "chrLR999932.1" 819666 6.689 TRUE 13.27 13.29 13.29 13.27 TRUE 17.97
"12028" "vcar" "chrLR999932.1" 1140950 7.801 TRUE 10.76 13.27 13.27 10.76 TRUE 12.51
"12065" "vcar" "chrLR999932.1" 1288710 7.801 TRUE 10.76 6.04 6.04 10.76 TRUE 10.07
"12083" "vcar" "chrLR999932.1" 1465500 11.139 TRUE 10.76 7.25 7.25 10.76 TRUE 7.4
"12156" "vcar" "chrLR999932.1" 1820180 12.25 TRUE 9.89 3.13 3.13 9.89 TRUE 9
"12225" "vcar" "chrLR999932.1" 2619930 21.235 TRUE 5.65 4.73 4.73 5.65 TRUE 6.78
"12233" "vcar" "chrLR999932.1" 2638040 22.346 TRUE 5.65 4.73 4.73 5.65 TRUE 6.59
"12235" "vcar" "chrLR999932.1" 2638310 22.346 TRUE 5.65 4.73 4.73 5.65 TRUE 6.59
"12274" "vcar" "chrLR999932.1" 2955900 23.457 TRUE 1.63 2.01 2.01 1.63 TRUE 3.19
"12340" "vcar" "chrLR999932.1" 3447360 23.457 TRUE 4.41 0 0 4.41 TRUE 4.13
"12367" "vcar" "chrLR999932.1" 3599590 23.457 TRUE 4.41 0 0 4.41 TRUE 5.11
"12477" "vcar" "chrLR999932.1" 4429320 31.258 TRUE 6.17 6.22 6.22 6.17 TRUE 5.04
"12505" "vcar" "chrLR999932.1" 4608020 32.37 TRUE 1.15 6.22 6.22 1.15 TRUE 3.81
"12528" "vcar" "chrLR999932.1" 5165770 32.37 TRUE 0.63 NA NA 0.63 TRUE 0.45
"12574" "vcar" "chrLR999932.1" 5668260 32.37 TRUE 1.1 1.52 1.52 1.1 TRUE 0.78
"12613" "vcar" "chrLR999932.1" 6007130 32.37 TRUE 1.1 2.09 2.09 1.1 TRUE 2.12
"12637" "vcar" "chrLR999932.1" 6007670 32.37 TRUE 1.1 2.09 2.09 1.1 TRUE 2.13
"12648" "vcar" "chrLR999932.1" 6082960 33.481 TRUE 1.1 2.09 2.09 1.1 TRUE 2.42
"12653" "vcar" "chrLR999932.1" 6181400 33.481 TRUE 2.09 3.2 3.2 2.09 TRUE 2.81
"12687" "vcar" "chrLR999932.1" 6255140 33.481 TRUE 2.09 3.2 3.2 2.09 TRUE 3.03
"12717" "vcar" "chrLR999932.1" 6349730 33.481 TRUE 2.09 3.2 3.2 2.09 TRUE 1.48
"12781" "vcar" "chrLR999932.1" 7366110 33.481 TRUE 1.41 0 0 1.41 TRUE 0.64
"12796" "vcar" "chrLR999932.1" 7591890 33.481 TRUE 1.2 0 0 1.2 TRUE 0.87
"12854" "vcar" "chrLR999932.1" 8215610 34.592 TRUE 0.7 0 0 0.7 TRUE 0.81
"12860" "vcar" "chrLR999932.1" 8464610 34.592 TRUE 0.48 0 0 0.48 TRUE 0.44
"12908" "vcar" "chrLR999932.1" 9072330 34.592 TRUE 0.62 2.2 2.2 0.62 TRUE 1.26
"12911" "vcar" "chrLR999932.1" 9072590 34.592 TRUE 0.62 2.2 2.2 0.62 TRUE 1.26
"12922" "vcar" "chrLR999932.1" 9303940 34.592 TRUE 0.91 2.2 2.2 0.91 TRUE 2.33
"12945" "vcar" "chrLR999932.1" 9373520 34.592 TRUE 0.91 2.2 2.2 0.91 TRUE 2.78
"12956" "vcar" "chrLR999932.1" 9547970 35.704 TRUE 2.2 2.2 2.2 2.2 TRUE 1.66
"12967" "vcar" "chrLR999932.1" 9554700 35.704 TRUE 2.2 2.2 2.2 2.2 TRUE 1.67
"13070" "vcar" "chrLR999932.1" 10563000 36.815 TRUE 0 0 0 0 TRUE 0.48
"13115" "vcar" "chrLR999932.1" 10875200 36.815 TRUE 0 0 0 0 TRUE 0.2
"13181" "vcar" "chrLR999932.1" 11116500 36.815 TRUE 0 0 0 0 TRUE 0.08
"13185" "vcar" "chrLR999932.1" 11390600 36.815 TRUE 0 0 0 0 TRUE 0
"13204" "vcar" "chrLR999932.1" 11432600 36.815 TRUE 0 0 0 0 TRUE 0
"13311" "vcar" "chrLR999932.1" 11952000 36.815 TRUE 0 NA NA 0 TRUE 0.05
"13398" "vcar" "chrLR999932.1" 13146100 36.815 TRUE 12.71 NA NA 12.71 TRUE 12.04
"13453" "vcar" "chrLR999932.1" 13778000 45.744 TRUE 10.04 7.65 7.65 10.04 TRUE 9.95
"13462" "vcar" "chrLR999932.1" 13891300 45.744 TRUE 10.04 7.65 7.65 10.04 TRUE 8.69
"13472" "vcar" "chrLR999932.1" 14197100 47.968 TRUE 6.63 6.63 6.63 6.63 TRUE 5.22
"13484" "vcar" "chrLR999932.1" 14207900 49.079 TRUE 6.63 6.63 6.63 6.63 TRUE 5.07
"13489" "vcar" "chrLR999932.1" 14248800 49.079 TRUE 6.63 6.63 6.63 6.63 TRUE 4.45
"13493" "vcar" "chrLR999932.1" 14249000 49.079 TRUE 6.63 6.63 6.63 6.63 TRUE 4.44
"13521" "vcar" "chrLR999932.1" 14412000 49.079 TRUE 1.99 2.44 2.44 1.99 TRUE 3.71
"13584" "vcar" "chrLR999932.1" 15354500 49.079 TRUE 0 NA NA 0 TRUE NA
"13630" "vcar" "chrLR999933.1" 780538 0 TRUE 1.82 0 0 1.82 TRUE NA
"13631" "vcar" "chrLR999933.1" 780786 0 TRUE 1.82 0 0 1.82 TRUE 3.93
"13651" "vcar" "chrLR999933.1" 1162800 0 TRUE 3.95 1.82 1.82 3.95 TRUE 4.75
"13673" "vcar" "chrLR999933.1" 1297170 0 TRUE 3.95 5.28 5.28 3.95 TRUE 5.08
"13702" "vcar" "chrLR999933.1" 1352930 0 TRUE 3.95 5.28 5.28 3.95 TRUE 5.11
"13723" "vcar" "chrLR999933.1" 1619150 2.224 TRUE 4.87 6.4 6.4 4.87 TRUE 5.91
"13774" "vcar" "chrLR999933.1" 2107510 5.562 TRUE 7.35 6.97 6.97 7.35 TRUE 6.26
"13789" "vcar" "chrLR999933.1" 2414970 7.785 TRUE 8.43 7.23 7.23 8.43 TRUE 8.35
"13832" "vcar" "chrLR999933.1" 3022670 13.363 TRUE 7.64 12.49 12.49 7.64 TRUE 6.14
"13852" "vcar" "chrLR999933.1" 3200780 15.587 TRUE 7.29 4.5 4.5 7.29 TRUE 6.2
"13893" "vcar" "chrLR999933.1" 3680510 16.698 TRUE 3.27 2.32 2.32 3.27 TRUE 4.41
"13951" "vcar" "chrLR999933.1" 4220220 17.809 TRUE 2.26 NA NA 2.26 TRUE 2.48
"14034" "vcar" "chrLR999933.1" 5166050 20.033 TRUE 2.13 2.81 2.81 2.13 TRUE 1.97
"14037" "vcar" "chrLR999933.1" 5267060 20.033 TRUE 2.11 2.81 2.81 2.11 TRUE 2.11
"14066" "vcar" "chrLR999933.1" 5287860 20.033 TRUE 2.11 2.81 2.81 2.11 TRUE 2.08
"14085" "vcar" "chrLR999933.1" 5358910 20.033 TRUE 2.11 2.01 2.01 2.11 TRUE 2.11
"14095" "vcar" "chrLR999933.1" 5591390 21.144 TRUE 2.11 2.11 2.11 2.11 TRUE 1.4
"14116" "vcar" "chrLR999933.1" 5807630 21.144 TRUE 2.11 2.31 2.31 2.11 TRUE 3.4
"14118" "vcar" "chrLR999933.1" 5807850 21.144 TRUE 2.11 2.31 2.31 2.11 TRUE 3.4
"14137" "vcar" "chrLR999933.1" 5844600 21.144 TRUE 2.11 2.31 2.31 2.11 TRUE 3.62
"14144" "vcar" "chrLR999933.1" 5867390 21.144 TRUE 2.11 1.86 1.86 2.11 TRUE 3.75
"14145" "vcar" "chrLR999933.1" 5959900 21.144 TRUE 2.11 1.86 1.86 2.11 TRUE 4.18
"14161" "vcar" "chrLR999933.1" 6063660 22.256 TRUE 5.02 1.86 1.86 5.02 TRUE 4.92
"14204" "vcar" "chrLR999933.1" 7013520 30.047 TRUE 4.09 0 0 4.09 TRUE 4.68
"14233" "vcar" "chrLR999933.1" 7102710 30.047 TRUE 0 0 0 0 TRUE 2.76
"14236" "vcar" "chrLR999933.1" 7305440 30.047 TRUE 0 0 0 0 TRUE -0.42
"14251" "vcar" "chrLR999933.1" 7552250 30.047 TRUE 0 0 0 0 TRUE 0.17
"14257" "vcar" "chrLR999933.1" 7701750 30.047 TRUE 0.34 0 0 0.34 TRUE -0.05
"14294" "vcar" "chrLR999933.1" 7924460 30.047 TRUE 0.59 0 0 0.59 TRUE 0.49
"14355" "vcar" "chrLR999933.1" 8340920 30.047 TRUE 0.8 1.57 1.57 0.8 TRUE 1.05
"14359" "vcar" "chrLR999933.1" 8341180 30.047 TRUE 0.8 1.57 1.57 0.8 TRUE 1.05
"14369" "vcar" "chrLR999933.1" 8565930 31.158 TRUE 0.83 2.13 2.13 0.83 TRUE 1.86
"14381" "vcar" "chrLR999933.1" 8764860 31.158 TRUE 0.88 1.32 1.32 0.88 TRUE 1.04
"14390" "vcar" "chrLR999933.1" 8902120 31.158 TRUE 0.97 0 0 0.97 TRUE 0.13
"14420" "vcar" "chrLR999933.1" 9081290 31.158 TRUE 0.99 0 0 0.99 TRUE 0.58
"14433" "vcar" "chrLR999933.1" 9152580 31.158 TRUE 1.03 0 0 1.03 TRUE -0.13
"14447" "vcar" "chrLR999933.1" 9330240 31.158 TRUE 1.04 0.73 0.73 1.04 TRUE 0.61
"14449" "vcar" "chrLR999933.1" 9330580 31.158 TRUE 1.04 0.73 0.73 1.04 TRUE 0.61
"14452" "vcar" "chrLR999933.1" 9405170 31.158 TRUE 1.06 1.23 1.23 1.06 TRUE 0.83
"14495" "vcar" "chrLR999933.1" 9775760 31.158 TRUE 1.34 1.48 1.48 1.34 TRUE 1.67
"14503" "vcar" "chrLR999933.1" 9828700 32.269 TRUE 1.34 1.48 1.48 1.34 TRUE 1.68
"14518" "vcar" "chrLR999933.1" 9900440 32.269 TRUE 1.34 2.04 2.04 1.34 TRUE 2.03
"14548" "vcar" "chrLR999933.1" 10092800 32.269 TRUE 2.63 2.41 2.41 2.63 TRUE 2.66
"14557" "vcar" "chrLR999933.1" 10161800 32.269 TRUE 2.87 2.41 2.41 2.87 TRUE 2.98
"14563" "vcar" "chrLR999933.1" 10162100 32.269 TRUE 2.87 2.41 2.41 2.87 TRUE 2.98
"14579" "vcar" "chrLR999933.1" 10363600 33.381 TRUE 3.36 2.29 2.29 3.36 TRUE 3.42
"14680" "vcar" "chrLR999933.1" 11077500 36.719 TRUE 3.25 0 0 3.25 TRUE 2.94
"14737" "vcar" "chrLR999933.1" 11433600 36.719 TRUE 1.17 1.59 1.59 1.17 TRUE 1.46
"14800" "vcar" "chrLR999933.1" 11797900 37.83 TRUE 1.18 1.23 1.23 1.18 TRUE 1.33
"14814" "vcar" "chrLR999933.1" 11814600 37.83 TRUE 1.25 1.23 1.23 1.25 TRUE 0.93
"14826" "vcar" "chrLR999933.1" 11931900 37.83 TRUE 1.26 1.23 1.23 1.26 TRUE 1.28
"14871" "vcar" "chrLR999933.1" 12203700 37.83 TRUE 1.31 0.86 0.86 1.31 TRUE 1.46
"14874" "vcar" "chrLR999933.1" 12203900 37.83 TRUE 1.31 0.86 0.86 1.31 TRUE 1.46
"14917" "vcar" "chrLR999933.1" 12468500 37.83 TRUE 1.13 1.86 1.86 1.13 TRUE 0.87
"14947" "vcar" "chrLR999933.1" 12668800 38.942 TRUE 4.21 1.86 1.86 4.21 TRUE 3.93
"14954" "vcar" "chrLR999933.1" 12814100 38.942 TRUE 4.77 2.58 2.58 4.77 TRUE 5
"14970" "vcar" "chrLR999933.1" 12893600 38.942 TRUE 5.17 2.58 2.58 5.17 TRUE 6.4
"15023" "vcar" "chrLR999933.1" 13480400 45.632 TRUE 6.67 0 0 6.67 TRUE 6.35
"15036" "vcar" "chrLR999933.1" 13643100 45.632 TRUE 6.17 0 0 6.17 TRUE 6.26
"15043" "vcar" "chrLR999933.1" 13690100 45.632 TRUE 6.25 4.92 4.92 6.25 TRUE 5.75
