chrom	begin	end	length_gene	length_rpt	length_LINE	length_SINE	length_DNA	length_LTR
LR999937.1	3500001	3600000	0	49065	17373	10056	1622	7567
LR999937.1	3600001	3700000	0	45653	17998	10403	3436	4100
LR999937.1	3700001	3800000	392	41643	19202	9686	3639	358
LR999937.1	3800001	3900000	1753	39549	18797	8840	2629	1271
LR999937.1	3900001	4000000	4096	50765	18992	11539	3051	2146
LR999937.1	4000001	4100000	917	27256	13276	7088	844	307
LR999937.1	4100001	4200000	0	30033	15029	5533	944	437
LR999937.1	4200001	4300000	10798	24527	7299	6565	1991	1061
LR999937.1	4300001	4400000	1657	30165	12193	7458	1378	387
LR999937.1	4400001	4500000	8595	13626	3675	1842	364	238
LR999937.1	4500001	4600000	7176	34869	15669	7484	1785	479
LR999937.1	4600001	4700000	3756	36959	15905	5849	5820	394
LR999937.1	4700001	4800000	2093	24622	8604	10202	661	764
LR999937.1	4800001	4900000	0	29982	9390	11581	2049	1139
LR999937.1	4900001	5000000	0	29680	11083	6770	2797	
LR999937.1	5000001	5100000	3265	24909	7303	6770	1921	1093
LR999937.1	5100001	5200000	7060	34408	16632	6097	3530	1122
LR999937.1	5200001	5300000	965	36404	11841	10535	2040	1830
LR999937.1	5300001	5400000	4583	25512	5071	4919	2742	796
LR999937.1	5400001	5500000	83	24657	9217	5311	1291	223
LR999937.1	5500001	5600000	684	27966	12062	7241	814	323
LR999937.1	5600001	5700000	7575	26491	10654	5090	1908	259
LR999937.1	5700001	5800000	15209	23557	5367	4035	1849	7116
LR999937.1	5800001	5900000	507	14370	5309	3474	1589	501
LR999937.1	5900001	6000000	11907	22989	9111	5422	2445	564
LR999937.1	6000001	6100000	10212	19278	5570	2508	3999	2444
LR999937.1	6100001	6200000	6538	20372	8416	1983	3587	1033
LR999937.1	6200001	6300000	9052	12608	2436	2998	2026	441
LR999937.1	6300001	6400000	14954	24424	5720	3282	6871	4191
LR999937.1	6400001	6500000	0	39552	12444	7673	2452	5121
LR999937.1	6500001	6600000	0	46769	11969	5823	2099	13725
LR999937.1	6600001	6700000	1816	34556	10659	7618	3710	1913
LR999937.1	6700001	6800000	351	42502	16239	5878	2595	890
LR999937.1	6800001	6900000	5602	38492	15569	6735	3247	185
LR999937.1	6900001	7000000	0	36722	17045	8794	3032	1350
LR999937.1	7000001	7100000	8006	34417	12839	7103	2896	477
LR999937.1	7100001	7200000	4773	24431	6862	6182	4909	301
LR999937.1	7200001	7300000	303	26622	7556	4974	3454	292
LR999937.1	7300001	7400000	2594	25266	8805	6812	990	1392
LR999937.1	7400001	7500000	0	45406	12811	8998	7925	1523
LR999937.1	7500001	7600000	4146	32752	11914	6835	2516	984
LR999937.1	7600001	7700000	1305	38221	18769	7109	1999	307
LR999937.1	7700001	7800000	754	32818	8990	6028	4412	0
LR999937.1	7800001	7900000	0	29683	7942	7240	547	6318
LR999937.1	7900001	8000000	0	38662	16711	4725	1202	3291
LR999937.1	8000001	8100000	0	46968	13811	4220	2973	12348
LR999937.1	8100001	8200000	4349	21981	4637	5209	1794	396
LR999937.1	8200001	8300000	1124	29426	13769	6026	2107	613
LR999937.1	8300001	8400000	5104	17476	4693	4247	1335	683
LR999937.1	8400001	8500000	3994	20432	6743	6649	869	311
LR999937.1	8500001	8600000	2000	28047	8390	4948	2152	212
LR999937.1	8600001	8700000	0	42132	15876	7531	1315	463
LR999937.1	8700001	8800000	209	29616	12348	8294	2811	1147
LR999937.1	8800001	8900000	278	32403	12715	9143	1154	508
LR999937.1	8900001	9000000	823	42721	9205	6150	2714	10086
LR999937.1	9000001	9100000	889	35289	12290	8633	2311	0
LR999937.1	9100001	9200000	0	30613	15253	6686	2474	1855
LR999937.1	9200001	9300000	323	40257	17096	6923	3038	521
LR999937.1	9300001	9400000	0	37539	10162	4877	1328	2215
LR999937.1	9400001	9500000	992	38856	17406	6687	2243	5181
LR999937.1	9500001	9600000	0	46845	16797	6895	2823	6948
LR999937.1	9600001	9700000	0	41347	14588	7964	1717	3519
LR999937.1	9700001	9800000	7153	40286	12428	6650	5621	4311
LR999937.1	9800001	9900000	1330	35930	13448	7050	957	350
LR999937.1	9900001	10000000	0	40444	16805	5928	3960	935
LR999937.1	10000001	10100000	0	32734	12347	8619	1984	500
LR999937.1	10100001	10200000	0	21638	8957	7061	951	410
LR999937.1	10200001	10300000	379	33631	14975	6774	1368	306
LR999937.1	10300001	10400000	0	31197	9049	7099	957	5129
LR999937.1	10400001	10500000	0	36083	11601	7685	1804	1019
LR999937.1	10500001	10600000	7453	36665	13555	3422	764	7656
LR999937.1	10600001	10700000	6502	26932	5714	2791	3349	3187
LR999937.1	10700001	10800000	4890	34068	11431	4915	2638	1050
LR999937.1	10800001	10900000	0	17785	7886	4377	1376	32
LR999937.1	10900001	11000000	20	19152	6724	5622	1648	327
LR999937.1	11000001	11100000	9023	24429	6655	7468	1503	368
LR999937.1	11100001	11200000	20715	22850	10135	4515	1313	570
LR999937.1	11200001	11300000	3269	22374	11386	3115	2466	557
LR999937.1	11300001	11400000	3918	17970	4723	3601	3231	36
LR999937.1	11400001	11500000	2075	38195	14195	8718	748	641
LR999937.1	11500001	11600000	3599	30317	9294	5079	6565	656
LR999937.1	11600001	11700000	3179	30848	13182	8331	2098	231
LR999937.1	11700001	11800000	259	31841	10168	8499	1461	248
LR999937.1	11800001	11900000	1103	30160	11078	6136	750	6974
LR999937.1	11900001	12000000	288	29977	11575	8078	2569	1048
LR999937.1	12000001	12100000	2201	38598	11006	8111	791	623
LR999937.1	12100001	12200000	2642	38082	12663	12378	2231	1414
LR999937.1	12200001	12300000	3087	33952	10129	10854	3202	709
LR999937.1	12300001	12400000	2067	40715	14866	9874	3108	2031
LR999937.1	12400001	12500000	4624	42500	14060	10640	4853	1579
LR999937.1	12500001	12600000	0	38922	16915	8142	2601	875
LR999937.1	12600001	12700000	0	53457	27919	8551	2503	6349
LR999937.1	12700001	12800000	0	45547	18595	11521	2183	3739
LR999937.1	12800001	12900000	0	42176	18179	9743	1876	5623
LR999937.1	12900001	13000000	0	51693	19097	9974	2589	8001
LR999937.1	13000001	13100000	0	48576	21737	10965	2225	2027
LR999937.1	13100001	13200000	896	41281	15590	9138	3998	4579
LR999937.1	13200001	13300000	3628	34176	13089	10552	1318	1097
LR999937.1	13300001	13400000	0	36604	17020	8265	1810	2704
LR999937.1	13400001	13500000	0	38842	14206	10690	1065	781
LR999937.1	13500001	13600000	4245	37997	10820	9340	4459	2728
LR999937.1	13600001	13700000	5428	28986	10772	6482	2510	1328
LR999937.1	13700001	13800000	2461	49811	15528	5041	3284	9262
LR999937.1	13800001	13900000	21978	21618	5671	2552	2607	2449
LR999937.1	13900001	14000000	831	52379	31034	9387	1486	1077
LR999937.1	14000001	14100000	0	45425	16346	8666	803	969
LR999937.1	14100001	14200000	0	42548	16480	10939	2698	1454
LR999937.1	14200001	14300000	527	38168	16320	7181	3207	1117
LR999937.1	14300001	14400000	811	42293	15339	9927	2739	6836
LR999937.1	14400001	14500000	9681	24593	10164	4084	1191	1807
LR999937.1	14500001	14600000	11622	15108	5702	1995	622	3357
LR999937.1	14600001	14615999	0	12743	1602		0	9657
LR999938.1	1	100000	5995	67995	51692	320	1871	6608
LR999938.1	100001	200000	0	15286	5681	2731	669	270
LR999938.1	200001	300000	0	22865	6625	7372	2230	104
LR999938.1	300001	400000	0	35299	11677	7971	1205	7067
LR999938.1	400001	500000	2139	33860	12017	9174	1807	462
LR999938.1	500001	600000	5368	35748	14102	8770	2810	524
LR999938.1	600001	700000	1118	39488	17563	11522	1771	1135
LR999938.1	700001	800000	813	37052	14428	10928	1379	1926
LR999938.1	800001	900000	1738	42088	15778	10980	3511	3318
LR999938.1	900001	1000000	1616	45120	17129	7500	1865	5659
LR999938.1	1000001	1100000	4774	38542	13441	8667	6650	1464
LR999938.1	1100001	1200000	0	54258	22689	9543	8873	2623
LR999938.1	1200001	1300000	0	52317	21694	12739	4132	3757
LR999938.1	1300001	1400000	5098	40559	13716	8973	7739	947
LR999938.1	1400001	1500000	4784	46784	13567	8089	3057	11440
LR999938.1	1500001	1600000	527	47287	19922	12940	2547	1116
LR999938.1	1600001	1700000	0	46664	15687	10980	4154	5348
LR999938.1	1700001	1800000	616	42692	17388	10690	2546	475
LR999938.1	1800001	1900000	0	42306	16007	12801	4458	653
LR999938.1	1900001	2000000	590	44589	20128	10250	5287	726
LR999938.1	2000001	2100000	295	42344	14878	13032	2177	664
LR999938.1	2100001	2200000	173	43545	14865	11719	3460	2772
LR999938.1	2200001	2300000	2010	39646	14386	11194	3620	472
LR999938.1	2300001	2400000	11	43608	22774	9161	1603	840
LR999938.1	2400001	2500000	0	51620	25513	10333	4526	3386
LR999938.1	2500001	2600000	0	45632	21304	10203	4301	2701
LR999938.1	2600001	2700000	2657	45584	17527	8840	5785	4495
LR999938.1	2700001	2800000	12478	18159	4684	4855	1267	737
LR999938.1	2800001	2900000	0	40350	12904	8975	5686	3791
LR999938.1	2900001	3000000	10844	25782	8743	9488	2805	370
LR999938.1	3000001	3100000	8356	22548	6924	5949	1307	278
LR999938.1	3100001	3200000	6220	23374	8649	6502	1719	646
LR999938.1	3200001	3300000	4029	29488	11272	6479	4386	1164
LR999938.1	3300001	3400000	1421	23538	8321	7511	1090	365
LR999938.1	3400001	3500000	4085	31328	11175	6303	763	634
LR999938.1	3500001	3600000	683	51381	17193	9857	6443	4211
LR999938.1	3600001	3700000	2646	37513	16330	8520	3128	606
LR999938.1	3700001	3800000	2041	42330	14468	10767	3618	1281
LR999938.1	3800001	3900000	2838	36118	13297	10810	3330	480
LR999938.1	3900001	4000000	0	38305	14334	10732	1741	713
LR999938.1	4000001	4100000	748	37940	11880	12813	1869	419
LR999938.1	4100001	4200000	414	41503	14214	11341	2202	547
LR999938.1	4200001	4300000	7109	37204	17947	7461	2504	301
LR999938.1	4300001	4400000	0	35164	15862	9124	1629	682
LR999938.1	4400001	4500000	268	29540	11679	7027	2375	714
LR999938.1	4500001	4600000	3468	37458	12877	4604	2361	1054
LR999938.1	4600001	4700000	1734	33721	14573	5592	857	1264
LR999938.1	4700001	4800000	1395	30010	11711	8609	1759	420
LR999938.1	4800001	4900000	1546	32116	12499	6767	1301	5559
LR999938.1	4900001	5000000	2198	44392	16523	7411	2645	6971
LR999938.1	5000001	5100000	0	56050	20009	5868	7825	667
LR999938.1	5100001	5200000	0	43174	15964	9547	1067	6734
LR999938.1	5200001	5300000	0	43613	11541	8675	6741	2056
LR999938.1	5300001	5400000	0	46690	23675	6750	1834	1052
LR999938.1	5400001	5500000	1262	34667	10460	8629	1834	3945
LR999938.1	5500001	5600000	1778	43371	14824	9780	1659	690
LR999938.1	5600001	5700000	3525	28580	10133	9931	2645	810
LR999938.1	5700001	5800000	3069	31587	7570	5629	2170	8048
LR999938.1	5800001	5900000	0	35334	13217	8478	2692	5168
LR999938.1	5900001	6000000	1273	27745	8547	7461	1774	357
LR999938.1	6000001	6100000	0	41605	14925	7132	1995	124
LR999938.1	6100001	6200000	1512	49747	28070	6401	1943	6048
LR999938.1	6200001	6300000	5547	27366	8988	7396	1651	951
LR999938.1	6300001	6400000	0	43298	20539	8606	674	1040
LR999938.1	6400001	6500000	0	34129	12713	6568	3603	874
LR999938.1	6500001	6600000	2570	33883	6914	6314	3878	5586
LR999938.1	6600001	6700000	0	32780	12228	6852	2937	666
LR999938.1	6700001	6800000	2684	37665	12236	5763	3297	294
LR999938.1	6800001	6900000	10113	23232	11575	4461	1787	418
LR999938.1	6900001	7000000	3273	31975	18311	6397	1339	0
LR999938.1	7000001	7100000	1600	27264	13553	7360	1178	0
LR999938.1	7100001	7200000	2472	22260	6789	6762	412	411
LR999938.1	7200001	7300000	6116	28276	10809	4703	2353	1879
LR999938.1	7300001	7400000	574	29413	6482	6833	1150	1970
LR999938.1	7400001	7500000	519	39845	15317	5916	1311	729
LR999938.1	7500001	7600000	814	28437	10390	6337	1623	188
LR999938.1	7600001	7700000	10151	30066	12851	4040	4252	238
LR999938.1	7700001	7800000	0	23622	7224	6261	995	456
LR999938.1	7800001	7900000	559	22182	9375	4791	1680	575
LR999938.1	7900001	8000000	2438	33758	20305	4389	1999	512
LR999938.1	8000001	8100000	1761	36293	11686	4341	758	13124
LR999938.1	8100001	8200000	1712	38116	13703	6543	3312	1292
LR999938.1	8200001	8300000	5180	16576	5925	3140	1508	625
LR999938.1	8300001	8400000	5988	20354	8987	2534	652	281
LR999938.1	8400001	8500000	10392	22559	8772	4181	3224	726
LR999938.1	8500001	8600000	8657	16573	8302	2720	502	337
LR999938.1	8600001	8700000	2836	8342	2071	1896	830	335
LR999938.1	8700001	8800000	949	22733	7066	4590	1582	3396
LR999938.1	8800001	8900000	0	21581	6209	4273	1745	183
LR999938.1	8900001	9000000	814	22506	8620	5942	1379	487
LR999938.1	9000001	9100000	12511	26366	16558	1114	1612	275
LR999938.1	9100001	9200000	13667	32667	20130	3426	3190	4473
LR999938.1	9200001	9300000	3539	18505	7588	4916	2235	384
LR999938.1	9300001	9400000	4180	23106	6153	2990	3496	946
LR999938.1	9400001	9500000	1254	11711	3474	2320	1725	0
LR999938.1	9500001	9600000	0	5120	938	756	353	0
LR999938.1	9600001	9700000	1024	13817	5061	2014	118	3219
LR999938.1	9700001	9800000	747	19279	5482	3280	397	7527
LR999938.1	9800001	9900000	466	5876	1537	1336	464	36
LR999938.1	9900001	10000000	287	11226	3356	4277	580	40
LR999938.1	10000001	10100000	0	13261	3381	2688	681	3536
LR999938.1	10100001	10200000	973	6507	2109	2038	0	0
LR999938.1	10200001	10300000	1506	13693	3898	4818	154	104
LR999938.1	10300001	10400000	635	16175	5538	4178	1757	34
LR999938.1	10400001	10500000	3392	15318	5149	4124	712	801
LR999938.1	10500001	10600000	12627	14204	7675	1944	497	0
LR999938.1	10600001	10700000	7109	16551	3647	3472	658	89
LR999938.1	10700001	10800000	1340	39906	16541	6091	1763	2212
LR999938.1	10800001	10900000	0	42772	15180	6142	3674	729
LR999938.1	10900001	11000000	321	50121	22310	4411	3067	6032
LR999938.1	11000001	11100000	0	38807	16386	8118	1178	1517
LR999938.1	11100001	11200000	0	40025	18753	9284	1930	1595
LR999938.1	11200001	11300000	5058	30913	13554	4613	3488	564
LR999938.1	11300001	11400000	7158	23074	6692	4668	3594	923
LR999938.1	11400001	11500000	7937	17627	6481	2929	2510	687
LR999938.1	11500001	11600000	6556	15864	7473	3720	720	74
LR999938.1	11600001	11700000	7290	20609	7281	2312	3022	342
LR999938.1	11700001	11800000	3758	15235	3972	2834	1210	606
LR999938.1	11800001	11900000	1223	22605	5821	5750	4252	674
LR999938.1	11900001	12000000	1088	15352	3339	3098	2279	918
LR999938.1	12000001	12100000	3488	19014	4679	4130	517	1681
LR999938.1	12100001	12200000	241	45931	25949	7399	1516	916
LR999938.1	12200001	12300000	0	48508	17342	9398	2675	9784
LR999938.1	12300001	12400000	1103	47434	21736	9694	1456	7205
LR999938.1	12400001	12500000	164	41388	18086	9268	1234	5053
LR999938.1	12500001	12600000	3389	40064	14967	7932	3855	6053
LR999938.1	12600001	12700000	10045	34519	11637	4048	3264	4857
LR999938.1	12700001	12800000	5804	27759	10276	7679	4186	817
LR999938.1	12800001	12900000	10568	28067	10416	6964	2063	1367
LR999938.1	12900001	13000000	10356	33354	13239	6717	6136	408
LR999938.1	13000001	13100000	3002	40912	17300	10013	4469	1168
LR999938.1	13100001	13200000	10569	33926	10591	8231	6797	184
LR999938.1	13200001	13300000	6363	32086	9262	4776	5351	704
LR999938.1	13300001	13400000	3624	50213	20825	9786	9836	923
LR999938.1	13400001	13500000	2958	41353	18241	8627	3144	2808
LR999938.1	13500001	13600000	3161	25116	8374	6418	2748	1126
LR999938.1	13600001	13700000	260	35800	10645	8687	845	996
LR999938.1	13700001	13800000	2442	43700	14935	8745	5813	5775
LR999938.1	13800001	13900000	1164	44757	19443	12007	4762	453
LR999938.1	13900001	14000000	4913	47533	14770	10318	6319	7185
LR999938.1	14000001	14100000	5222	36589	12973	9774	3280	552
LR999938.1	14100001	14200000	1347	33013	14438	7785	3334	874
LR999938.1	14200001	14300000	1771	36060	14480	9622	839	1392
LR999938.1	14300001	14400000	4158	24138	5706	5539	2498	90
LR999938.1	14400001	14500000	5392	29703	12133	4373	3921	498
LR999938.1	14500001	14600000	10020	31174	16254	1520	3723	617
LR999938.1	14600001	14605406	0	742	742		0	0
LR999939.1	1	100000	11206	24839	9763	3511	4264	556
LR999939.1	100001	200000	0	14452	5901	4447	617	219
LR999939.1	200001	300000	1493	17593	4633	5041	2585	743
LR999939.1	300001	400000	9338	28912	12180	7935	1835	1563
LR999939.1	400001	500000	5029	23499	7267	7327	1501	648
LR999939.1	500001	600000	7743	38084	16923	7075	2529	1134
LR999939.1	600001	700000	4454	41226	9641	7889	6512	1909
LR999939.1	700001	800000	1652	37445	14390	7775	3138	1199
LR999939.1	800001	900000	2054	40696	17717	9676	2253	998
LR999939.1	900001	1000000	0	41315	20808	10672	949	879
LR999939.1	1000001	1100000	569	48969	18715	10643	3695	1610
LR999939.1	1100001	1200000	6797	47045	16857	10271	2055	1875
LR999939.1	1200001	1300000	6106	30986	11574	9690	1773	430
LR999939.1	1300001	1400000	0	41613	13278	11673	1092	3719
LR999939.1	1400001	1500000	0	42057	19392	12441	1961	623
LR999939.1	1500001	1600000	698	40420	19746	9579	2201	959
LR999939.1	1600001	1700000	2770	40138	14792	7732	2565	860
LR999939.1	1700001	1800000	0	46756	15495	13774	1712	1047
LR999939.1	1800001	1900000	0	46891	18725	11689	2791	1663
LR999939.1	1900001	2000000	0	41458	14872	10014	4056	33
LR999939.1	2000001	2100000	0	34445	13350	11579	1366	517
LR999939.1	2100001	2200000	1552	44296	20176	9335	1903	4042
LR999939.1	2200001	2300000	0	44687	22507	9455	4075	689
LR999939.1	2300001	2400000	0	41614	18555	6324	4136	5204
LR999939.1	2400001	2500000	367	43243	19832	11840	2836	5027
LR999939.1	2500001	2600000	1590	46896	17759	8647	1736	7198
LR999939.1	2600001	2700000	1154	45678	23229	9544	2509	1349
LR999939.1	2700001	2800000	0	44129	19108	10715	2782	1649
LR999939.1	2800001	2900000	2610	42228	14375	11741	2502	1566
LR999939.1	2900001	3000000	10127	39638	13325	7659	3692	535
LR999939.1	3000001	3100000	817	45466	18339	7344	4857	612
LR999939.1	3100001	3200000	2399	40808	12130	11546	2366	917
LR999939.1	3200001	3300000	0	36792	13119	10664	3159	480
LR999939.1	3300001	3400000	1562	33235	13026	8776	2870	557
LR999939.1	3400001	3500000	0	46259	24844	8956	2946	954
LR999939.1	3500001	3600000	1136	40701	13607	9392	2243	4189
LR999939.1	3600001	3700000	4441	35779	13541	6293	1951	3474
LR999939.1	3700001	3800000	3038	37466	14502	10003	3180	771
LR999939.1	3800001	3900000	0	42484	20889	8727	1168	3935
LR999939.1	3900001	4000000	1624	34324	16014	7959	2217	298
LR999939.1	4000001	4100000	0	37698	14461	9538	1482	658
LR999939.1	4100001	4200000	519	45453	22382	8507	2539	708
LR999939.1	4200001	4300000	4918	23996	7465	6450	2381	0
LR999939.1	4300001	4400000	9170	24628	9551	4746	2051	475
LR999939.1	4400001	4500000	330	22200	9404	5132	1306	463
LR999939.1	4500001	4600000	2483	20531	5116	5218	1643	616
LR999939.1	4600001	4700000	0	29532	9825	9094	1186	779
LR999939.1	4700001	4800000	3769	25173	9353	6672	1203	1094
LR999939.1	4800001	4900000	9194	25001	6645	6239	2420	1324
LR999939.1	4900001	5000000	2032	30350	7838	5015	994	7131
LR999939.1	5000001	5100000	2973	32753	10820	6261	2708	908
LR999939.1	5100001	5200000	0	32748	14195	9661	1624	464
LR999939.1	5200001	5300000	180	41604	13949	8042	1857	3739
LR999939.1	5300001	5400000	4941	33617	17994	5092	2946	492
LR999939.1	5400001	5500000	11158	31409	11700	7996	2149	330
LR999939.1	5500001	5600000	0	29562	11770	6784	4565	732
LR999939.1	5600001	5700000	2458	23832	8809	5025	2527	0
LR999939.1	5700001	5800000	2373	32074	15457	4864	2489	110
LR999939.1	5800001	5900000	856	25637	9477	6904	1799	194
LR999939.1	5900001	6000000	675	27041	11584	6078	1903	620
LR999939.1	6000001	6100000	7978	25199	5097	6575	1606	5187
LR999939.1	6100001	6200000	16197	22759	10619	3502	2886	732
LR999939.1	6200001	6300000	4510	20356	4883	3881	5079	363
LR999939.1	6300001	6400000	10144	26976	7593	5564	3245	195
LR999939.1	6400001	6500000	836	29416	14672	6753	1585	348
LR999939.1	6500001	6600000	1083	31244	11936	5684	775	1497
LR999939.1	6600001	6700000	0	17551	6731	4820	752	665
LR999939.1	6700001	6800000	300	17995	8323	2118	4518	120
LR999939.1	6800001	6900000	7936	19039	4729	4091	1937	1636
LR999939.1	6900001	7000000	4632	25847	3781	3445	2178	10066
LR999939.1	7000001	7100000	4278	24436	6652	4091	2518	4550
LR999939.1	7100001	7200000	2127	16589	8503	1676	1288	101
LR999939.1	7200001	7300000	2321	28499	13326	4390	2537	935
LR999939.1	7300001	7400000	2738	16749	4442	4078	1296	561
LR999939.1	7400001	7500000	8938	17785	5484	3883	2213	421
LR999939.1	7500001	7600000	14132	17204	7209	2852	388	1229
LR999939.1	7600001	7700000	2403	37356	13840	5856	1617	6103
LR999939.1	7700001	7800000	0	32017	9119	8888	2798	338
LR999939.1	7800001	7900000	0	29002	16130	5771	1154	693
LR999939.1	7900001	8000000	1074	23846	8867	5176	3623	208
LR999939.1	8000001	8100000	0	27957	9333	7038	3605	340
LR999939.1	8100001	8200000	0	24598	7690	7058	2682	232
LR999939.1	8200001	8300000	3584	24886	12252	4877	1290	612
LR999939.1	8300001	8400000	0	20428	9520	3856	173	1166
LR999939.1	8400001	8500000	0	27232	9964	7592	910	147
LR999939.1	8500001	8600000	11229	19852	10716	1407	297	804
LR999939.1	8600001	8700000	9052	25122	6450	4893	3440	723
LR999939.1	8700001	8800000	2973	28832	12260	4943	1657	2072
LR999939.1	8800001	8900000	0	26161	11795	4655	818	3631
LR999939.1	8900001	9000000	5640	21391	5846	6383	1565	35
LR999939.1	9000001	9100000	15400	21398	6008	3806	3736	660
LR999939.1	9100001	9200000	10096	20703	7225	4849	2511	332
LR999939.1	9200001	9300000	6225	26851	6940	4571	1347	322
LR999939.1	9300001	9400000	4287	28785	13216	5703	4094	308
LR999939.1	9400001	9500000	1428	38003	12290	5715	1757	3738
LR999939.1	9500001	9600000	3489	20031	7956	4430	189	1117
LR999939.1	9600001	9700000	0	27902	12701	8207	1541	151
LR999939.1	9700001	9800000	0	19569	8618	4643	410	311
LR999939.1	9800001	9900000	3783	22872	7479	8160	1033	799
LR999939.1	9900001	10000000	4915	27616	6973	8263	1105	485
LR999939.1	10000001	10100000	772	33937	8130	7623	5084	3764
LR999939.1	10100001	10200000	2941	7857	2453	1082	533	0
LR999939.1	10200001	10300000	557	33664	9150	5659	3786	2146
LR999939.1	10300001	10400000	0	34138	10433	7807	793	8189
LR999939.1	10400001	10500000	0	35474	11390	9291	1065	3955
LR999939.1	10500001	10600000	5718	29787	8679	7046	3698	494
LR999939.1	10600001	10700000	7830	35615	11813	8184	4083	722
LR999939.1	10700001	10800000	4952	41837	14792	10795	1396	1372
LR999939.1	10800001	10900000	2884	48852	20778	8836	3068	1684
LR999939.1	10900001	11000000	2939	46041	18131	11550	4915	929
LR999939.1	11000001	11100000	0	32157	11789	7091	1057	413
LR999939.1	11100001	11200000	9634	34294	12477	6034	3389	3992
LR999939.1	11200001	11300000	13429	24747	7521	4718	3820	1231
LR999939.1	11300001	11400000	4068	37225	12920	6944	3165	897
LR999939.1	11400001	11500000	2337	42134	19212	10774	2149	301
LR999939.1	11500001	11600000	6235	41221	14577	5304	5042	5436
LR999939.1	11600001	11700000	4300	35947	14536	8855	4233	821
LR999939.1	11700001	11800000	4547	34679	12486	7259	2569	1697
LR999939.1	11800001	11900000	3060	37732	10015	7390	1912	10794
LR999939.1	11900001	12000000	6055	35203	12659	7759	3832	944
LR999939.1	12000001	12100000	1435	38735	16739	9613	2574	278
LR999939.1	12100001	12200000	0	40808	14147	8695	1719	5137
LR999939.1	12200001	12300000	590	36299	14221	9889	2044	243
LR999939.1	12300001	12400000	5402	36540	13647	8315	2945	741
LR999939.1	12400001	12500000	3059	44541	12540	10132	4535	4606
LR999939.1	12500001	12600000	5403	41818	18029	9081	3074	1092
LR999939.1	12600001	12700000	1531	55562	16874	13950	4954	805
LR999939.1	12700001	12800000	0	49778	22462	12050	4315	1323
LR999939.1	12800001	12900000	0	47351	19124	11255	3038	1026
LR999939.1	12900001	13000000	0	49470	19328	13842	3400	8069
LR999939.1	13000001	13100000	413	48972	26149	9564	3737	977
LR999939.1	13100001	13200000	1892	43981	17746	11652	2103	77
LR999939.1	13200001	13300000	840	51127	20600	9979	3674	1246
LR999939.1	13300001	13400000	1086	43110	18665	8320	3085	5818
LR999939.1	13400001	13500000	494	46275	17092	13994	3687	995
LR999939.1	13500001	13600000	2927	46522	20927	9073	4090	429
LR999939.1	13600001	13700000	4718	35544	14893	7612	7157	991
LR999939.1	13700001	13800000	4991	31281	12440	2567	4232	1796
LR999939.1	13800001	13900000	10209	44942	25404	2477	3886	3155
LR999939.1	13900001	13916383	0	11771	11495		0	0
LR999940.1	1	100000	0	71673	44840	1210	5768	10024
LR999940.1	100001	200000	0	76158	51298	597	6331	11493
LR999940.1	200001	300000	0	78090	58750	450	994	6438
LR999940.1	300001	400000	0	76948	37944	898	3018	25125
LR999940.1	400001	500000	0	77977	42394	367	3361	26589
LR999940.1	500001	600000	0	73544	46989	131	732	12998
LR999940.1	600001	700000	0	68071	44602	549	3572	15097
LR999940.1	700001	800000	0	60138	29194	567	1778	18491
LR999940.1	800001	900000	0	63760	41869	652	3260	9401
LR999940.1	900001	1000000	0	80340	52607	1129	3145	12636
LR999940.1	1000001	1100000	0	60262	45930	363	2555	6997
LR999940.1	1100001	1200000	0	73508	53341	222	483	4147
LR999940.1	1200001	1300000	0	65335	41644	202	2491	17550
LR999940.1	1300001	1400000	0	67610	45321	877	246	13802
LR999940.1	1400001	1500000	0	75121	41088	356	3054	10752
LR999940.1	1500001	1600000	0	65824	44893	320	4644	9717
LR999940.1	1600001	1700000	0	75220	53166	539	108	13542
LR999940.1	1700001	1800000	0	68785	31540		3323	20270
LR999940.1	1800001	1900000	0	79688	58496	573	830	13310
LR999940.1	1900001	2000000	0	70069	39308	752	1756	24049
LR999940.1	2000001	2100000	0	76443	50159	502	2099	18021
LR999940.1	2100001	2200000	0	83463	66320	482	0	11456
LR999940.1	2200001	2300000	0	83678	66315	405	1250	8783
LR999940.1	2300001	2400000	0	65300	33468	487	3041	20184
LR999940.1	2400001	2500000	0	73437	44440	267	2251	19201
LR999940.1	2500001	2600000	0	76745	50088	729	1025	19795
LR999940.1	2600001	2700000	0	69459	43003	491	885	23051
LR999940.1	2700001	2800000	0	71456	41233	130	5822	17175
LR999940.1	2800001	2900000	0	75443	50509	1100	4727	12887
LR999940.1	2900001	3000000	0	68688	35860	239	8695	7937
LR999940.1	3000001	3100000	0	67694	47246	1400	2488	12209
LR999940.1	3100001	3200000	0	74665	61192	671	2678	4362
LR999940.1	3200001	3300000	0	74260	44010	884	3914	18474
LR999940.1	3300001	3400000	0	55194	25077	604	3900	15866
LR999940.1	3400001	3500000	0	65227	43491	398	2116	6704
LR999940.1	3500001	3600000	0	68992	35866	1687	4694	13257
LR999940.1	3600001	3700000	0	74704	37373	561	4116	20126
LR999940.1	3700001	3800000	0	70091	30307	868	5060	21932
LR999940.1	3800001	3900000	0	72918	43026	2596	3779	16587
LR999940.1	3900001	4000000	0	70189	47726	1940	3897	9896
LR999940.1	4000001	4100000	0	73839	53862	662	263	17192
LR999940.1	4100001	4200000	0	74944	44480	332	272	11565
